commute_record_id,company_name,nse_code,sector,employee_id,county_residence,commute_mode,one_way_km,working_days_pa,annual_commute_km,ef_kgco2e_per_km,emission_kgco2e,emission_tco2e,scope,category,data_source,survey_year,anomaly_flag,fy_year
CMT-000064,Fuller LLC,SXB,Agriculture,EMP-SXB-0004,Thika,matatu_14seater,11.5,236,5428.0,0.089,483.092,0.483092,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-002587,Pearce Gilbert and Kennedy,YBK,Healthcare,EMP-YBK-0007,Kisii,matatu_14seater,15.4,217,6683.6,0.089,594.84,0.59484,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-003143,Evans-Ford,YBV,Agriculture,EMP-YBV-0023,Eldoret,matatu_14seater,24.2,218,10551.2,0.089,939.057,0.939057,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-001651,Long-Lewis,IXG,Insurance,EMP-IXG-0031,Nairobi,taxi_cab,21.1,238,10043.6,0.17,1707.412,1.707412,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-001363,Fletcher-Harper,QUZ,Real Estate,EMP-QUZ-0043,Kisii,private_car,34.5,228,15732.0,0.17,2674.44,2.67444,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-000145,O'Donnell Davies and Kelly,ODE,Telecommunications,EMP-ODE-0025,Nairobi,matatu_14seater,13.7,205,5617.0,0.089,499.913,0.499913,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-003735,Ali Group,CZG,Healthcare,EMP-CZG-0015,Mombasa,matatu_14seater,28.7,204,11709.6,0.089,1042.154,1.042154,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-000810,Freeman Inc,DPQ,Retail & FMCG,EMP-DPQ-0030,Thika,private_car,34.2,234,16005.6,0.17,2720.952,2.720952,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-002743,Howard PLC,UQK,Real Estate,EMP-UQK-0043,Nairobi,matatu_14seater,10.9,236,5144.8,0.089,457.887,0.457887,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-000512,Jackson-Watkins,IUI,Healthcare,EMP-IUI-0032,Machakos,matatu_14seater,15.0,199,5970.0,0.089,531.33,0.53133,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-003565,Reynolds Webb and Webb,MPR,Healthcare,EMP-MPR-0025,Thika,boda_boda,11.9,188,4474.4,0.113,505.607,0.505607,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-000812,Freeman Inc,DPQ,Retail & FMCG,EMP-DPQ-0032,Machakos,private_car,24.2,232,11228.8,0.17,1908.896,1.908896,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-003054,Webb-Turnbull,GLV,Retail & FMCG,EMP-GLV-0054,Meru,matatu_14seater,12.8,193,4940.8,0.089,439.731,0.439731,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-001719,Watson Allen and Thomson,LCW,Construction,EMP-LCW-0039,Kisii,boda_boda,17.5,233,8155.0,0.113,921.515,0.921515,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-003480,Hunt LLC,XQI,Agriculture,EMP-XQI-0060,Nairobi,matatu_14seater,20.0,225,9000.0,0.089,801.0,0.801,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-001160,Middleton Johnson and Kelly,SMP,Insurance,EMP-SMP-0020,Mombasa,boda_boda,11.7,193,4516.2,0.113,510.331,0.510331,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-003915,Miller Scott and Moran,RAO,Real Estate,EMP-RAO-0015,Eldoret,matatu_14seater,13.9,215,5977.0,0.089,531.953,0.531953,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-002346,Cameron-Hussain,WHY,Real Estate,EMP-WHY-0006,Eldoret,walk_or_cycle,4.3,216,1857.6,0.0,0.0,0.0,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-000252,Murphy-Barrett,QVK,Insurance,EMP-QVK-0012,Machakos,walk_or_cycle,2.5,223,1115.0,0.0,0.0,0.0,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-003982,Smith Ltd,CXU,Insurance,EMP-CXU-0022,Nairobi,private_car,23.6,216,10195.2,0.17,1733.184,1.733184,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-000953,Connolly-Young,YRC,Insurance,EMP-YRC-0053,Kisumu,company_bus,43.1,215,18533.0,0.029,537.457,0.537457,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-001057,Chapman Webster and McCarthy,RTS,Manufacturing,EMP-RTS-0037,Nairobi,matatu_14seater,14.8,205,6068.0,0.089,540.052,0.540052,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-002255,Moore Chapman and Williams,JCE,Telecommunications,EMP-JCE-0035,Kisumu,private_car,24.0,192,9216.0,0.17,1566.72,1.56672,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-002430,Potter-Cooper,KNK,Agriculture,EMP-KNK-0030,Kisii,boda_boda,10.1,200,4040.0,0.113,456.52,0.45652,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-002898,Cartwright-Payne,LRT,Manufacturing,EMP-LRT-0018,Eldoret,taxi_cab,11.2,182,4076.8,0.17,693.056,0.693056,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-002122,Miles-Jackson,PDW,Construction,EMP-PDW-0022,Meru,private_car,15.5,185,5735.0,0.17,974.95,0.97495,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-001190,Middleton Johnson and Kelly,SMP,Insurance,EMP-SMP-0050,Nyeri,private_car,22.5,190,8550.0,0.17,1453.5,1.4535,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-000913,Connolly-Young,YRC,Insurance,EMP-YRC-0013,Kisumu,matatu_14seater,26.4,232,12249.6,0.089,1090.214,1.090214,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-000938,Connolly-Young,YRC,Insurance,EMP-YRC-0038,Meru,taxi_cab,9.1,235,4277.0,0.17,727.09,0.72709,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-000280,Murphy-Barrett,QVK,Insurance,EMP-QVK-0040,Machakos,private_car,27.2,195,10608.0,0.17,1803.36,1.80336,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-001030,Chapman Webster and McCarthy,RTS,Manufacturing,EMP-RTS-0010,Kisumu,matatu_14seater,12.1,193,4670.6,0.089,415.683,0.415683,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-003491,Richards PLC,CCU,Insurance,EMP-CCU-0011,Thika,private_car,22.9,213,9755.4,0.17,1658.418,1.658418,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-003108,Johnson Holt and Tomlinson,LBZ,Healthcare,EMP-LBZ-0048,Nyeri,boda_boda,13.8,199,5492.4,0.113,620.641,0.620641,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-001346,Fletcher-Harper,QUZ,Real Estate,EMP-QUZ-0026,Nakuru,matatu_14seater,28.6,238,13613.6,0.089,1211.61,1.21161,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-001951,Stokes-Thomas,OYZ,Real Estate,EMP-OYZ-0031,Mombasa,matatu_14seater,18.5,205,7585.0,0.089,675.065,0.675065,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-000359,Warren PLC,ZTV,Construction,EMP-ZTV-0059,Eldoret,boda_boda,17.3,205,7093.0,0.113,801.509,0.801509,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-003379,Brown PLC,KQW,Real Estate,EMP-KQW-0019,Thika,private_car,35.2,207,14572.8,0.17,2477.376,2.477376,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-000300,Murphy-Barrett,QVK,Insurance,EMP-QVK-0060,Nairobi,private_car,30.2,235,14194.0,0.17,2412.98,2.41298,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-001420,Hart Hill and Smith,QVG,Telecommunications,EMP-QVG-0040,Eldoret,matatu_14seater,18.0,221,7956.0,0.089,708.084,0.708084,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-002380,Cameron-Hussain,WHY,Real Estate,EMP-WHY-0040,Machakos,boda_boda,7.3,213,3109.8,0.113,351.407,0.351407,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-001201,Hardy-Ford,ZGX,Healthcare,EMP-ZGX-0001,Kisii,boda_boda,13.6,213,5793.6,0.113,654.677,0.654677,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-001179,Middleton Johnson and Kelly,SMP,Insurance,EMP-SMP-0039,Meru,private_car,15.9,218,6932.4,0.17,1178.508,1.178508,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-003958,Miller Scott and Moran,RAO,Real Estate,EMP-RAO-0058,Meru,matatu_14seater,19.9,185,7363.0,0.089,655.307,0.655307,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-001290,Thompson Walsh and Mason,JDT,Real Estate,EMP-JDT-0030,Eldoret,private_car,14.0,200,5600.0,0.17,952.0,0.952,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-003903,Miller Scott and Moran,RAO,Real Estate,EMP-RAO-0003,Machakos,private_car,25.6,206,10547.2,0.17,1793.024,1.793024,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-000416,Wood LLC,WCE,Insurance,EMP-WCE-0056,Thika,matatu_14seater,26.7,186,9932.4,0.089,883.984,0.883984,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-003501,Richards PLC,CCU,Insurance,EMP-CCU-0021,Kisumu,matatu_14seater,15.1,227,6855.4,0.089,610.131,0.610131,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-003388,Brown PLC,KQW,Real Estate,EMP-KQW-0028,Nakuru,matatu_14seater,26.4,238,12566.4,0.089,1118.41,1.11841,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-003823,Williams Cook and Thomas,KKT,Healthcare,EMP-KKT-0043,Nairobi,private_car,28.5,184,10488.0,0.17,1782.96,1.78296,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-002502,Williams Allen and Farrell,ISH,Retail & FMCG,EMP-ISH-0042,Eldoret,taxi_cab,20.5,211,8651.0,0.17,1470.67,1.47067,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-002178,Thompson-Simmons,UJF,Energy & Petroleum,EMP-UJF-0018,Meru,private_car,34.5,231,15939.0,0.17,2709.63,2.70963,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-001875,Dyer-Young,SDJ,Construction,EMP-SDJ-0015,Thika,matatu_14seater,13.7,222,6082.8,0.089,541.369,0.541369,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-001092,Martin Group,CFE,Healthcare,EMP-CFE-0012,Nairobi,walk_or_cycle,2.4,231,1108.8,0.0,0.0,0.0,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-003025,Webb-Turnbull,GLV,Retail & FMCG,EMP-GLV-0025,Nairobi,matatu_14seater,14.8,196,5801.6,0.089,516.342,0.516342,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-001289,Thompson Walsh and Mason,JDT,Real Estate,EMP-JDT-0029,Nakuru,matatu_14seater,14.7,192,5644.8,0.089,502.387,0.502387,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-001262,Thompson Walsh and Mason,JDT,Real Estate,EMP-JDT-0002,Kisii,private_car,24.1,201,9688.2,0.17,1646.994,1.646994,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-000656,Brown LLC,TSE,Real Estate,EMP-TSE-0056,Mombasa,boda_boda,13.2,232,6124.8,0.113,692.102,0.692102,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-001147,Middleton Johnson and Kelly,SMP,Insurance,EMP-SMP-0007,Machakos,company_bus,41.6,211,17555.2,0.029,509.101,0.509101,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-000643,Brown LLC,TSE,Real Estate,EMP-TSE-0043,Machakos,company_bus,27.9,183,10211.4,0.029,296.131,0.296131,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-000059,Hicks Smith and Marsden,QVW,Banking & Finance,EMP-QVW-0059,Nakuru,matatu_14seater,26.2,234,12261.6,0.089,1091.282,1.091282,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-000077,Fuller LLC,SXB,Agriculture,EMP-SXB-0017,Eldoret,matatu_14seater,24.6,181,8905.2,0.089,792.563,0.792563,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-000369,Wood LLC,WCE,Insurance,EMP-WCE-0009,Thika,company_bus,50.5,209,21109.0,0.029,612.161,0.612161,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-003218,Wilkinson Group,QLE,Banking & Finance,EMP-QLE-0038,Kisii,private_car,16.1,181,5828.2,0.17,990.794,0.990794,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-003159,Evans-Ford,YBV,Agriculture,EMP-YBV-0039,Nairobi,private_car,24.7,208,10275.2,0.17,1746.784,1.746784,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-003411,Brown PLC,KQW,Real Estate,EMP-KQW-0051,Kisumu,private_car,31.1,206,12813.2,0.17,2178.244,2.178244,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-002219,Thompson-Simmons,UJF,Energy & Petroleum,EMP-UJF-0059,Kisii,boda_boda,18.1,220,7964.0,0.113,899.932,0.899932,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-002334,Miller-Wilkinson,VTD,Manufacturing,EMP-VTD-0054,Nairobi,boda_boda,16.6,195,6474.0,0.113,731.562,0.731562,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-002635,Pearce Gilbert and Kennedy,YBK,Healthcare,EMP-YBK-0055,Eldoret,private_car,21.8,200,8720.0,0.17,1482.4,1.4824,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-001293,Thompson Walsh and Mason,JDT,Real Estate,EMP-JDT-0033,Nairobi,matatu_14seater,12.0,188,4512.0,0.089,401.568,0.401568,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-003751,Ali Group,CZG,Healthcare,EMP-CZG-0031,Nakuru,private_car,26.5,189,10017.0,0.17,1702.89,1.70289,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-002409,Potter-Cooper,KNK,Agriculture,EMP-KNK-0009,Eldoret,private_car,31.4,225,14130.0,0.17,2402.1,2.4021,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-000125,O'Donnell Davies and Kelly,ODE,Telecommunications,EMP-ODE-0005,Kisii,private_car,26.1,205,10701.0,0.17,1819.17,1.81917,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-002577,Simpson Fletcher and Johnson,SRF,Agriculture,EMP-SRF-0057,Machakos,private_car,19.8,222,8791.2,0.17,1494.504,1.494504,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-001838,Burgess Turner and Thomas,CZV,Telecommunications,EMP-CZV-0038,Meru,private_car,22.3,209,9321.4,0.17,1584.638,1.584638,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-002271,Moore Chapman and Williams,JCE,Telecommunications,EMP-JCE-0051,Nairobi,private_car,15.0,184,5520.0,0.17,938.4,0.9384,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-000681,Andrews Robinson and Dennis,JFK,Energy & Petroleum,EMP-JFK-0021,Nyeri,matatu_14seater,12.9,182,4695.6,0.089,417.908,0.417908,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-000430,Goodwin Ltd,HQX,Manufacturing,EMP-HQX-0010,Machakos,boda_boda,10.8,189,4082.4,0.113,461.311,0.461311,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-003675,Mellor-Jones,BCV,Real Estate,EMP-BCV-0015,Machakos,private_car,26.7,231,12335.4,0.17,2097.018,2.097018,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-002495,Williams Allen and Farrell,ISH,Retail & FMCG,EMP-ISH-0035,Nakuru,matatu_14seater,24.0,185,8880.0,0.089,790.32,0.79032,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-002378,Cameron-Hussain,WHY,Real Estate,EMP-WHY-0038,Nyeri,company_bus,33.6,201,13507.2,0.029,391.709,0.391709,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-001539,Williams Sutton and Hewitt,KZL,Healthcare,EMP-KZL-0039,Thika,private_car,32.0,232,14848.0,0.17,2524.16,2.52416,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-002342,Cameron-Hussain,WHY,Real Estate,EMP-WHY-0002,Nyeri,boda_boda,15.4,229,7053.2,0.113,797.012,0.797012,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-003042,Webb-Turnbull,GLV,Retail & FMCG,EMP-GLV-0042,Kisumu,company_bus,21.3,226,9627.6,0.029,279.2,0.2792,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-000388,Wood LLC,WCE,Insurance,EMP-WCE-0028,Nakuru,matatu_14seater,19.6,228,8937.6,0.089,795.446,0.795446,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-000031,Hicks Smith and Marsden,QVW,Banking & Finance,EMP-QVW-0031,Meru,boda_boda,9.8,220,4312.0,0.113,487.256,0.487256,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-002314,Miller-Wilkinson,VTD,Manufacturing,EMP-VTD-0034,Meru,matatu_14seater,24.0,189,9072.0,0.089,807.408,0.807408,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-000204,Johnson Kirk and Stewart,BUW,Energy & Petroleum,EMP-BUW-0024,Nyeri,matatu_14seater,19.0,221,8398.0,0.089,747.422,0.747422,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-003567,Reynolds Webb and Webb,MPR,Healthcare,EMP-MPR-0027,Meru,matatu_14seater,20.2,233,9413.2,0.089,837.775,0.837775,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-003877,Crawford-Rogers,WON,Retail & FMCG,EMP-WON-0037,Thika,private_car,14.7,231,6791.4,0.17,1154.538,1.154538,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-000965,Walker Group,FFD,Healthcare,EMP-FFD-0005,Machakos,private_car,14.8,185,5476.0,0.17,930.92,0.93092,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-000933,Connolly-Young,YRC,Insurance,EMP-YRC-0033,Eldoret,matatu_14seater,25.4,209,10617.2,0.089,944.931,0.944931,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-001954,Stokes-Thomas,OYZ,Real Estate,EMP-OYZ-0034,Nyeri,matatu_14seater,18.0,181,6516.0,0.089,579.924,0.579924,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-003747,Ali Group,CZG,Healthcare,EMP-CZG-0027,Machakos,company_bus,29.0,200,11600.0,0.029,336.4,0.3364,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-000479,Goodwin Ltd,HQX,Manufacturing,EMP-HQX-0059,Machakos,matatu_14seater,12.1,208,5033.6,0.089,447.99,0.44799,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-001019,Walker Group,FFD,Healthcare,EMP-FFD-0059,Machakos,matatu_14seater,27.7,209,11578.6,0.089,1030.495,1.030495,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-003798,Williams Cook and Thomas,KKT,Healthcare,EMP-KKT-0018,Nakuru,private_car,14.8,222,6571.2,0.17,1117.104,1.117104,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-000444,Goodwin Ltd,HQX,Manufacturing,EMP-HQX-0024,Kisumu,private_car,26.3,194,10204.4,0.17,1734.748,1.734748,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-003832,Williams Cook and Thomas,KKT,Healthcare,EMP-KKT-0052,Thika,boda_boda,16.8,238,7996.8,0.113,903.638,0.903638,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-003028,Webb-Turnbull,GLV,Retail & FMCG,EMP-GLV-0028,Kisumu,company_bus,41.6,208,17305.6,0.029,501.862,0.501862,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-001106,Martin Group,CFE,Healthcare,EMP-CFE-0026,Kisumu,matatu_14seater,23.2,234,10857.6,0.089,966.326,0.966326,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-000193,Johnson Kirk and Stewart,BUW,Energy & Petroleum,EMP-BUW-0013,Eldoret,boda_boda,8.0,225,3600.0,0.113,406.8,0.4068,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-000568,Crawford Shah and Brown,TDK,Energy & Petroleum,EMP-TDK-0028,Nakuru,company_bus,27.5,203,11165.0,0.029,323.785,0.323785,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-001261,Thompson Walsh and Mason,JDT,Real Estate,EMP-JDT-0001,Kisii,private_car,34.6,222,15362.4,0.17,2611.608,2.611608,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-002443,Potter-Cooper,KNK,Agriculture,EMP-KNK-0043,Mombasa,matatu_14seater,19.5,213,8307.0,0.089,739.323,0.739323,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-000007,Hicks Smith and Marsden,QVW,Banking & Finance,EMP-QVW-0007,Meru,matatu_14seater,17.5,186,6510.0,0.089,579.39,0.57939,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-000440,Goodwin Ltd,HQX,Manufacturing,EMP-HQX-0020,Machakos,matatu_14seater,25.8,205,10578.0,0.089,941.442,0.941442,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-000290,Murphy-Barrett,QVK,Insurance,EMP-QVK-0050,Nyeri,matatu_14seater,13.5,237,6399.0,0.089,569.511,0.569511,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-003768,Ali Group,CZG,Healthcare,EMP-CZG-0048,Thika,matatu_14seater,11.2,181,4054.4,0.089,360.842,0.360842,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-001396,Hart Hill and Smith,QVG,Telecommunications,EMP-QVG-0016,Nyeri,matatu_14seater,19.9,225,8955.0,0.089,796.995,0.796995,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-003435,Hunt LLC,XQI,Agriculture,EMP-XQI-0015,Nakuru,private_car,27.2,237,12892.8,0.17,2191.776,2.191776,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-003689,Mellor-Jones,BCV,Real Estate,EMP-BCV-0029,Thika,private_car,34.9,210,14658.0,0.17,2491.86,2.49186,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-002992,Welch Smith and Clarke,NNU,Banking & Finance,EMP-NNU-0052,Nyeri,private_car,34.3,220,15092.0,0.17,2565.64,2.56564,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-001256,Hardy-Ford,ZGX,Healthcare,EMP-ZGX-0056,Nakuru,private_car,29.0,217,12586.0,0.17,2139.62,2.13962,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-002214,Thompson-Simmons,UJF,Energy & Petroleum,EMP-UJF-0054,Mombasa,matatu_14seater,15.0,191,5730.0,0.089,509.97,0.50997,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-001026,Chapman Webster and McCarthy,RTS,Manufacturing,EMP-RTS-0006,Meru,walk_or_cycle,2.7,235,1269.0,0.0,0.0,0.0,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-002482,Williams Allen and Farrell,ISH,Retail & FMCG,EMP-ISH-0022,Kisumu,private_car,17.0,188,6392.0,0.17,1086.64,1.08664,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-001243,Hardy-Ford,ZGX,Healthcare,EMP-ZGX-0043,Mombasa,private_car,17.5,212,7420.0,0.17,1261.4,1.2614,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-000195,Johnson Kirk and Stewart,BUW,Energy & Petroleum,EMP-BUW-0015,Nairobi,private_car,29.9,188,11242.4,0.17,1911.208,1.911208,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-000451,Goodwin Ltd,HQX,Manufacturing,EMP-HQX-0031,Machakos,company_bus,24.5,204,9996.0,0.029,289.884,0.289884,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-002321,Miller-Wilkinson,VTD,Manufacturing,EMP-VTD-0041,Machakos,taxi_cab,15.9,187,5946.6,0.17,1010.922,1.010922,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-002175,Thompson-Simmons,UJF,Energy & Petroleum,EMP-UJF-0015,Nakuru,matatu_14seater,17.0,202,6868.0,0.089,611.252,0.611252,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-000030,Hicks Smith and Marsden,QVW,Banking & Finance,EMP-QVW-0030,Kisumu,company_bus,27.4,228,12494.4,0.029,362.338,0.362338,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-003537,Richards PLC,CCU,Insurance,EMP-CCU-0057,Nakuru,boda_boda,10.0,187,3740.0,0.113,422.62,0.42262,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-001645,Long-Lewis,IXG,Insurance,EMP-IXG-0025,Nakuru,private_car,22.3,225,10035.0,0.17,1705.95,1.70595,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-002638,Pearce Gilbert and Kennedy,YBK,Healthcare,EMP-YBK-0058,Meru,matatu_14seater,27.0,214,11556.0,0.089,1028.484,1.028484,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-000865,Bartlett-White,MXD,Retail & FMCG,EMP-MXD-0025,Eldoret,matatu_14seater,19.5,214,8346.0,0.089,742.794,0.742794,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
