record_id,company_name,nse_code,sector,county,vehicle_id,vehicle_class,fuel_type,transaction_date,month,quarter,fuel_station_brand,fuel_station_area,fuel_litres,fuel_price_ksh_per_l,fuel_cost_ksh,gps_km_driven,defra_ef_kgco2e_per_l,kenya_road_adj,emission_kgco2e,emission_tco2e,scope,data_source,extraction_confidence,anomaly_flag,anomaly_type,fy_year
FC-001781,Palmer Carter and Sutton,END,Manufacturing,Kisumu,END-CAR-001,petrol_saloon,petrol,2024-01-07,1,1,Rubis Energy,Industrial Area,16.03,208.76,3346.46,165.0,2.311,1.18,37.045,0.037045,Scope 1,Fuel card statement,0.9201,0,clean,2024
FC-000234,Carr-Matthews,CCW,Banking & Finance,Kisii,CCW-CAR-018,petrol_saloon,petrol,2024-10-11,10,4,Vivo Energy (Shell),Thika Road,12.48,208.31,2599.69,131.8,2.311,1.18,28.841,0.028841,Scope 1,Fuel card statement,0.9672,0,clean,2024
FC-000512,Ross Haynes and Bennett,QNG,Healthcare,Nyeri,QNG-CAR-013,petrol_saloon,petrol,2024-10-03,10,4,Vivo Energy (Shell),Kilimani,21.49,212.29,4562.18,223.0,2.311,1.18,49.663,0.049663,Scope 1,Fuel card statement,0.9829,0,clean,2024
FC-002805,Thomas Long and Mills,ELS,Agriculture,Meru,ELS-SUV-003,petrol_suv,petrol,2024-11-22,11,4,Gulf Energy,Gigiri,11.89,206.03,2449.68,79.4,2.311,1.18,27.478,0.027478,Scope 1,Fuel card statement,0.9666,0,clean,2024
FC-000611,Lynch-Patel,VUF,Insurance,Nairobi,VUF-TRK-012,diesel_truck,diesel,2024-07-13,7,3,Oryx Energies,Gigiri,20.24,203.42,4117.17,59.9,2.64,1.18,53.434,0.053434,Scope 1,Fuel card statement,0.9809,0,clean,2024
FC-002841,Thompson Ltd,CYR,Energy & Petroleum,Kisumu,CYR-CAR-003,petrol_saloon,petrol,2024-06-16,6,2,Vivo Energy (Shell),CBD,12.2,209.41,2554.85,128.3,2.311,1.18,28.194,0.028194,Scope 1,Fuel card statement,0.9867,0,clean,2024
FC-000112,Chambers Inc,NAF,Manufacturing,Meru,NAF-CAR-007,petrol_saloon,petrol,2024-07-22,7,3,Gulf Energy,Gigiri,35.89,211.31,7583.8,370.8,2.311,1.18,82.942,0.082942,Scope 1,Fuel card statement,0.976,0,clean,2024
FC-002412,Coates-Andrews,AQO,Banking & Finance,Mombasa,AQO-SUV-015,petrol_suv,petrol,2024-10-25,10,4,Oryx Energies,Runda,31.18,214.59,6690.88,213.5,2.311,1.18,72.057,0.072057,Scope 1,Fuel card statement,0.9274,0,clean,2024
FC-001351,Cook Ltd,TRS,Construction,Machakos,TRS-CAR-016,petrol_saloon,petrol,2024-01-25,1,1,Oryx Energies,Industrial Area,7.12,212.4,1512.32,73.1,2.311,1.18,16.454,0.016454,Scope 1,Fuel card statement,0.9881,0,clean,2024
FC-000411,Rose-Newton,WWJ,Banking & Finance,Nyeri,WWJ-TRK-005,diesel_truck,diesel,2024-02-25,2,1,Total Kenya,Kilimani,120.63,202.92,24478.34,365.1,2.64,1.18,318.463,0.318463,Scope 1,Fuel card statement,0.9795,0,clean,2024
FC-000219,Patel LLC,SIE,Telecommunications,Thika,SIE-CAR-009,petrol_saloon,petrol,2024-03-09,3,1,Total Kenya,Thika Road,8.59,209.04,1795.67,86.6,2.311,1.18,19.851,0.019851,Scope 1,Fuel card statement,0.9235,0,clean,2024
FC-001898,Nicholson and Sons,EMF,Manufacturing,Machakos,EMF-VAN-003,diesel_van,diesel,2024-06-21,6,2,Galana Oil,Upper Hill,43.3,196.78,8520.5,353.6,2.64,1.18,114.312,0.114312,Scope 1,Fuel card statement,0.9807,0,clean,2024
FC-002345,Ali and Sons,KRH,Agriculture,Thika,KRH-CAR-011,petrol_saloon,petrol,2024-07-26,7,3,Rubis Energy,Karen,27.61,210.05,5799.5,280.7,2.311,1.18,63.807,0.063807,Scope 1,Fuel card statement,0.9383,0,clean,2024
FC-002847,Thompson Ltd,CYR,Energy & Petroleum,Kisumu,CYR-CAR-002,petrol_saloon,petrol,2024-03-26,3,1,Vivo Energy (Shell),Industrial Area,23.07,216.49,4994.48,239.7,2.311,1.18,53.315,0.053315,Scope 1,Fuel card statement,0.9356,0,clean,2024
FC-001240,Evans PLC,WYC,Manufacturing,Nyeri,WYC-MTR-001,petrol_bike,petrol,2024-12-12,12,4,Rubis Energy,Upperhill,9.02,212.12,1913.34,187.9,2.296,1.18,20.71,0.02071,Scope 1,Fuel card statement,0.9207,0,clean,2024
FC-000603,Lynch-Patel,VUF,Insurance,Nairobi,VUF-CAR-015,petrol_saloon,petrol,2024-05-01,5,2,Gulf Energy,Upperhill,37.25,211.77,7888.26,396.6,2.311,1.18,86.085,0.086085,Scope 1,Fuel card statement,0.9559,0,clean,2024
FC-000832,Akhtar Inc,MTW,Construction,Kisumu,MTW-MTR-002,petrol_bike,petrol,2024-07-30,7,3,Total Kenya,Gigiri,2.9,210.43,610.24,61.4,2.296,1.18,6.658,0.006658,Scope 1,Fuel card statement,0.9726,0,clean,2024
FC-002172,Andrews-Brown,WBB,Banking & Finance,Nakuru,WBB-BUS-024,diesel_bus,diesel,2024-07-18,7,3,Vivo Energy (Shell),Thika Road,52.59,197.29,10375.63,255.0,2.64,1.18,138.838,0.138838,Scope 1,Fuel card statement,0.9241,0,clean,2024
FC-002164,Andrews-Brown,WBB,Banking & Finance,Nakuru,WBB-MTR-004,petrol_bike,petrol,2024-11-09,11,4,Total Kenya,Runda,5.82,205.2,1194.24,120.5,2.296,1.18,13.363,0.013363,Scope 1,Fuel card statement,0.9716,0,clean,2024
FC-002331,Hicks Harvey and Lowe,YFS,Insurance,Nakuru,YFS-SUV-023,petrol_suv,petrol,2024-05-31,5,2,Rubis Energy,Upper Hill,13.23,216.36,2862.42,90.2,2.311,1.18,30.575,0.030575,Scope 1,Fuel card statement,0.932,0,clean,2024
FC-002430,Coates-Andrews,AQO,Banking & Finance,Mombasa,AQO-SUV-015,petrol_suv,petrol,2024-10-03,10,4,Gulf Energy,Upperhill,32.18,207.48,6676.75,212.0,2.311,1.18,74.368,0.074368,Scope 1,Fuel card statement,0.9331,0,clean,2024
FC-000388,Harrison-Taylor,EBR,Healthcare,Eldoret,EBR-SUV-008,petrol_suv,petrol,2024-05-15,5,2,Galana Oil,CBD,33.39,210.41,7025.62,226.7,2.311,1.18,77.164,0.077164,Scope 1,Fuel card statement,0.9648,0,clean,2024
FC-002688,White-Kerr,PSF,Agriculture,Eldoret,PSF-4WD-020,petrol_4wd,petrol,2024-09-19,9,3,Gulf Energy,Kilimani,17.59,217.35,3823.24,103.7,2.64,1.18,46.438,0.046438,Scope 1,Fuel card statement,0.9773,0,clean,2024
FC-001398,Stanley Inc,LND,Insurance,Nakuru,LND-CAR-003,petrol_saloon,petrol,2024-04-11,4,2,Total Kenya,Upperhill,8.81,205.84,1813.48,89.9,2.311,1.18,20.36,0.02036,Scope 1,Fuel card statement,0.9685,0,clean,2024
FC-000566,Scott-Walker,HYR,Real Estate,Nakuru,HYR-TRK-005,diesel_truck,diesel,2024-12-08,12,4,Vivo Energy (Shell),Upperhill,76.32,201.57,15384.1,231.0,2.64,1.18,201.485,0.201485,Scope 1,Fuel card statement,0.9865,0,clean,2024
FC-001124,Dobson Ltd,PDT,Construction,Meru,PDT-MTR-006,petrol_bike,petrol,2024-12-24,12,4,Vivo Energy (Shell),Upper Hill,7.56,211.09,1595.84,162.3,2.296,1.18,17.358,0.017358,Scope 1,Fuel card statement,0.9406,0,clean,2024
FC-001179,Schofield Harris and Poole,WVH,Insurance,Nairobi,WVH-CAR-024,petrol_saloon,petrol,2024-06-04,6,2,Galana Oil,Thika Road,16.61,216.34,3593.45,176.5,2.311,1.18,38.386,0.038386,Scope 1,Fuel card statement,0.9485,0,clean,2024
FC-001296,Glover Ltd,ZND,Banking & Finance,Nyeri,ZND-VAN-016,diesel_van,diesel,2024-08-11,8,3,Rubis Energy,Runda,29.66,204.52,6065.97,239.9,2.64,1.18,78.302,0.078302,Scope 1,Fuel card statement,0.9859,0,clean,2024
FC-002185,Andrews-Brown,WBB,Banking & Finance,Nakuru,WBB-BUS-014,diesel_bus,diesel,2024-05-18,5,2,Rubis Energy,Runda,18.37,194.99,3582.05,88.6,2.64,1.18,48.497,0.048497,Scope 1,Fuel card statement,0.9661,0,clean,2024
FC-002810,Thomas Long and Mills,ELS,Agriculture,Meru,ELS-4WD-016,petrol_4wd,petrol,2024-05-06,5,2,Oryx Energies,Westlands,41.57,207.02,8605.84,254.6,2.64,1.18,109.745,0.109745,Scope 1,Fuel card statement,0.9266,0,clean,2024
FC-002998,Boyle Inc,FGC,Insurance,Meru,FGC-TRK-002,diesel_truck,diesel,2024-07-30,7,3,Galana Oil,Kilimani,112.35,196.54,22080.93,339.2,2.64,1.18,296.604,0.296604,Scope 1,Fuel card statement,0.9383,0,clean,2024
FC-000136,Hussain Wilson and Brown,FPV,Real Estate,Nairobi,FPV-SUV-021,petrol_suv,petrol,2024-06-09,6,2,Rubis Energy,Upperhill,34.92,217.0,7577.61,234.6,2.311,1.18,80.7,0.0807,Scope 1,Fuel card statement,0.9889,0,clean,2024
FC-001612,Barrett Kent and Lee,DYO,Construction,Nyeri,DYO-TRK-009,diesel_truck,diesel,2024-01-09,1,1,Rubis Energy,Upperhill,120.48,204.17,24598.05,367.8,2.64,1.18,318.067,0.318067,Scope 1,Fuel card statement,0.9843,0,clean,2024
FC-002180,Andrews-Brown,WBB,Banking & Finance,Nakuru,WBB-BUS-024,diesel_bus,diesel,2024-04-08,4,2,Total Kenya,Industrial Area,24.32,202.38,4921.82,113.1,2.64,1.18,64.205,0.064205,Scope 1,Fuel card statement,0.9795,0,clean,2024
FC-001850,Pearce Group,BZV,Banking & Finance,Mombasa,BZV-SUV-013,petrol_suv,petrol,2024-02-09,2,1,Galana Oil,Thika Road,40.74,215.25,8769.44,278.6,2.311,1.18,94.15,0.09415,Scope 1,Fuel card statement,0.9557,0,clean,2024
FC-002269,Norris-Morris,QKP,Energy & Petroleum,Meru,QKP-4WD-003,petrol_4wd,petrol,2024-01-28,1,1,Rubis Energy,CBD,25.06,214.61,5378.23,153.8,2.64,1.18,66.158,0.066158,Scope 1,Fuel card statement,0.9375,0,clean,2024
FC-000367,Harrison-Taylor,EBR,Healthcare,Eldoret,EBR-SUV-003,petrol_suv,petrol,2024-10-17,10,4,Total Kenya,Upperhill,17.92,216.67,3882.72,124.2,2.311,1.18,41.413,0.041413,Scope 1,Fuel card statement,0.9481,0,clean,2024
FC-000913,Bishop Hamilton and Watkins,ZNZ,Healthcare,Nairobi,ZNZ-TRK-016,diesel_truck,diesel,2024-04-27,4,2,Rubis Energy,Runda,42.88,204.23,8757.34,129.1,2.64,1.18,113.203,0.113203,Scope 1,Fuel card statement,0.9423,0,clean,2024
FC-001610,Barrett Kent and Lee,DYO,Construction,Nyeri,DYO-VAN-007,diesel_van,diesel,2024-07-15,7,3,Total Kenya,Upper Hill,6.2,203.77,1263.36,48.9,2.64,1.18,16.368,0.016368,Scope 1,Fuel card statement,0.9583,0,clean,2024
FC-000030,Brown Jones and Hughes,AHF,Banking & Finance,Mombasa,AHF-CAR-004,petrol_saloon,petrol,2024-04-19,4,2,Oryx Energies,Thika Road,23.49,212.2,4984.61,245.0,2.311,1.18,54.285,0.054285,Scope 1,Fuel card statement,0.9216,0,clean,2024
FC-002515,Smith-Brown,WJE,Banking & Finance,Meru,WJE-TRK-023,diesel_truck,diesel,2024-04-09,4,2,Vivo Energy (Shell),Karen,48.88,202.21,9883.94,150.7,2.64,1.18,129.043,0.129043,Scope 1,Fuel card statement,0.9562,0,clean,2024
FC-000023,Brown Jones and Hughes,AHF,Banking & Finance,Mombasa,AHF-MTR-009,petrol_bike,petrol,2024-08-18,8,3,Vivo Energy (Shell),Karen,17.49,208.09,3639.41,366.2,2.296,1.18,40.157,0.040157,Scope 1,Fuel card statement,0.9878,0,clean,2024
FC-001691,Welch Long and Lawson,JKW,Real Estate,Nairobi,JKW-TRK-001,diesel_truck,diesel,2024-12-26,12,4,Vivo Energy (Shell),Karen,17.1,204.67,3499.84,50.4,2.64,1.18,45.144,0.045144,Scope 1,Fuel card statement,0.9234,0,clean,2024
FC-002079,Richardson LLC,BIB,Construction,Nyeri,BIB-CAR-001,petrol_saloon,petrol,2024-11-20,11,4,Rubis Energy,Runda,11.0,206.93,2276.23,110.4,2.311,1.18,25.421,0.025421,Scope 1,Fuel card statement,0.9435,0,clean,2024
FC-002454,Farrell Smith and Foster,NND,Banking & Finance,Thika,NND-CAR-019,petrol_saloon,petrol,2024-04-30,4,2,Gulf Energy,Thika Road,18.26,209.61,3827.55,189.7,2.311,1.18,42.199,0.042199,Scope 1,Fuel card statement,0.9875,0,clean,2024
FC-001685,Welch Long and Lawson,JKW,Real Estate,Nairobi,JKW-CAR-005,petrol_saloon,petrol,2024-07-09,7,3,Vivo Energy (Shell),Runda,17.48,217.36,3799.42,179.6,2.311,1.18,40.396,0.040396,Scope 1,Fuel card statement,0.9889,0,clean,2024
FC-000184,Patel LLC,SIE,Telecommunications,Thika,SIE-TRK-013,diesel_truck,diesel,2024-01-19,1,1,Oryx Energies,CBD,39.05,196.9,7688.8,115.6,2.64,1.18,103.092,0.103092,Scope 1,Fuel card statement,0.9628,0,clean,2024
FC-000863,Ahmed and Sons,UKB,Telecommunications,Machakos,UKB-TRK-009,diesel_truck,diesel,2024-06-02,6,2,Galana Oil,Runda,27.59,200.04,5519.11,82.7,2.64,1.18,72.838,0.072838,Scope 1,Fuel card statement,0.9566,0,clean,2024
FC-000189,Patel LLC,SIE,Telecommunications,Thika,SIE-VAN-005,diesel_van,diesel,2024-02-04,2,1,Oryx Energies,CBD,46.88,196.25,9200.07,385.8,2.64,1.18,123.763,0.123763,Scope 1,Fuel card statement,0.9801,0,clean,2024
FC-000421,Rose-Newton,WWJ,Banking & Finance,Nyeri,WWJ-SUV-010,petrol_suv,petrol,2024-02-10,2,1,Vivo Energy (Shell),Upper Hill,39.68,205.54,8155.86,272.7,2.311,1.18,91.7,0.0917,Scope 1,Fuel card statement,0.9238,0,clean,2024
FC-000171,Hussain Wilson and Brown,FPV,Real Estate,Nairobi,FPV-TRK-010,diesel_truck,diesel,2024-10-25,10,4,Galana Oil,Upper Hill,23.59,196.75,4641.38,70.9,2.64,1.18,62.278,0.062278,Scope 1,Fuel card statement,0.9598,0,clean,2024
FC-002839,Thompson Ltd,CYR,Energy & Petroleum,Kisumu,CYR-CAR-003,petrol_saloon,petrol,2024-08-08,8,3,Vivo Energy (Shell),Westlands,25.22,216.47,5459.47,265.2,2.311,1.18,58.283,0.058283,Scope 1,Fuel card statement,0.9844,0,clean,2024
FC-000461,Collins-Dawson,EJR,Insurance,Mombasa,EJR-CAR-006,petrol_saloon,petrol,2024-06-12,6,2,Oryx Energies,Runda,37.15,208.54,7747.08,391.3,2.311,1.18,85.854,0.085854,Scope 1,Fuel card statement,0.9222,0,clean,2024
FC-000044,Brown Jones and Hughes,AHF,Banking & Finance,Mombasa,AHF-SUV-003,petrol_suv,petrol,2024-11-21,11,4,Gulf Energy,Runda,14.29,215.79,3083.68,96.3,2.311,1.18,33.024,0.033024,Scope 1,Fuel card statement,0.9338,0,clean,2024
FC-000088,Martin Allen and Brown,CKA,Construction,Nakuru,CKA-SUV-012,petrol_suv,petrol,2024-02-13,2,1,Galana Oil,Karen,40.65,210.47,8555.67,283.9,2.311,1.18,93.942,0.093942,Scope 1,Fuel card statement,0.9778,0,clean,2024
FC-000768,Hall PLC,LPJ,Healthcare,Kisumu,LPJ-CAR-014,petrol_saloon,petrol,2024-12-08,12,4,Oryx Energies,Upper Hill,30.24,208.37,6301.05,322.1,2.311,1.18,69.885,0.069885,Scope 1,Fuel card statement,0.9726,0,clean,2024
FC-002634,Bradley-Smith,DCO,Agriculture,Eldoret,DCO-TRK-006,diesel_truck,diesel,2024-03-07,3,1,Total Kenya,Thika Road,86.21,203.82,17571.33,259.5,2.64,1.18,227.594,0.227594,Scope 1,Fuel card statement,0.9615,0,clean,2024
FC-001564,Harvey Ltd,BGR,Insurance,Nakuru,BGR-CAR-015,petrol_saloon,petrol,2024-04-30,4,2,Vivo Energy (Shell),Thika Road,16.05,206.3,3311.15,166.6,2.311,1.18,37.092,0.037092,Scope 1,Fuel card statement,0.9468,0,clean,2024
FC-000930,Bishop Hamilton and Watkins,ZNZ,Healthcare,Nairobi,ZNZ-TRK-008,diesel_truck,diesel,2024-05-30,5,2,Total Kenya,Industrial Area,79.01,197.21,15581.53,234.4,2.64,1.18,208.586,0.208586,Scope 1,Fuel card statement,0.9563,0,clean,2024
FC-000283,Clarke-Smith,USN,Agriculture,Machakos,USN-CAR-014,petrol_saloon,petrol,2024-07-01,7,3,Vivo Energy (Shell),Karen,23.31,208.78,4866.76,246.4,2.311,1.18,53.869,0.053869,Scope 1,Fuel card statement,0.9335,0,clean,2024
FC-001076,Richards Sykes and Peters,TNC,Construction,Eldoret,TNC-4WD-002,petrol_4wd,petrol,2024-04-20,4,2,Vivo Energy (Shell),Industrial Area,17.52,214.92,3765.39,104.6,2.64,1.18,46.253,0.046253,Scope 1,Fuel card statement,0.9288,0,clean,2024
FC-002616,Bradley-Smith,DCO,Agriculture,Eldoret,DCO-SUV-014,petrol_suv,petrol,2024-02-10,2,1,Galana Oil,Gigiri,13.34,214.39,2859.97,91.6,2.311,1.18,30.829,0.030829,Scope 1,Fuel card statement,0.9487,0,clean,2024
FC-002687,White-Kerr,PSF,Agriculture,Eldoret,PSF-TRK-023,diesel_truck,diesel,2024-04-29,4,2,Gulf Energy,Gigiri,18.49,198.55,3671.13,56.5,2.64,1.18,48.814,0.048814,Scope 1,Fuel card statement,0.9701,0,clean,2024
FC-001449,Moore-Barnes,IPF,Banking & Finance,Nakuru,IPF-CAR-012,petrol_saloon,petrol,2024-07-06,7,3,Oryx Energies,CBD,4.7,206.89,972.39,48.7,2.311,1.18,10.862,0.010862,Scope 1,Fuel card statement,0.9286,0,clean,2024
FC-000258,Carr-Matthews,CCW,Banking & Finance,Kisii,CCW-BUS-009,diesel_bus,diesel,2024-01-25,1,1,Rubis Energy,CBD,9.2,203.72,1874.27,42.9,2.64,1.18,24.288,0.024288,Scope 1,Fuel card statement,0.9318,0,clean,2024
FC-002467,Farrell Smith and Foster,NND,Banking & Finance,Thika,NND-4WD-022,petrol_4wd,petrol,2024-11-24,11,4,Vivo Energy (Shell),Thika Road,24.01,207.54,4983.04,146.6,2.64,1.18,63.386,0.063386,Scope 1,Fuel card statement,0.9259,0,clean,2024
FC-002608,Jones Group,HRY,Construction,Kisumu,HRY-SUV-010,petrol_suv,petrol,2024-12-16,12,4,Vivo Energy (Shell),Karen,29.5,206.6,6094.57,205.3,2.311,1.18,68.174,0.068174,Scope 1,Fuel card statement,0.9855,0,clean,2024
FC-001379,Cook Ltd,TRS,Construction,Machakos,TRS-CAR-017,petrol_saloon,petrol,2024-05-19,5,2,Oryx Energies,Kilimani,27.3,210.24,5739.66,287.4,2.311,1.18,63.09,0.06309,Scope 1,Fuel card statement,0.9511,0,clean,2024
FC-002070,Cunningham and Sons,EHZ,Retail & FMCG,Kisii,EHZ-BUS-010,diesel_bus,diesel,2024-08-07,8,3,Oryx Energies,Thika Road,59.13,198.9,11760.93,273.0,2.64,1.18,156.103,0.156103,Scope 1,Fuel card statement,0.9584,0,clean,2024
FC-002468,Farrell Smith and Foster,NND,Banking & Finance,Thika,NND-SUV-027,petrol_suv,petrol,2024-12-19,12,4,Gulf Energy,Gigiri,17.32,207.02,3585.6,119.0,2.311,1.18,40.027,0.040027,Scope 1,Fuel card statement,0.9882,0,clean,2024
FC-001519,Lawrence-Bibi,BQF,Energy & Petroleum,Nairobi,BQF-CAR-018,petrol_saloon,petrol,2024-07-31,7,3,Oryx Energies,Karen,38.14,209.42,7987.11,382.8,2.311,1.18,88.142,0.088142,Scope 1,Fuel card statement,0.9696,0,clean,2024
FC-002466,Farrell Smith and Foster,NND,Banking & Finance,Thika,NND-TRK-017,diesel_truck,diesel,2024-08-20,8,3,Rubis Energy,Thika Road,78.0,194.78,15192.85,233.6,2.64,1.18,205.92,0.20592,Scope 1,Fuel card statement,0.9868,0,clean,2024
FC-000150,Hussain Wilson and Brown,FPV,Real Estate,Nairobi,FPV-4WD-016,petrol_4wd,petrol,2024-04-18,4,2,Galana Oil,Gigiri,48.07,209.69,10079.66,289.3,2.64,1.18,126.905,0.126905,Scope 1,Fuel card statement,0.9841,0,clean,2024
FC-001092,Dobson Ltd,PDT,Construction,Meru,PDT-CAR-016,petrol_saloon,petrol,2024-09-22,9,3,Total Kenya,Kilimani,34.35,209.04,7180.56,355.5,2.311,1.18,79.383,0.079383,Scope 1,Fuel card statement,0.9351,0,clean,2024
FC-002371,Ali and Sons,KRH,Agriculture,Thika,KRH-TRK-001,diesel_truck,diesel,2024-11-14,11,4,Oryx Energies,Upperhill,18.07,203.16,3671.18,55.6,2.64,1.18,47.705,0.047705,Scope 1,Fuel card statement,0.9278,0,clean,2024
FC-002405,Coates-Andrews,AQO,Banking & Finance,Mombasa,AQO-CAR-005,petrol_saloon,petrol,2024-08-09,8,3,Galana Oil,Thika Road,27.45,214.84,5897.35,291.5,2.311,1.18,63.437,0.063437,Scope 1,Fuel card statement,0.9555,0,clean,2024
FC-002125,Dodd-Carroll,XNB,Construction,Meru,XNB-CAR-010,petrol_saloon,petrol,2024-12-16,12,4,Oryx Energies,Runda,33.04,215.53,7121.25,335.2,2.311,1.18,76.355,0.076355,Scope 1,Fuel card statement,0.9428,0,clean,2024
FC-001948,Adams Shepherd and Wilson,EAK,Energy & Petroleum,Nyeri,EAK-CAR-016,petrol_saloon,petrol,2024-03-27,3,1,Rubis Energy,Upper Hill,28.45,212.52,6046.18,298.9,2.311,1.18,65.748,0.065748,Scope 1,Fuel card statement,0.9661,0,clean,2024
FC-000555,Scott-Walker,HYR,Real Estate,Nakuru,HYR-SUV-008,petrol_suv,petrol,2024-07-09,7,3,Rubis Energy,Industrial Area,6.34,216.75,1374.22,42.5,2.311,1.18,14.652,0.014652,Scope 1,Fuel card statement,0.978,0,clean,2024
FC-001548,Harvey Ltd,BGR,Insurance,Nakuru,BGR-CAR-012,petrol_saloon,petrol,2024-01-02,1,1,Total Kenya,Industrial Area,38.64,208.19,8044.59,388.5,2.311,1.18,89.297,0.089297,Scope 1,Fuel card statement,0.9737,0,clean,2024
FC-002742,Sharpe Smith and Palmer,MXV,Construction,Mombasa,MXV-4WD-006,petrol_4wd,petrol,2024-03-24,3,1,Oryx Energies,Kilimani,60.43,211.59,12786.14,372.2,2.64,1.18,159.535,0.159535,Scope 1,Fuel card statement,0.9364,0,clean,2024
FC-000545,Scott-Walker,HYR,Real Estate,Nakuru,HYR-TRK-005,diesel_truck,diesel,2024-08-27,8,3,Galana Oil,Upperhill,76.11,195.07,14846.62,228.9,2.64,1.18,200.93,0.20093,Scope 1,Fuel card statement,0.9391,0,clean,2024
FC-002204,Andrews-Brown,WBB,Banking & Finance,Nakuru,WBB-CAR-003,petrol_saloon,petrol,2024-09-21,9,3,Vivo Energy (Shell),Industrial Area,28.87,207.62,5994.07,291.3,2.311,1.18,66.719,0.066719,Scope 1,Fuel card statement,0.975,0,clean,2024
FC-001950,Adams Shepherd and Wilson,EAK,Energy & Petroleum,Nyeri,EAK-SUV-009,petrol_suv,petrol,2024-04-29,4,2,Rubis Energy,Kilimani,45.21,212.22,9594.6,305.4,2.311,1.18,104.48,0.10448,Scope 1,Fuel card statement,0.9534,0,clean,2024
FC-001230,Evans PLC,WYC,Manufacturing,Nyeri,WYC-4WD-004,petrol_4wd,petrol,2024-12-17,12,4,Rubis Energy,Industrial Area,23.32,212.59,4957.61,137.3,2.64,1.18,61.565,0.061565,Scope 1,Fuel card statement,0.967,0,clean,2024
FC-000222,Patel LLC,SIE,Telecommunications,Thika,SIE-CAR-012,petrol_saloon,petrol,2024-10-02,10,4,Rubis Energy,Industrial Area,37.96,205.5,7800.95,397.5,2.311,1.18,87.726,0.087726,Scope 1,Fuel card statement,0.9521,0,clean,2024
FC-001809,Cartwright-Jones,MWB,Agriculture,Meru,MWB-SUV-011,petrol_suv,petrol,2024-07-28,7,3,Rubis Energy,Industrial Area,15.9,209.08,3324.44,109.5,2.311,1.18,36.745,0.036745,Scope 1,Fuel card statement,0.9474,0,clean,2024
FC-002154,Dodd-Carroll,XNB,Construction,Meru,XNB-CAR-005,petrol_saloon,petrol,2024-10-15,10,4,Galana Oil,Upperhill,30.55,210.9,6442.86,325.5,2.311,1.18,70.601,0.070601,Scope 1,Fuel card statement,0.9385,0,clean,2024
FC-001478,Moore-Barnes,IPF,Banking & Finance,Nakuru,IPF-CAR-012,petrol_saloon,petrol,2024-10-28,10,4,Total Kenya,Karen,12.19,214.93,2619.97,124.4,2.311,1.18,28.171,0.028171,Scope 1,Fuel card statement,0.9534,0,clean,2024
FC-002355,Ali and Sons,KRH,Agriculture,Thika,KRH-SUV-003,petrol_suv,petrol,2024-05-18,5,2,Galana Oil,Upper Hill,30.85,216.21,6670.15,209.9,2.311,1.18,71.294,0.071294,Scope 1,Fuel card statement,0.9605,0,clean,2024
FC-001117,Dobson Ltd,PDT,Construction,Meru,PDT-SUV-004,petrol_suv,petrol,2024-01-03,1,1,Gulf Energy,Karen,15.6,207.13,3231.16,103.3,2.311,1.18,36.052,0.036052,Scope 1,Fuel card statement,0.9819,0,clean,2024
FC-001411,Stanley Inc,LND,Insurance,Nakuru,LND-SUV-006,petrol_suv,petrol,2024-02-19,2,1,Total Kenya,Upperhill,32.07,215.73,6918.31,222.4,2.311,1.18,74.114,0.074114,Scope 1,Fuel card statement,0.9451,0,clean,2024
FC-002377,Ali and Sons,KRH,Agriculture,Thika,KRH-SUV-012,petrol_suv,petrol,2024-08-12,8,3,Rubis Energy,Westlands,34.5,208.26,7184.84,238.6,2.311,1.18,79.729,0.079729,Scope 1,Fuel card statement,0.9224,0,clean,2024
FC-000544,Scott-Walker,HYR,Real Estate,Nakuru,HYR-SUV-008,petrol_suv,petrol,2024-05-06,5,2,Rubis Energy,Industrial Area,44.11,214.73,9471.54,296.5,2.311,1.18,101.938,0.101938,Scope 1,Fuel card statement,0.9637,0,clean,2024
FC-001414,Stanley Inc,LND,Insurance,Nakuru,LND-VAN-019,diesel_van,diesel,2024-11-17,11,4,Rubis Energy,Runda,12.94,204.36,2644.36,105.7,2.64,1.18,34.162,0.034162,Scope 1,Fuel card statement,0.9404,0,clean,2024
FC-003011,Boyle Inc,FGC,Insurance,Meru,FGC-CAR-005,petrol_saloon,petrol,2024-07-16,7,3,Gulf Energy,Westlands,12.85,208.21,2675.5,133.8,2.311,1.18,29.696,0.029696,Scope 1,Fuel card statement,0.9662,0,clean,2024
FC-000273,Clarke-Smith,USN,Agriculture,Machakos,USN-CAR-014,petrol_saloon,petrol,2024-08-23,8,3,Vivo Energy (Shell),Gigiri,35.44,207.44,7351.79,376.2,2.311,1.18,81.902,0.081902,Scope 1,Fuel card statement,0.961,0,clean,2024
FC-000522,Ross Haynes and Bennett,QNG,Healthcare,Nyeri,QNG-CAR-024,petrol_saloon,petrol,2024-11-10,11,4,Vivo Energy (Shell),Thika Road,32.93,211.66,6970.01,345.8,2.311,1.18,76.101,0.076101,Scope 1,Fuel card statement,0.9498,0,clean,2024
FC-000901,Bishop Hamilton and Watkins,ZNZ,Healthcare,Nairobi,ZNZ-CAR-014,petrol_saloon,petrol,2024-12-18,12,4,Rubis Energy,Kilimani,27.53,212.14,5840.23,290.4,2.311,1.18,63.622,0.063622,Scope 1,Fuel card statement,0.9283,0,clean,2024
