gps_record_id,fuel_record_id,company_name,nse_code,vehicle_id,vehicle_class,transaction_date,gps_km_logged,fuel_declared_l,expected_fuel_l,delta_fuel_l,cross_validation,match_confidence,anomaly_flag,anomaly_type
GPS-002515,FC-002515,Smith-Brown,WJE,WJE-TRK-023,diesel_truck,2024-04-09,151.5,48.88,50.06,-1.18,pass,0.9437,0,clean
GPS-000023,FC-000023,Brown Jones and Hughes,AHF,AHF-MTR-009,petrol_bike,2024-08-18,379.3,17.49,17.9,-0.41,pass,0.9674,0,clean
GPS-001691,FC-001691,Welch Long and Lawson,JKW,JKW-TRK-001,diesel_truck,2024-12-26,50.6,17.1,16.72,0.38,pass,0.9392,0,clean
GPS-002079,FC-002079,Richardson LLC,BIB,BIB-CAR-001,petrol_saloon,2024-11-20,117.2,11.0,11.34,-0.34,pass,0.9446,0,clean
GPS-002454,FC-002454,Farrell Smith and Foster,NND,NND-CAR-019,petrol_saloon,2024-04-30,185.9,18.26,17.99,0.27,pass,0.9541,0,clean
GPS-001685,FC-001685,Welch Long and Lawson,JKW,JKW-CAR-005,petrol_saloon,2024-07-09,181.2,17.48,17.53,-0.05,pass,0.9756,0,clean
GPS-000184,FC-000184,Patel LLC,SIE,SIE-TRK-013,diesel_truck,2024-01-19,120.1,39.05,39.68,-0.63,pass,0.9436,0,clean
GPS-000863,FC-000863,Ahmed and Sons,UKB,UKB-TRK-009,diesel_truck,2024-06-02,82.3,27.59,27.19,0.4,pass,0.9465,0,clean
GPS-000189,FC-000189,Patel LLC,SIE,SIE-VAN-005,diesel_van,2024-02-04,391.8,46.88,48.54,-1.66,pass,0.9883,0,clean
GPS-000421,FC-000421,Rose-Newton,WWJ,WWJ-SUV-010,petrol_suv,2024-02-10,272.1,39.68,40.13,-0.45,pass,0.9375,0,clean
GPS-000171,FC-000171,Hussain Wilson and Brown,FPV,FPV-TRK-010,diesel_truck,2024-10-25,70.5,23.59,23.29,0.3,pass,0.9724,0,clean
GPS-002839,FC-002839,Thompson Ltd,CYR,CYR-CAR-003,petrol_saloon,2024-08-08,258.6,25.22,25.02,0.2,pass,0.9625,0,clean
GPS-000461,FC-000461,Collins-Dawson,EJR,EJR-CAR-006,petrol_saloon,2024-06-12,377.8,37.15,36.56,0.59,pass,0.9416,0,clean
GPS-000044,FC-000044,Brown Jones and Hughes,AHF,AHF-SUV-003,petrol_suv,2024-11-21,95.5,14.29,14.09,0.2,pass,0.9536,0,clean
GPS-000088,FC-000088,Martin Allen and Brown,CKA,CKA-SUV-012,petrol_suv,2024-02-13,272.7,40.65,40.22,0.43,pass,0.956,0,clean
GPS-000768,FC-000768,Hall PLC,LPJ,LPJ-CAR-014,petrol_saloon,2024-12-08,314.1,30.24,30.39,-0.15,pass,0.9334,0,clean
GPS-002634,FC-002634,Bradley-Smith,DCO,DCO-TRK-006,diesel_truck,2024-03-07,264.7,86.21,87.46,-1.25,pass,0.9364,0,clean
GPS-001564,FC-001564,Harvey Ltd,BGR,BGR-CAR-015,petrol_saloon,2024-04-30,161.8,16.05,15.66,0.39,pass,0.9826,0,clean
GPS-000930,FC-000930,Bishop Hamilton and Watkins,ZNZ,ZNZ-TRK-008,diesel_truck,2024-05-30,238.5,79.01,78.8,0.21,pass,0.9704,0,clean
GPS-000283,FC-000283,Clarke-Smith,USN,USN-CAR-014,petrol_saloon,2024-07-01,238.3,23.31,23.06,0.25,pass,0.9632,0,clean
GPS-001076,FC-001076,Richards Sykes and Peters,TNC,TNC-4WD-002,petrol_4wd,2024-04-20,108.5,17.52,17.92,-0.4,pass,0.9598,0,clean
GPS-002616,FC-002616,Bradley-Smith,DCO,DCO-SUV-014,petrol_suv,2024-02-10,92.5,13.34,13.64,-0.3,pass,0.9783,0,clean
GPS-002687,FC-002687,White-Kerr,PSF,PSF-TRK-023,diesel_truck,2024-04-29,54.2,18.49,17.91,0.58,pass,0.9664,0,clean
GPS-001449,FC-001449,Moore-Barnes,IPF,IPF-CAR-012,petrol_saloon,2024-07-06,49.7,4.7,4.81,-0.11,pass,0.9892,0,clean
GPS-000258,FC-000258,Carr-Matthews,CCW,CCW-BUS-009,diesel_bus,2024-01-25,41.8,9.2,8.88,0.32,pass,0.9815,0,clean
GPS-002467,FC-002467,Farrell Smith and Foster,NND,NND-4WD-022,petrol_4wd,2024-11-24,149.6,24.01,24.71,-0.7,pass,0.9497,0,clean
GPS-002608,FC-002608,Jones Group,HRY,HRY-SUV-010,petrol_suv,2024-12-16,206.5,29.5,30.46,-0.96,pass,0.9732,0,clean
GPS-001379,FC-001379,Cook Ltd,TRS,TRS-CAR-017,petrol_saloon,2024-05-19,278.5,27.3,26.95,0.35,pass,0.9613,0,clean
GPS-002070,FC-002070,Cunningham and Sons,EHZ,EHZ-BUS-010,diesel_bus,2024-08-07,279.3,59.13,59.32,-0.19,pass,0.9408,0,clean
GPS-002468,FC-002468,Farrell Smith and Foster,NND,NND-SUV-027,petrol_suv,2024-12-19,113.3,17.32,16.71,0.61,pass,0.9484,0,clean
GPS-001519,FC-001519,Lawrence-Bibi,BQF,BQF-CAR-018,petrol_saloon,2024-07-31,403.9,38.14,39.08,-0.94,pass,0.9388,0,clean
GPS-002466,FC-002466,Farrell Smith and Foster,NND,NND-TRK-017,diesel_truck,2024-08-20,243.8,78.0,80.55,-2.55,pass,0.9351,0,clean
GPS-000150,FC-000150,Hussain Wilson and Brown,FPV,FPV-4WD-016,petrol_4wd,2024-04-18,292.4,48.07,48.3,-0.23,pass,0.95,0,clean
GPS-001092,FC-001092,Dobson Ltd,PDT,PDT-CAR-016,petrol_saloon,2024-09-22,346.9,34.35,33.57,0.78,pass,0.9594,0,clean
GPS-002371,FC-002371,Ali and Sons,KRH,KRH-TRK-001,diesel_truck,2024-11-14,55.8,18.07,18.44,-0.37,pass,0.9415,0,clean
GPS-002405,FC-002405,Coates-Andrews,AQO,AQO-CAR-005,petrol_saloon,2024-08-09,286.5,27.45,27.72,-0.27,pass,0.9782,0,clean
GPS-002125,FC-002125,Dodd-Carroll,XNB,XNB-CAR-010,petrol_saloon,2024-12-16,342.3,33.04,33.12,-0.08,pass,0.9582,0,clean
GPS-001948,FC-001948,Adams Shepherd and Wilson,EAK,EAK-CAR-016,petrol_saloon,2024-03-27,288.4,28.45,27.91,0.54,pass,0.9853,0,clean
GPS-000555,FC-000555,Scott-Walker,HYR,HYR-SUV-008,petrol_suv,2024-07-09,43.7,6.34,6.45,-0.11,pass,0.9408,0,clean
GPS-001548,FC-001548,Harvey Ltd,BGR,BGR-CAR-012,petrol_saloon,2024-01-02,397.0,38.64,38.41,0.23,pass,0.9406,0,clean
GPS-002742,FC-002742,Sharpe Smith and Palmer,MXV,MXV-4WD-006,petrol_4wd,2024-03-24,357.9,60.43,59.13,1.3,pass,0.9804,0,clean
GPS-000545,FC-000545,Scott-Walker,HYR,HYR-TRK-005,diesel_truck,2024-08-27,237.3,76.11,78.4,-2.29,pass,0.985,0,clean
GPS-002204,FC-002204,Andrews-Brown,WBB,WBB-CAR-003,petrol_saloon,2024-09-21,296.6,28.87,28.7,0.17,pass,0.9361,0,clean
GPS-001950,FC-001950,Adams Shepherd and Wilson,EAK,EAK-SUV-009,petrol_suv,2024-04-29,300.2,45.21,44.28,0.93,pass,0.9573,0,clean
GPS-001230,FC-001230,Evans PLC,WYC,WYC-4WD-004,petrol_4wd,2024-12-17,140.3,23.32,23.18,0.14,pass,0.9604,0,clean
GPS-000222,FC-000222,Patel LLC,SIE,SIE-CAR-012,petrol_saloon,2024-10-02,403.7,37.96,39.06,-1.1,pass,0.9789,0,clean
GPS-001809,FC-001809,Cartwright-Jones,MWB,MWB-SUV-011,petrol_suv,2024-07-28,110.6,15.9,16.31,-0.41,pass,0.935,0,clean
GPS-002154,FC-002154,Dodd-Carroll,XNB,XNB-CAR-005,petrol_saloon,2024-10-15,319.6,30.55,30.92,-0.37,pass,0.9752,0,clean
GPS-001478,FC-001478,Moore-Barnes,IPF,IPF-CAR-012,petrol_saloon,2024-10-28,121.8,12.19,11.79,0.4,pass,0.9427,0,clean
GPS-002355,FC-002355,Ali and Sons,KRH,KRH-SUV-003,petrol_suv,2024-05-18,205.0,30.85,30.24,0.61,pass,0.9466,0,clean
GPS-001117,FC-001117,Dobson Ltd,PDT,PDT-SUV-004,petrol_suv,2024-01-03,106.7,15.6,15.74,-0.14,pass,0.9317,0,clean
GPS-001411,FC-001411,Stanley Inc,LND,LND-SUV-006,petrol_suv,2024-02-19,221.2,32.07,32.63,-0.56,pass,0.9665,0,clean
GPS-002377,FC-002377,Ali and Sons,KRH,KRH-SUV-012,petrol_suv,2024-08-12,233.0,34.5,34.37,0.13,pass,0.9491,0,clean
GPS-000544,FC-000544,Scott-Walker,HYR,HYR-SUV-008,petrol_suv,2024-05-06,301.1,44.11,44.41,-0.3,pass,0.9759,0,clean
GPS-001414,FC-001414,Stanley Inc,LND,LND-VAN-019,diesel_van,2024-11-17,101.3,12.94,12.55,0.39,pass,0.9376,0,clean
GPS-003011,FC-003011,Boyle Inc,FGC,FGC-CAR-005,petrol_saloon,2024-07-16,135.1,12.85,13.07,-0.22,pass,0.9793,0,clean
GPS-000273,FC-000273,Clarke-Smith,USN,USN-CAR-014,petrol_saloon,2024-08-23,376.2,35.44,36.4,-0.96,pass,0.952,0,clean
GPS-000522,FC-000522,Ross Haynes and Bennett,QNG,QNG-CAR-024,petrol_saloon,2024-11-10,346.3,32.93,33.51,-0.58,pass,0.9387,0,clean
GPS-000901,FC-000901,Bishop Hamilton and Watkins,ZNZ,ZNZ-CAR-014,petrol_saloon,2024-12-18,281.9,27.53,27.28,0.25,pass,0.9399,0,clean
GPS-000912,FC-000912,Bishop Hamilton and Watkins,ZNZ,ZNZ-TRK-008,diesel_truck,2024-04-24,328.5,112.92,108.54,4.38,pass,0.9605,0,clean
GPS-001339,FC-001339,Holmes Group,ENP,ENP-4WD-012,petrol_4wd,2024-06-17,137.7,21.98,22.75,-0.77,pass,0.971,0,clean
GPS-002580,FC-002580,Jones Group,HRY,HRY-SUV-005,petrol_suv,2024-09-04,217.7,32.83,32.11,0.72,pass,0.9615,0,clean
GPS-002701,FC-002701,Sharpe Smith and Palmer,MXV,MXV-CAR-009,petrol_saloon,2024-04-21,351.1,32.71,33.97,-1.26,pass,0.9866,0,clean
GPS-002541,FC-002541,Clark-Webster,PZR,PZR-SUV-015,petrol_suv,2024-09-30,32.4,4.72,4.78,-0.06,pass,0.931,0,clean
GPS-001028,FC-001028,Berry-Bell,HEA,HEA-SUV-010,petrol_suv,2024-07-13,264.9,38.74,39.07,-0.33,pass,0.9435,0,clean
GPS-002837,FC-002837,Thompson Ltd,CYR,CYR-CAR-004,petrol_saloon,2024-11-17,263.7,26.09,25.52,0.57,pass,0.9411,0,clean
GPS-000681,FC-000681,Butler Carter and Norton,FMX,FMX-TRK-012,diesel_truck,2024-02-22,184.6,62.85,60.99,1.86,pass,0.9333,0,clean
GPS-002607,FC-002607,Jones Group,HRY,HRY-4WD-001,petrol_4wd,2024-05-15,151.2,25.82,24.98,0.84,pass,0.9643,0,clean
GPS-001223,FC-001223,Evans PLC,WYC,WYC-SUV-006,petrol_suv,2024-09-24,73.6,10.74,10.86,-0.12,pass,0.9579,0,clean
GPS-001887,FC-001887,Pearce Group,BZV,BZV-CAR-024,petrol_saloon,2024-03-30,343.7,33.27,33.26,0.01,pass,0.9553,0,clean
GPS-002100,FC-002100,Richardson LLC,BIB,BIB-TRK-008,diesel_truck,2024-08-04,277.0,89.63,91.52,-1.89,pass,0.9648,0,clean
GPS-002715,FC-002715,Sharpe Smith and Palmer,MXV,MXV-TRK-001,diesel_truck,2024-10-06,358.9,115.5,118.58,-3.08,pass,0.9698,0,clean
GPS-000169,FC-000169,Hussain Wilson and Brown,FPV,FPV-CAR-004,petrol_saloon,2024-06-25,200.3,19.65,19.38,0.27,pass,0.9716,0,clean
GPS-002283,FC-002283,Norris-Morris,QKP,QKP-CAR-008,petrol_saloon,2024-04-21,269.4,27.12,26.07,1.05,pass,0.9881,0,clean
GPS-002809,FC-002809,Thomas Long and Mills,ELS,ELS-CAR-005,petrol_saloon,2024-09-13,191.4,18.23,18.52,-0.29,pass,0.9887,0,clean
GPS-000680,FC-000680,Butler Carter and Norton,FMX,FMX-SUV-008,petrol_suv,2024-04-08,165.0,24.76,24.34,0.42,pass,0.9441,0,clean
GPS-001422,FC-001422,Stanley Inc,LND,LND-TRK-014,diesel_truck,2024-12-17,317.6,102.25,104.94,-2.69,pass,0.9417,0,clean
GPS-001376,FC-001376,Cook Ltd,TRS,TRS-CAR-016,petrol_saloon,2024-06-28,85.4,8.26,8.26,-0.0,pass,0.9466,0,clean
GPS-002247,FC-002247,Williams Gibson and Ford,DXG,DXG-TRK-019,diesel_truck,2024-06-28,341.0,113.58,112.67,0.91,pass,0.9545,0,clean
GPS-001375,FC-001375,Cook Ltd,TRS,TRS-CAR-017,petrol_saloon,2024-01-17,392.2,38.35,37.95,0.4,pass,0.9312,0,clean
GPS-000368,FC-000368,Harrison-Taylor,EBR,EBR-CAR-002,petrol_saloon,2024-12-05,331.0,33.02,32.03,0.99,pass,0.9558,0,clean
GPS-002655,FC-002655,Bradley-Smith,DCO,DCO-TRK-001,diesel_truck,2024-07-08,145.7,48.03,48.14,-0.11,pass,0.9348,0,clean
GPS-002288,FC-002288,Norris-Morris,QKP,QKP-CAR-004,petrol_saloon,2024-02-19,374.0,37.6,36.19,1.41,pass,0.9323,0,clean
GPS-001006,FC-001006,Berry-Bell,HEA,HEA-CAR-006,petrol_saloon,2024-07-02,63.5,6.19,6.14,0.05,pass,0.9606,0,clean
GPS-002502,FC-002502,Smith-Brown,WJE,WJE-CAR-003,petrol_saloon,2024-05-28,60.5,5.78,5.85,-0.07,pass,0.9595,0,clean
GPS-000352,FC-000352,Bibi-Goddard,OVQ,OVQ-CAR-020,petrol_saloon,2024-11-14,256.4,25.25,24.81,0.44,pass,0.9859,0,clean
GPS-001488,FC-001488,Lawrence-Bibi,BQF,BQF-CAR-001,petrol_saloon,2024-06-16,85.2,8.36,8.24,0.12,pass,0.9331,0,clean
GPS-002916,FC-002916,Smith Cooke and Crawford,AJO,AJO-TRK-007,diesel_truck,2024-03-03,325.7,104.22,107.61,-3.39,pass,0.9656,0,clean
GPS-001533,FC-001533,Harvey Ltd,BGR,BGR-4WD-013,petrol_4wd,2024-10-22,272.0,46.35,44.93,1.42,pass,0.9744,0,clean
GPS-002285,FC-002285,Norris-Morris,QKP,QKP-SUV-005,petrol_suv,2024-12-26,362.1,52.19,53.41,-1.22,pass,0.9741,0,clean
GPS-002704,FC-002704,Sharpe Smith and Palmer,MXV,MXV-MTR-011,petrol_bike,2024-05-29,82.8,3.88,3.91,-0.03,pass,0.9311,0,clean
GPS-002383,FC-002383,Ali and Sons,KRH,KRH-TRK-009,diesel_truck,2024-10-15,216.0,72.06,71.37,0.69,pass,0.9894,0,clean
GPS-000499,FC-000499,Ross Haynes and Bennett,QNG,QNG-MTR-002,petrol_bike,2024-04-22,168.9,8.12,7.97,0.15,pass,0.9614,0,clean
GPS-001656,FC-001656,Alexander Jenkins and Roberts,UUE,UUE-TRK-015,diesel_truck,2024-09-05,97.3,32.49,32.15,0.34,pass,0.9565,0,clean
GPS-000211,FC-000211,Patel LLC,SIE,SIE-CAR-015,petrol_saloon,2024-05-30,343.1,33.88,33.2,0.68,pass,0.9727,0,clean
GPS-002763,FC-002763,Greenwood Thompson and Richards,VBI,VBI-CAR-014,petrol_saloon,2024-02-03,161.1,15.18,15.59,-0.41,pass,0.9383,0,clean
GPS-001264,FC-001264,Glover Ltd,ZND,ZND-SUV-015,petrol_suv,2024-08-31,50.0,7.5,7.38,0.12,pass,0.9534,0,clean
GPS-000228,FC-000228,Carr-Matthews,CCW,CCW-CAR-013,petrol_saloon,2024-11-21,140.5,14.1,13.59,0.51,pass,0.9611,0,clean
GPS-000366,FC-000366,Harrison-Taylor,EBR,EBR-SUV-004,petrol_suv,2024-03-11,376.0,54.94,55.46,-0.52,pass,0.9346,0,clean
GPS-002107,FC-002107,Richardson LLC,BIB,BIB-SUV-002,petrol_suv,2024-01-29,266.1,39.47,39.25,0.22,pass,0.98,0,clean
GPS-000950,FC-000950,Robinson Horton and Smith,RNG,RNG-4WD-014,petrol_4wd,2024-11-08,245.1,41.63,40.49,1.14,pass,0.9656,0,clean
GPS-001965,FC-001965,Adams Shepherd and Wilson,EAK,EAK-4WD-023,petrol_4wd,2024-07-23,175.1,29.24,28.93,0.31,pass,0.9706,0,clean
GPS-000613,FC-000613,Lynch-Patel,VUF,VUF-4WD-005,petrol_4wd,2024-10-01,67.9,10.98,11.22,-0.24,pass,0.9809,0,clean
GPS-000811,FC-000811,Akhtar Inc,MTW,MTW-SUV-017,petrol_suv,2024-04-25,60.2,8.77,8.88,-0.11,pass,0.9708,0,clean
GPS-000408,FC-000408,Rose-Newton,WWJ,WWJ-CAR-012,petrol_saloon,2024-06-13,194.3,18.66,18.8,-0.14,pass,0.9815,0,clean
GPS-001951,FC-001951,Adams Shepherd and Wilson,EAK,EAK-MTR-013,petrol_bike,2024-08-01,82.7,3.76,3.9,-0.14,pass,0.9366,0,clean
GPS-002888,FC-002888,Smith Cooke and Crawford,AJO,AJO-SUV-012,petrol_suv,2024-07-15,54.3,8.03,8.01,0.02,pass,0.9533,0,clean
GPS-002552,FC-002552,Clark-Webster,PZR,PZR-CAR-014,petrol_saloon,2024-11-22,138.7,13.67,13.42,0.25,pass,0.9362,0,clean
GPS-002251,FC-002251,Norris-Morris,QKP,QKP-SUV-002,petrol_suv,2024-06-22,356.4,51.95,52.57,-0.62,pass,0.9394,0,clean
GPS-002420,FC-002420,Coates-Andrews,AQO,AQO-TRK-002,diesel_truck,2024-10-22,270.8,91.96,89.47,2.49,pass,0.9898,0,clean
GPS-000599,FC-000599,Lynch-Patel,VUF,VUF-SUV-016,petrol_suv,2024-12-10,345.3,52.54,50.93,1.61,pass,0.9793,0,clean
GPS-000008,FC-000008,Brown Jones and Hughes,AHF,AHF-BUS-007,diesel_bus,2024-05-29,161.9,35.43,34.39,1.04,pass,0.9349,0,clean
GPS-001000,FC-001000,Berry-Bell,HEA,HEA-CAR-001,petrol_saloon,2024-11-09,310.6,29.66,30.05,-0.39,pass,0.9467,0,clean
GPS-001227,FC-001227,Evans PLC,WYC,WYC-CAR-003,petrol_saloon,2024-06-22,223.6,21.28,21.64,-0.36,pass,0.9554,0,clean
GPS-002937,FC-002937,Powell-Hill,BJY,BJY-BUS-012,diesel_bus,2024-08-23,367.2,80.74,77.99,2.75,pass,0.9438,0,clean
GPS-000416,FC-000416,Rose-Newton,WWJ,WWJ-TRK-002,diesel_truck,2024-07-11,410.2,133.52,135.53,-2.01,pass,0.9783,0,clean
GPS-002080,FC-002080,Richardson LLC,BIB,BIB-CAR-006,petrol_saloon,2024-02-17,193.4,19.44,18.71,0.73,pass,0.9677,0,clean
GPS-001115,FC-001115,Dobson Ltd,PDT,PDT-SUV-019,petrol_suv,2024-11-02,183.0,27.86,26.99,0.87,pass,0.978,0,clean
GPS-000795,FC-000795,Hall PLC,LPJ,LPJ-CAR-021,petrol_saloon,2024-08-16,296.8,29.48,28.72,0.76,pass,0.9342,0,clean
GPS-001714,FC-001714,Stevens and Sons,BSU,BSU-CAR-007,petrol_saloon,2024-12-02,85.5,8.43,8.27,0.16,pass,0.9649,0,clean
GPS-000200,FC-000200,Patel LLC,SIE,SIE-CAR-002,petrol_saloon,2024-12-22,222.1,21.55,21.49,0.06,pass,0.9646,0,clean
GPS-000284,FC-000284,Clarke-Smith,USN,USN-CAR-002,petrol_saloon,2024-12-24,359.6,34.1,34.79,-0.69,pass,0.9626,0,clean
GPS-000232,FC-000232,Carr-Matthews,CCW,CCW-CAR-004,petrol_saloon,2024-06-09,264.9,25.87,25.63,0.24,pass,0.9562,0,clean
GPS-001682,FC-001682,Welch Long and Lawson,JKW,JKW-SUV-018,petrol_suv,2024-05-13,240.7,34.44,35.5,-1.06,pass,0.9659,0,clean
GPS-000943,FC-000943,Bishop Hamilton and Watkins,ZNZ,ZNZ-MTR-009,petrol_bike,2024-04-06,156.5,7.2,7.39,-0.19,pass,0.9371,0,clean
GPS-000097,FC-000097,Chambers Inc,NAF,NAF-CAR-007,petrol_saloon,2024-10-19,44.6,4.27,4.32,-0.05,pass,0.9449,0,clean
GPS-001371,FC-001371,Cook Ltd,TRS,TRS-CAR-017,petrol_saloon,2024-09-14,232.7,22.21,22.52,-0.31,pass,0.9492,0,clean
GPS-002583,FC-002583,Jones Group,HRY,HRY-4WD-001,petrol_4wd,2024-05-04,337.7,55.67,55.79,-0.12,pass,0.9427,0,clean
GPS-001406,FC-001406,Stanley Inc,LND,LND-BUS-010,diesel_bus,2024-09-29,307.0,63.86,65.21,-1.35,pass,0.9698,0,clean
GPS-001585,FC-001585,Barrett Kent and Lee,DYO,DYO-TRK-009,diesel_truck,2024-02-23,308.0,104.7,101.76,2.94,pass,0.9899,0,clean
GPS-003012,FC-003012,Boyle Inc,FGC,FGC-TRK-010,diesel_truck,2024-03-22,222.2,75.84,73.41,2.43,pass,0.9301,0,clean
GPS-003015,FC-003015,Boyle Inc,FGC,FGC-TRK-002,diesel_truck,2024-08-22,339.2,109.61,112.07,-2.46,pass,0.9738,0,clean
GPS-002878,FC-002878,Thompson Ltd,CYR,CYR-CAR-001,petrol_saloon,2024-01-13,309.7,31.2,29.97,1.23,pass,0.9438,0,clean
GPS-002601,FC-002601,Jones Group,HRY,HRY-4WD-004,petrol_4wd,2024-02-12,332.7,56.97,54.96,2.01,pass,0.9389,0,clean
GPS-001423,FC-001423,Stanley Inc,LND,LND-4WD-018,petrol_4wd,2024-12-05,195.1,31.87,32.23,-0.36,pass,0.9571,0,clean
GPS-001394,FC-001394,Cook Ltd,TRS,TRS-SUV-009,petrol_suv,2024-12-29,235.2,35.04,34.69,0.35,pass,0.9691,0,clean
GPS-000105,FC-000105,Chambers Inc,NAF,NAF-CAR-016,petrol_saloon,2024-09-12,185.8,17.34,17.98,-0.64,pass,0.9354,0,clean
GPS-002531,FC-002531,Clark-Webster,PZR,PZR-CAR-014,petrol_saloon,2024-03-09,373.7,37.36,36.16,1.2,pass,0.9623,0,clean
GPS-001081,FC-001081,Dobson Ltd,PDT,PDT-CAR-001,petrol_saloon,2024-09-10,256.3,23.86,24.8,-0.94,pass,0.9531,0,clean
GPS-001396,FC-001396,Stanley Inc,LND,LND-TRK-026,diesel_truck,2024-12-27,82.7,26.46,27.32,-0.86,pass,0.9589,0,clean
GPS-001816,FC-001816,Cartwright-Jones,MWB,MWB-VAN-009,diesel_van,2024-06-30,340.0,40.87,42.13,-1.26,pass,0.9807,0,clean
GPS-001400,FC-001400,Stanley Inc,LND,LND-TRK-020,diesel_truck,2024-11-05,376.3,123.68,124.33,-0.65,pass,0.9838,0,clean
GPS-001310,FC-001310,Holmes Group,ENP,ENP-CAR-004,petrol_saloon,2024-01-10,268.6,25.84,25.99,-0.15,pass,0.9443,0,clean
GPS-000227,FC-000227,Carr-Matthews,CCW,CCW-CAR-018,petrol_saloon,2024-04-15,324.9,30.62,31.44,-0.82,pass,0.9538,0,clean
GPS-000777,FC-000777,Hall PLC,LPJ,LPJ-SUV-013,petrol_suv,2024-12-20,29.7,4.49,4.38,0.11,pass,0.966,0,clean
GPS-002214,FC-002214,Williams Gibson and Ford,DXG,DXG-SUV-016,petrol_suv,2024-02-15,255.0,38.62,37.61,1.01,pass,0.9635,0,clean
GPS-001955,FC-001955,Adams Shepherd and Wilson,EAK,EAK-SUV-018,petrol_suv,2024-05-08,344.1,52.46,50.75,1.71,pass,0.9791,0,clean
GPS-002829,FC-002829,Thomas Long and Mills,ELS,ELS-SUV-003,petrol_suv,2024-02-24,170.4,25.11,25.13,-0.02,pass,0.9858,0,clean
GPS-002824,FC-002824,Thomas Long and Mills,ELS,ELS-VAN-001,diesel_van,2024-11-30,150.4,18.58,18.63,-0.05,pass,0.9729,0,clean
GPS-001101,FC-001101,Dobson Ltd,PDT,PDT-VAN-002,diesel_van,2024-05-11,118.9,14.66,14.73,-0.07,pass,0.9557,0,clean
GPS-001299,FC-001299,Glover Ltd,ZND,ZND-CAR-021,petrol_saloon,2024-11-11,240.5,23.74,23.27,0.47,pass,0.9411,0,clean
GPS-001617,FC-001617,Barrett Kent and Lee,DYO,DYO-TRK-009,diesel_truck,2024-03-09,134.8,43.4,44.54,-1.14,pass,0.982,0,clean
GPS-000465,FC-000465,Collins-Dawson,EJR,EJR-CAR-007,petrol_saloon,2024-06-19,349.5,34.79,33.82,0.97,pass,0.9427,0,clean
GPS-000840,FC-000840,Akhtar Inc,MTW,MTW-MTR-002,petrol_bike,2024-09-08,391.1,17.78,18.46,-0.68,pass,0.9785,0,clean
GPS-002682,FC-002682,White-Kerr,PSF,PSF-TRK-027,diesel_truck,2024-07-01,168.9,57.23,55.8,1.43,pass,0.959,0,clean
GPS-001382,FC-001382,Cook Ltd,TRS,TRS-TRK-013,diesel_truck,2024-06-17,214.6,71.15,70.9,0.25,pass,0.9491,0,clean
GPS-000638,FC-000638,Jones Fletcher and Sutton,KBX,KBX-CAR-008,petrol_saloon,2024-12-02,110.4,10.52,10.68,-0.16,pass,0.9854,0,clean
GPS-001608,FC-001608,Barrett Kent and Lee,DYO,DYO-SUV-013,petrol_suv,2024-12-26,230.8,33.64,34.04,-0.4,pass,0.9825,0,clean
GPS-001324,FC-001324,Holmes Group,ENP,ENP-SUV-018,petrol_suv,2024-09-10,312.4,47.71,46.08,1.63,pass,0.9533,0,clean
GPS-000213,FC-000213,Patel LLC,SIE,SIE-CAR-009,petrol_saloon,2024-03-30,219.1,21.42,21.2,0.22,pass,0.9613,0,clean
GPS-000013,FC-000013,Brown Jones and Hughes,AHF,AHF-VAN-005,diesel_van,2024-03-13,321.0,39.41,39.77,-0.36,pass,0.973,0,clean
GPS-002919,FC-002919,Smith Cooke and Crawford,AJO,AJO-CAR-003,petrol_saloon,2024-01-13,137.9,13.22,13.34,-0.12,pass,0.9431,0,clean
GPS-000423,FC-000423,Rose-Newton,WWJ,WWJ-SUV-004,petrol_suv,2024-07-08,191.3,28.59,28.22,0.37,pass,0.9722,0,clean
GPS-001922,FC-001922,Nicholson and Sons,EMF,EMF-CAR-001,petrol_saloon,2024-06-03,291.2,27.73,28.18,-0.45,pass,0.9781,0,clean
GPS-002578,FC-002578,Jones Group,HRY,HRY-SUV-005,petrol_suv,2024-05-06,111.8,16.3,16.49,-0.19,pass,0.9591,0,clean
GPS-002654,FC-002654,Bradley-Smith,DCO,DCO-TRK-001,diesel_truck,2024-11-14,151.9,51.35,50.19,1.16,pass,0.9402,0,clean
GPS-000737,FC-000737,Hughes-Baker,GGO,GGO-4WD-013,petrol_4wd,2024-09-26,194.9,31.88,32.2,-0.32,pass,0.9642,0,clean
GPS-002945,FC-002945,Powell-Hill,BJY,BJY-BUS-004,diesel_bus,2024-01-09,405.6,83.43,86.15,-2.72,pass,0.957,0,clean
GPS-002720,FC-002720,Sharpe Smith and Palmer,MXV,MXV-TRK-008,diesel_truck,2024-03-07,92.4,29.86,30.53,-0.67,pass,0.9637,0,clean
GPS-001622,FC-001622,Alexander Jenkins and Roberts,UUE,UUE-MTR-001,petrol_bike,2024-09-20,144.2,6.72,6.81,-0.09,pass,0.9789,0,clean
GPS-000510,FC-000510,Ross Haynes and Bennett,QNG,QNG-CAR-020,petrol_saloon,2024-08-10,43.3,4.32,4.19,0.13,pass,0.9667,0,clean
GPS-000645,FC-000645,Jones Fletcher and Sutton,KBX,KBX-CAR-007,petrol_saloon,2024-12-05,376.5,36.56,36.43,0.13,pass,0.9898,0,clean
