travel_record_id,company_name,nse_code,sector,travel_date,month,quarter,origin_airport,destination_airport,flight_type,cabin_class,passengers,distance_km,ef_kgco2e_per_pkm,rfi_factor,emission_kgco2e,emission_tco2e,scope,category,data_source,cost_ksh,extraction_confidence,anomaly_flag,fy_year
TRV-000278,Connor Cameron and Hawkins,PAQ,Energy & Petroleum,2024-07-15,7,3,NBO,MBA,short_haul,economy,2,1999,0.3002,1.9,1200.2,1.2002,Scope 3,Cat 6 — Business travel,SAP travel booking export,28445.49,0.971,0,2024
TRV-001238,Dixon PLC,LHJ,Manufacturing,2024-09-29,9,3,NBO,JNB,long_haul,economy,3,5670,0.3705,1.9,6302.205,6.302205,Scope 3,Cat 6 — Business travel,SAP travel booking export,183925.17,0.9285,0,2024
TRV-000345,Robinson LLC,RJS,Telecommunications,2024-08-28,8,3,NBO,ELD,short_haul,economy,3,977,0.3002,1.9,879.886,0.879886,Scope 3,Cat 6 — Business travel,SAP travel booking export,15836.6,0.9626,0,2024
TRV-001084,Fletcher Ltd,FLB,Insurance,2024-10-03,10,4,NBO,ADD,short_haul,economy,1,1369,0.3002,1.9,410.974,0.410974,Scope 3,Cat 6 — Business travel,SAP travel booking export,16275.37,0.9253,0,2024
TRV-000910,Wright PLC,MUO,Manufacturing,2024-03-23,3,1,NBO,ELD,short_haul,economy,2,1166,0.3002,1.9,700.066,0.700066,Scope 3,Cat 6 — Business travel,SAP travel booking export,18817.27,0.952,0,2024
TRV-001172,Howell Hyde and Duncan,JRG,Insurance,2024-11-02,11,4,NBO,JNB,long_haul,business,1,11987,0.8151,1.9,9770.604,9.770604,Scope 3,Cat 6 — Business travel,SAP travel booking export,98129.99,0.9178,0,2024
TRV-000504,Connor PLC,XEX,Banking & Finance,2024-08-08,8,3,NBO,KIS,short_haul,economy,2,500,0.3002,1.9,300.2,0.3002,Scope 3,Cat 6 — Business travel,SAP travel booking export,9745.07,0.9232,0,2024
TRV-000244,Davies-Butler,DHD,Real Estate,2024-02-02,2,1,NBO,ELD,short_haul,economy,1,1025,0.3002,1.9,307.705,0.307705,Scope 3,Cat 6 — Business travel,SAP travel booking export,11272.58,0.929,0,2024
TRV-001108,Shah Hayward and Smith,PFT,Banking & Finance,2024-10-20,10,4,NBO,KIS,short_haul,economy,3,2146,0.3002,1.9,1932.688,1.932688,Scope 3,Cat 6 — Business travel,SAP travel booking export,64330.46,0.9139,0,2024
TRV-000472,Palmer Thomas and Johnson,CCY,Manufacturing,2024-06-03,6,2,NBO,MBA,short_haul,economy,3,1485,0.3002,1.9,1337.391,1.337391,Scope 3,Cat 6 — Business travel,SAP travel booking export,53031.49,0.9197,0,2024
TRV-000169,Clark-Hudson,LQE,Banking & Finance,2024-03-01,3,1,NBO,ADD,short_haul,economy,2,2691,0.3002,1.9,1615.676,1.615676,Scope 3,Cat 6 — Business travel,SAP travel booking export,40219.08,0.9239,0,2024
TRV-001007,Day-Robinson,AUF,Energy & Petroleum,2024-09-18,9,3,NBO,ELD,short_haul,economy,1,2217,0.3002,1.9,665.543,0.665543,Scope 3,Cat 6 — Business travel,SAP travel booking export,23560.45,0.905,0,2024
TRV-000719,Patel Woodward and Saunders,JXW,Insurance,2024-11-25,11,4,NBO,ADD,short_haul,economy,1,1603,0.3002,1.9,481.221,0.481221,Scope 3,Cat 6 — Business travel,SAP travel booking export,11916.02,0.9496,0,2024
TRV-001273,Giles Doyle and Tyler,NBX,Construction,2024-10-20,10,4,NBO,ADD,short_haul,economy,2,2224,0.3002,1.9,1335.29,1.33529,Scope 3,Cat 6 — Business travel,SAP travel booking export,48798.83,0.9298,0,2024
TRV-000375,Mann Burton and Williams,SUH,Retail & FMCG,2024-07-18,7,3,NBO,ADD,short_haul,economy,2,455,0.3002,1.9,273.182,0.273182,Scope 3,Cat 6 — Business travel,SAP travel booking export,4104.66,0.961,0,2024
TRV-000712,Patel Woodward and Saunders,JXW,Insurance,2024-02-02,2,1,NBO,CPT,long_haul,economy,2,11752,0.3705,1.9,8708.232,8.708232,Scope 3,Cat 6 — Business travel,SAP travel booking export,186974.53,0.9513,0,2024
TRV-000055,Jones-Jackson,QSY,Agriculture,2024-07-13,7,3,NBO,ELD,short_haul,economy,1,1655,0.3002,1.9,496.831,0.496831,Scope 3,Cat 6 — Business travel,SAP travel booking export,18307.34,0.9442,0,2024
TRV-000372,Mann Burton and Williams,SUH,Retail & FMCG,2024-02-05,2,1,NBO,MBA,short_haul,economy,1,421,0.3002,1.9,126.384,0.126384,Scope 3,Cat 6 — Business travel,SAP travel booking export,3888.57,0.9352,0,2024
TRV-000745,Hamilton-O'Connor,UHD,Telecommunications,2024-07-07,7,3,NBO,DAR,short_haul,economy,3,1553,0.3002,1.9,1398.632,1.398632,Scope 3,Cat 6 — Business travel,SAP travel booking export,27769.29,0.9251,0,2024
TRV-000110,Stanley Hall and Hill,LBD,Construction,2024-03-26,3,1,NBO,DAR,short_haul,economy,3,1037,0.3002,1.9,933.922,0.933922,Scope 3,Cat 6 — Business travel,SAP travel booking export,33808.64,0.9322,0,2024
TRV-000819,Thompson Inc,BOW,Agriculture,2024-04-22,4,2,NBO,LHR,long_haul,economy,3,4841,0.3705,1.9,5380.772,5.380772,Scope 3,Cat 6 — Business travel,SAP travel booking export,170940.3,0.9746,0,2024
TRV-000539,Swift Parkes and Johnson,BGA,Banking & Finance,2024-05-16,5,2,NBO,ELD,short_haul,economy,2,2116,0.3002,1.9,1270.446,1.270446,Scope 3,Cat 6 — Business travel,SAP travel booking export,23267.1,0.9566,0,2024
TRV-001287,Morris Parker and Gray,HFD,Retail & FMCG,2024-11-24,11,4,NBO,DXB,long_haul,economy,1,11014,0.3705,1.9,4080.687,4.080687,Scope 3,Cat 6 — Business travel,SAP travel booking export,67685.51,0.9108,0,2024
TRV-000715,Patel Woodward and Saunders,JXW,Insurance,2024-02-15,2,1,NBO,JNB,long_haul,economy,1,7368,0.3705,1.9,2729.844,2.729844,Scope 3,Cat 6 — Business travel,SAP travel booking export,59279.4,0.917,0,2024
TRV-001149,Hancock Hughes and Holloway,BDE,Energy & Petroleum,2024-10-26,10,4,NBO,KIS,short_haul,economy,2,456,0.3002,1.9,273.782,0.273782,Scope 3,Cat 6 — Business travel,SAP travel booking export,7415.82,0.9721,0,2024
TRV-000808,Thompson Inc,BOW,Agriculture,2024-07-02,7,3,NBO,ELD,short_haul,economy,1,1262,0.3002,1.9,378.852,0.378852,Scope 3,Cat 6 — Business travel,SAP travel booking export,9186.36,0.978,0,2024
TRV-001288,Morris Parker and Gray,HFD,Retail & FMCG,2024-07-29,7,3,NBO,DXB,long_haul,economy,1,6101,0.3705,1.9,2260.421,2.260421,Scope 3,Cat 6 — Business travel,SAP travel booking export,57084.16,0.9754,0,2024
TRV-000591,Phillips Inc,FGL,Construction,2024-01-18,1,1,NBO,CPT,long_haul,economy,2,10193,0.3705,1.9,7553.013,7.553013,Scope 3,Cat 6 — Business travel,SAP travel booking export,148188.06,0.9268,0,2024
TRV-001189,Moore Group,PMD,Telecommunications,2024-12-03,12,4,NBO,ELD,short_haul,economy,3,1685,0.3002,1.9,1517.511,1.517511,Scope 3,Cat 6 — Business travel,SAP travel booking export,36061.93,0.9785,0,2024
TRV-000426,Jones Lawrence and Hunter,DIY,Agriculture,2024-09-29,9,3,NBO,CPT,long_haul,business,3,11188,0.8151,1.9,27358.016,27.358016,Scope 3,Cat 6 — Business travel,SAP travel booking export,301978.96,0.9338,0,2024
TRV-000171,Clark-Hudson,LQE,Banking & Finance,2024-05-10,5,2,NBO,KIS,short_haul,economy,1,1403,0.3002,1.9,421.181,0.421181,Scope 3,Cat 6 — Business travel,SAP travel booking export,15843.73,0.9136,0,2024
TRV-000984,Hill-Bishop,HWZ,Retail & FMCG,2024-07-08,7,3,NBO,ELD,short_haul,economy,2,2678,0.3002,1.9,1607.871,1.607871,Scope 3,Cat 6 — Business travel,SAP travel booking export,42783.68,0.9538,0,2024
TRV-000323,Byrne-Richards,JSK,Manufacturing,2024-06-09,6,2,NBO,ELD,short_haul,economy,1,1812,0.3002,1.9,543.962,0.543962,Scope 3,Cat 6 — Business travel,SAP travel booking export,16260.78,0.9105,0,2024
TRV-000210,Smith PLC,HCP,Agriculture,2024-07-17,7,3,NBO,KIS,short_haul,economy,3,2283,0.3002,1.9,2056.07,2.05607,Scope 3,Cat 6 — Business travel,SAP travel booking export,51101.09,0.9105,0,2024
TRV-000462,Palmer Thomas and Johnson,CCY,Manufacturing,2024-02-01,2,1,NBO,KIS,short_haul,economy,2,1845,0.3002,1.9,1107.738,1.107738,Scope 3,Cat 6 — Business travel,SAP travel booking export,34596.23,0.9275,0,2024
TRV-000141,Clark-Chambers,VRW,Agriculture,2024-01-13,1,1,NBO,ADD,short_haul,economy,1,753,0.3002,1.9,226.051,0.226051,Scope 3,Cat 6 — Business travel,SAP travel booking export,3422.12,0.9776,0,2024
TRV-000932,Watson-Willis,IBK,Energy & Petroleum,2024-02-21,2,1,NBO,MBA,short_haul,economy,1,1113,0.3002,1.9,334.123,0.334123,Scope 3,Cat 6 — Business travel,SAP travel booking export,8015.09,0.9382,0,2024
TRV-000355,Robinson LLC,RJS,Telecommunications,2024-08-20,8,3,NBO,JNB,long_haul,economy,2,5990,0.3705,1.9,4438.59,4.43859,Scope 3,Cat 6 — Business travel,SAP travel booking export,115958.07,0.9783,0,2024
TRV-000200,Dickinson Burgess and Fleming,NSF,Telecommunications,2024-03-31,3,1,NBO,DAR,short_haul,economy,1,1113,0.3002,1.9,334.123,0.334123,Scope 3,Cat 6 — Business travel,SAP travel booking export,8225.56,0.9644,0,2024
TRV-000555,Abbott Jarvis and Hall,TPV,Retail & FMCG,2024-03-20,3,1,NBO,JNB,long_haul,economy,2,10143,0.3705,1.9,7515.963,7.515963,Scope 3,Cat 6 — Business travel,SAP travel booking export,221296.88,0.9511,0,2024
TRV-001214,West Ltd,GOM,Banking & Finance,2024-10-02,10,4,NBO,LHR,long_haul,economy,3,11816,0.3705,1.9,13133.484,13.133484,Scope 3,Cat 6 — Business travel,SAP travel booking export,214056.34,0.909,0,2024
TRV-001100,Fletcher Ltd,FLB,Insurance,2024-02-29,2,1,NBO,ADD,short_haul,economy,3,2523,0.3002,1.9,2272.214,2.272214,Scope 3,Cat 6 — Business travel,SAP travel booking export,51831.86,0.9578,0,2024
TRV-000011,Tomlinson-Potter,TBF,Construction,2024-06-14,6,2,NBO,ADD,short_haul,economy,1,1240,0.3002,1.9,372.248,0.372248,Scope 3,Cat 6 — Business travel,SAP travel booking export,5659.9,0.9059,0,2024
TRV-000148,Clark-Chambers,VRW,Agriculture,2024-11-18,11,4,NBO,ELD,short_haul,economy,3,2094,0.3002,1.9,1885.856,1.885856,Scope 3,Cat 6 — Business travel,SAP travel booking export,58294.43,0.9528,0,2024
TRV-000381,Vaughan Quinn and Ford,BVM,Real Estate,2024-08-20,8,3,NBO,DAR,short_haul,economy,3,2955,0.3002,1.9,2661.273,2.661273,Scope 3,Cat 6 — Business travel,SAP travel booking export,44951.17,0.922,0,2024
TRV-000283,Bailey Group,BXZ,Retail & FMCG,2024-03-19,3,1,NBO,LHR,long_haul,economy,3,11450,0.3705,1.9,12726.675,12.726675,Scope 3,Cat 6 — Business travel,SAP travel booking export,283593.46,0.9762,0,2024
TRV-000665,White-Moore,OBE,Healthcare,2024-11-09,11,4,NBO,DXB,long_haul,economy,2,5617,0.3705,1.9,4162.197,4.162197,Scope 3,Cat 6 — Business travel,SAP travel booking export,91094.86,0.9231,0,2024
TRV-000452,Haynes-Coates,QKB,Healthcare,2024-09-06,9,3,NBO,ELD,short_haul,economy,2,576,0.3002,1.9,345.83,0.34583,Scope 3,Cat 6 — Business travel,SAP travel booking export,13210.23,0.9106,0,2024
TRV-000863,Sanders-Lawrence,IGI,Energy & Petroleum,2024-07-11,7,3,NBO,JNB,long_haul,economy,3,7860,0.3705,1.9,8736.39,8.73639,Scope 3,Cat 6 — Business travel,SAP travel booking export,211258.0,0.9383,0,2024
TRV-000383,Vaughan Quinn and Ford,BVM,Real Estate,2024-10-05,10,4,NBO,KIS,short_haul,economy,2,858,0.3002,1.9,515.143,0.515143,Scope 3,Cat 6 — Business travel,SAP travel booking export,18508.98,0.9654,0,2024
TRV-000768,Alexander-Rogers,PIF,Energy & Petroleum,2024-04-03,4,2,NBO,LHR,long_haul,economy,2,11975,0.3705,1.9,8873.475,8.873475,Scope 3,Cat 6 — Business travel,SAP travel booking export,232167.64,0.919,0,2024
TRV-000428,Jones Lawrence and Hunter,DIY,Agriculture,2024-01-26,1,1,NBO,DXB,long_haul,business,2,10451,0.8151,1.9,17037.22,17.03722,Scope 3,Cat 6 — Business travel,SAP travel booking export,175608.05,0.9473,0,2024
TRV-000696,Jackson-Bradshaw,EFV,Retail & FMCG,2024-07-07,7,3,NBO,ADD,short_haul,economy,1,2465,0.3002,1.9,739.993,0.739993,Scope 3,Cat 6 — Business travel,SAP travel booking export,17524.25,0.9494,0,2024
TRV-000886,Lawrence-Hurst,FVI,Telecommunications,2024-08-17,8,3,NBO,JNB,long_haul,economy,2,11995,0.3705,1.9,8888.295,8.888295,Scope 3,Cat 6 — Business travel,SAP travel booking export,161288.05,0.9628,0,2024
TRV-000399,Vaughan Quinn and Ford,BVM,Real Estate,2024-06-15,6,2,NBO,DXB,long_haul,economy,2,3954,0.3705,1.9,2929.914,2.929914,Scope 3,Cat 6 — Business travel,SAP travel booking export,37117.56,0.9488,0,2024
TRV-000136,Bowen-Sutton,ZVV,Retail & FMCG,2024-04-07,4,2,NBO,KIS,short_haul,economy,3,1819,0.3002,1.9,1638.191,1.638191,Scope 3,Cat 6 — Business travel,SAP travel booking export,46181.07,0.9329,0,2024
TRV-000702,Patel Woodward and Saunders,JXW,Insurance,2024-08-18,8,3,NBO,DXB,long_haul,business,3,8207,0.8151,1.9,20068.577,20.068577,Scope 3,Cat 6 — Business travel,SAP travel booking export,123022.99,0.963,0,2024
TRV-000603,Palmer Nelson and Nolan,FEV,Manufacturing,2024-04-28,4,2,NBO,CPT,long_haul,economy,1,7444,0.3705,1.9,2758.002,2.758002,Scope 3,Cat 6 — Business travel,SAP travel booking export,71370.62,0.9592,0,2024
TRV-000586,Phillips Inc,FGL,Construction,2024-10-03,10,4,NBO,KIS,short_haul,economy,3,1340,0.3002,1.9,1206.804,1.206804,Scope 3,Cat 6 — Business travel,SAP travel booking export,47292.48,0.9501,0,2024
TRV-000530,Swift Parkes and Johnson,BGA,Banking & Finance,2024-02-14,2,1,NBO,KIS,short_haul,economy,3,1138,0.3002,1.9,1024.883,1.024883,Scope 3,Cat 6 — Business travel,SAP travel booking export,27974.72,0.9353,0,2024
TRV-000902,Wright PLC,MUO,Manufacturing,2024-12-08,12,4,NBO,DAR,short_haul,economy,1,1212,0.3002,1.9,363.842,0.363842,Scope 3,Cat 6 — Business travel,SAP travel booking export,11795.32,0.9129,0,2024
TRV-000536,Swift Parkes and Johnson,BGA,Banking & Finance,2024-08-12,8,3,NBO,DAR,short_haul,economy,3,425,0.3002,1.9,382.755,0.382755,Scope 3,Cat 6 — Business travel,SAP travel booking export,7658.59,0.961,0,2024
TRV-000159,Clark-Chambers,VRW,Agriculture,2024-08-20,8,3,NBO,DAR,short_haul,economy,1,1211,0.3002,1.9,363.542,0.363542,Scope 3,Cat 6 — Business travel,SAP travel booking export,13230.66,0.9023,0,2024
TRV-001161,Howell Hyde and Duncan,JRG,Insurance,2024-12-28,12,4,NBO,DXB,long_haul,economy,1,10828,0.3705,1.9,4011.774,4.011774,Scope 3,Cat 6 — Business travel,SAP travel booking export,118606.98,0.9346,0,2024
TRV-000423,Jones Lawrence and Hunter,DIY,Agriculture,2024-01-17,1,1,NBO,JNB,long_haul,business,2,11840,0.8151,1.9,19301.568,19.301568,Scope 3,Cat 6 — Business travel,SAP travel booking export,110854.48,0.9371,0,2024
TRV-001164,Howell Hyde and Duncan,JRG,Insurance,2024-07-08,7,3,NBO,CPT,long_haul,business,1,3449,0.8151,1.9,2811.28,2.81128,Scope 3,Cat 6 — Business travel,SAP travel booking export,23287.15,0.9178,0,2024
TRV-000406,Shah Griffiths and Walker,ROY,Healthcare,2024-12-18,12,4,NBO,CPT,long_haul,economy,2,4233,0.3705,1.9,3136.653,3.136653,Scope 3,Cat 6 — Business travel,SAP travel booking export,54421.69,0.9489,0,2024
TRV-001034,Jennings Inc,RTO,Real Estate,2024-05-25,5,2,NBO,KIS,short_haul,economy,1,2933,0.3002,1.9,880.487,0.880487,Scope 3,Cat 6 — Business travel,SAP travel booking export,27696.67,0.9294,0,2024
TRV-001035,Jennings Inc,RTO,Real Estate,2024-02-17,2,1,NBO,DAR,short_haul,economy,3,2428,0.3002,1.9,2186.657,2.186657,Scope 3,Cat 6 — Business travel,SAP travel booking export,76939.96,0.9746,0,2024
TRV-000949,Jones-Thorpe,XMD,Banking & Finance,2024-03-11,3,1,NBO,DXB,long_haul,economy,1,11938,0.3705,1.9,4423.029,4.423029,Scope 3,Cat 6 — Business travel,SAP travel booking export,107833.38,0.9723,0,2024
TRV-000925,Watson-Willis,IBK,Energy & Petroleum,2024-01-28,1,1,NBO,CPT,long_haul,economy,2,11329,0.3705,1.9,8394.789,8.394789,Scope 3,Cat 6 — Business travel,SAP travel booking export,223171.32,0.9378,0,2024
TRV-000391,Vaughan Quinn and Ford,BVM,Real Estate,2024-08-02,8,3,NBO,ELD,short_haul,economy,1,2653,0.3002,1.9,796.431,0.796431,Scope 3,Cat 6 — Business travel,SAP travel booking export,26700.59,0.9297,0,2024
TRV-000097,Norris Pearson and Carr,NGC,Banking & Finance,2024-06-08,6,2,NBO,KIS,short_haul,economy,1,1101,0.3002,1.9,330.52,0.33052,Scope 3,Cat 6 — Business travel,SAP travel booking export,12140.77,0.9758,0,2024
TRV-001224,Dixon PLC,LHJ,Manufacturing,2024-11-02,11,4,NBO,JNB,long_haul,economy,1,6362,0.3705,1.9,2357.121,2.357121,Scope 3,Cat 6 — Business travel,SAP travel booking export,34707.15,0.9669,0,2024
TRV-001014,Day-Robinson,AUF,Energy & Petroleum,2024-02-10,2,1,NBO,LHR,long_haul,business,3,11690,0.8151,1.9,28585.557,28.585557,Scope 3,Cat 6 — Business travel,SAP travel booking export,342104.73,0.9221,0,2024
TRV-000669,White-Moore,OBE,Healthcare,2024-01-10,1,1,NBO,LHR,long_haul,economy,2,8541,0.3705,1.9,6328.881,6.328881,Scope 3,Cat 6 — Business travel,SAP travel booking export,92003.25,0.933,0,2024
TRV-000894,Lawrence-Hurst,FVI,Telecommunications,2024-04-22,4,2,NBO,KIS,short_haul,economy,2,642,0.3002,1.9,385.457,0.385457,Scope 3,Cat 6 — Business travel,SAP travel booking export,9102.44,0.9712,0,2024
TRV-000157,Clark-Chambers,VRW,Agriculture,2024-07-30,7,3,NBO,DAR,short_haul,economy,1,1246,0.3002,1.9,374.049,0.374049,Scope 3,Cat 6 — Business travel,SAP travel booking export,8714.27,0.9332,0,2024
TRV-000997,Hill-Bishop,HWZ,Retail & FMCG,2024-05-07,5,2,NBO,ELD,short_haul,economy,2,1148,0.3002,1.9,689.259,0.689259,Scope 3,Cat 6 — Business travel,SAP travel booking export,24614.53,0.9425,0,2024
TRV-000773,Alexander-Rogers,PIF,Energy & Petroleum,2024-11-16,11,4,NBO,DXB,long_haul,economy,2,10720,0.3705,1.9,7943.52,7.94352,Scope 3,Cat 6 — Business travel,SAP travel booking export,180413.8,0.9485,0,2024
TRV-001324,Scott Ltd,ZSQ,Energy & Petroleum,2024-07-16,7,3,NBO,ADD,short_haul,economy,3,691,0.3002,1.9,622.315,0.622315,Scope 3,Cat 6 — Business travel,SAP travel booking export,23225.59,0.9664,0,2024
TRV-001143,Hancock Hughes and Holloway,BDE,Energy & Petroleum,2024-05-10,5,2,NBO,ADD,short_haul,economy,3,2574,0.3002,1.9,2318.144,2.318144,Scope 3,Cat 6 — Business travel,SAP travel booking export,47871.64,0.9396,0,2024
TRV-000859,James-Harding,MXG,Healthcare,2024-01-28,1,1,NBO,JNB,long_haul,economy,1,11587,0.3705,1.9,4292.984,4.292984,Scope 3,Cat 6 — Business travel,SAP travel booking export,54266.46,0.9475,0,2024
TRV-000439,Jones Lawrence and Hunter,DIY,Agriculture,2024-08-28,8,3,NBO,DXB,long_haul,economy,2,4855,0.3705,1.9,3597.555,3.597555,Scope 3,Cat 6 — Business travel,SAP travel booking export,58627.33,0.9711,0,2024
TRV-001333,Scott Ltd,ZSQ,Energy & Petroleum,2024-01-28,1,1,NBO,ADD,short_haul,economy,2,2601,0.3002,1.9,1561.64,1.56164,Scope 3,Cat 6 — Business travel,SAP travel booking export,23921.41,0.9016,0,2024
TRV-000515,Connor PLC,XEX,Banking & Finance,2024-03-08,3,1,NBO,ADD,short_haul,economy,3,699,0.3002,1.9,629.519,0.629519,Scope 3,Cat 6 — Business travel,SAP travel booking export,18224.65,0.9519,0,2024
TRV-000332,Byrne-Richards,JSK,Manufacturing,2024-12-14,12,4,NBO,DXB,long_haul,economy,1,11678,0.3705,1.9,4326.699,4.326699,Scope 3,Cat 6 — Business travel,SAP travel booking export,87709.91,0.9203,0,2024
TRV-001325,Scott Ltd,ZSQ,Energy & Petroleum,2024-05-01,5,2,NBO,DXB,long_haul,economy,1,8623,0.3705,1.9,3194.822,3.194822,Scope 3,Cat 6 — Business travel,SAP travel booking export,64536.01,0.9644,0,2024
TRV-000309,Thomas Smith and Chan,HZJ,Retail & FMCG,2024-11-21,11,4,NBO,ELD,short_haul,economy,2,2683,0.3002,1.9,1610.873,1.610873,Scope 3,Cat 6 — Business travel,SAP travel booking export,35917.95,0.963,0,2024
TRV-001245,Hardy Mills and Roberts,WGX,Agriculture,2024-01-01,1,1,NBO,JNB,long_haul,economy,3,9462,0.3705,1.9,10517.013,10.517013,Scope 3,Cat 6 — Business travel,SAP travel booking export,329437.79,0.9132,0,2024
TRV-000507,Connor PLC,XEX,Banking & Finance,2024-09-25,9,3,NBO,KIS,short_haul,economy,2,485,0.3002,1.9,291.194,0.291194,Scope 3,Cat 6 — Business travel,SAP travel booking export,5015.3,0.9573,0,2024
TRV-001111,Shah Hayward and Smith,PFT,Banking & Finance,2024-05-06,5,2,NBO,ELD,short_haul,economy,1,2640,0.3002,1.9,792.528,0.792528,Scope 3,Cat 6 — Business travel,SAP travel booking export,26397.25,0.9061,0,2024
TRV-000942,Jones-Thorpe,XMD,Banking & Finance,2024-10-17,10,4,NBO,DAR,short_haul,economy,3,964,0.3002,1.9,868.178,0.868178,Scope 3,Cat 6 — Business travel,SAP travel booking export,29898.59,0.9376,0,2024
TRV-000650,Hawkins-Smith,VXJ,Energy & Petroleum,2024-10-28,10,4,NBO,ADD,short_haul,economy,1,344,0.3002,1.9,103.269,0.103269,Scope 3,Cat 6 — Business travel,SAP travel booking export,3225.16,0.963,0,2024
TRV-000924,Watson-Willis,IBK,Energy & Petroleum,2024-07-15,7,3,NBO,ELD,short_haul,economy,2,1142,0.3002,1.9,685.657,0.685657,Scope 3,Cat 6 — Business travel,SAP travel booking export,23799.23,0.9359,0,2024
TRV-000125,Bowen-Sutton,ZVV,Retail & FMCG,2024-08-18,8,3,NBO,MBA,short_haul,economy,1,2668,0.3002,1.9,800.934,0.800934,Scope 3,Cat 6 — Business travel,SAP travel booking export,13425.98,0.9213,0,2024
TRV-000179,Clark-Hudson,LQE,Banking & Finance,2024-07-29,7,3,NBO,MBA,short_haul,economy,3,434,0.3002,1.9,390.86,0.39086,Scope 3,Cat 6 — Business travel,SAP travel booking export,14102.35,0.9704,0,2024
TRV-000288,Bailey Group,BXZ,Retail & FMCG,2024-01-09,1,1,NBO,CPT,long_haul,economy,3,5453,0.3705,1.9,6061.01,6.06101,Scope 3,Cat 6 — Business travel,SAP travel booking export,110898.23,0.9337,0,2024
TRV-001293,Morris Parker and Gray,HFD,Retail & FMCG,2024-10-25,10,4,NBO,ELD,short_haul,economy,1,2884,0.3002,1.9,865.777,0.865777,Scope 3,Cat 6 — Business travel,SAP travel booking export,33153.76,0.9659,0,2024
TRV-001115,Shah Hayward and Smith,PFT,Banking & Finance,2024-08-19,8,3,NBO,ADD,short_haul,economy,3,2614,0.3002,1.9,2354.168,2.354168,Scope 3,Cat 6 — Business travel,SAP travel booking export,50685.0,0.9366,0,2024
TRV-000295,Bailey Group,BXZ,Retail & FMCG,2024-12-27,12,4,NBO,CPT,long_haul,business,1,8827,0.8151,1.9,7194.888,7.194888,Scope 3,Cat 6 — Business travel,SAP travel booking export,53050.57,0.9232,0,2024
TRV-000366,Mann Burton and Williams,SUH,Retail & FMCG,2024-10-24,10,4,NBO,KIS,short_haul,economy,2,1777,0.3002,1.9,1066.911,1.066911,Scope 3,Cat 6 — Business travel,SAP travel booking export,23849.1,0.9568,0,2024
TRV-000371,Mann Burton and Williams,SUH,Retail & FMCG,2024-09-24,9,3,NBO,ELD,short_haul,economy,2,1110,0.3002,1.9,666.444,0.666444,Scope 3,Cat 6 — Business travel,SAP travel booking export,17575.96,0.9269,0,2024
TRV-000351,Robinson LLC,RJS,Telecommunications,2024-12-29,12,4,NBO,CPT,long_haul,business,3,5366,0.8151,1.9,13121.48,13.12148,Scope 3,Cat 6 — Business travel,SAP travel booking export,97364.79,0.9639,0,2024
TRV-000486,Black Walker and Williams,TZV,Insurance,2024-12-05,12,4,NBO,ELD,short_haul,economy,3,1668,0.3002,1.9,1502.201,1.502201,Scope 3,Cat 6 — Business travel,SAP travel booking export,57015.98,0.9782,0,2024
TRV-001305,Jones-Curtis,HOD,Manufacturing,2024-11-06,11,4,NBO,MBA,short_haul,economy,3,2054,0.3002,1.9,1849.832,1.849832,Scope 3,Cat 6 — Business travel,SAP travel booking export,45066.56,0.9749,0,2024
TRV-000089,Norris Pearson and Carr,NGC,Banking & Finance,2024-04-02,4,2,NBO,DXB,long_haul,economy,1,8398,0.3705,1.9,3111.459,3.111459,Scope 3,Cat 6 — Business travel,SAP travel booking export,83873.2,0.9227,0,2024
TRV-000995,Hill-Bishop,HWZ,Retail & FMCG,2024-01-09,1,1,NBO,MBA,short_haul,economy,3,604,0.3002,1.9,543.962,0.543962,Scope 3,Cat 6 — Business travel,SAP travel booking export,17740.72,0.9123,0,2024
TRV-000434,Jones Lawrence and Hunter,DIY,Agriculture,2024-04-29,4,2,NBO,DAR,short_haul,economy,2,1096,0.3002,1.9,658.038,0.658038,Scope 3,Cat 6 — Business travel,SAP travel booking export,13346.9,0.9285,0,2024
TRV-000978,Williams LLC,ANQ,Banking & Finance,2024-10-17,10,4,NBO,LHR,long_haul,business,1,5092,0.8151,1.9,4150.489,4.150489,Scope 3,Cat 6 — Business travel,SAP travel booking export,34928.99,0.9178,0,2024
TRV-000850,James-Harding,MXG,Healthcare,2024-01-06,1,1,NBO,ADD,short_haul,economy,1,1655,0.3002,1.9,496.831,0.496831,Scope 3,Cat 6 — Business travel,SAP travel booking export,11614.68,0.9613,0,2024
TRV-000562,Hall-Jones,CLD,Insurance,2024-12-05,12,4,NBO,ELD,short_haul,economy,3,2284,0.3002,1.9,2056.97,2.05697,Scope 3,Cat 6 — Business travel,SAP travel booking export,70588.37,0.9191,0,2024
TRV-000763,Alexander-Rogers,PIF,Energy & Petroleum,2024-11-08,11,4,NBO,ADD,short_haul,economy,1,2961,0.3002,1.9,888.892,0.888892,Scope 3,Cat 6 — Business travel,SAP travel booking export,15828.13,0.9529,0,2024
TRV-001188,Moore Group,PMD,Telecommunications,2024-08-13,8,3,NBO,MBA,short_haul,economy,2,2680,0.3002,1.9,1609.072,1.609072,Scope 3,Cat 6 — Business travel,SAP travel booking export,61536.72,0.9663,0,2024
