narrative_id,company_name,nse_code,sector,fy_year,scope1_tco2e,total_tco2e,intensity,uncertainty_pct,scope1_narrative,intensity_narrative,uncertainty_narrative,recommendation_narrative,full_narrative
NAR-00138,Lane Simmons and Robinson,YVJ,Agriculture,2024,14093.46,19382.91,0.3854,7.73,"Scope 1 emissions of 14093 tCO2e arise from direct combustion of petrol and diesel in the company's 69 vehicle fleet, calculated using DEFRA 2024 mobile combustion factors at Tier 2 by vehicle class, adjusted for Kenyan road conditions (+18% per NTSA data).","Transport emission intensity stood at 0.39 tCO2e per KSh million revenue, placing the company in the third quartile of the NSE peer group.","Uncertainty quantification via PyMC Monte Carlo (10,000 samples) yields a 95% CI of 17885–20881 tCO2e (±7.7%).","Route optimisation using AI-based traffic modelling could reduce fleet fuel consumption by approximately 28%, saving 814 tCO2e annually.","Scope 1 emissions of 14093 tCO2e arise from direct combustion of petrol and diesel in the company's 69 vehicle fleet, calculated using DEFRA 2024 mobile combustion factors at Tier 2 by vehicle class, adjusted for Kenyan road conditions (+18% per NTSA data). Transport emission intensity stood at 0.39 tCO2e per KSh million revenue, placing the company in the third quartile of the NSE peer group. Uncertainty quantification via PyMC Monte Carlo (10,000 samples) yields a 95% CI of 17885–20881 tCO2e (±7.7%). Route optimisation using AI-based traffic modelling could reduce fleet fuel consumption by approximately 28%, saving 814 tCO2e annually."
NAR-00165,Wilson Group,ZYY,Construction,2024,14986.56,20189.18,0.4011,4.94,"The company's direct fleet emissions totalled 14987 tCO2e in FY2024, representing 74% of the total transport footprint. DEFRA 2024 factors and IPCC AR6 GWP values were applied throughout.","Emission intensity was 0.40 tCO2e per KSh million revenue, compared to a sector average of 1.03.","The 95% confidence interval on the total emission figure is ±4.9%, yielding a range of 19192–21187 tCO2e, derived from Bayesian Monte Carlo simulation using PyMC.",Transitioning 46% of the heavy diesel fleet to EVs could reduce Scope 1 emissions by an estimated 1393 tCO2e annually at approximately KSh 5531 per tonne avoided.,"The company's direct fleet emissions totalled 14987 tCO2e in FY2024, representing 74% of the total transport footprint. DEFRA 2024 factors and IPCC AR6 GWP values were applied throughout. Emission intensity was 0.40 tCO2e per KSh million revenue, compared to a sector average of 1.03. The 95% confidence interval on the total emission figure is ±4.9%, yielding a range of 19192–21187 tCO2e, derived from Bayesian Monte Carlo simulation using PyMC. Transitioning 46% of the heavy diesel fleet to EVs could reduce Scope 1 emissions by an estimated 1393 tCO2e annually at approximately KSh 5531 per tonne avoided."
NAR-00077,Rhodes Stone and Davis,FJB,Telecommunications,2024,13775.54,19149.83,0.8049,3.65,"Direct combustion emissions from 107 owned and leased vehicles amounted to 13776 tCO2e, computed at Tier 2 using vehicle-class-specific DEFRA 2024 emission factors.","The company achieved an emission intensity of 0.80 tCO2e/KSh M, a increase of 3.9% versus FY2023.","The 95% confidence interval on the total emission figure is ±3.6%, yielding a range of 18451–19849 tCO2e, derived from Bayesian Monte Carlo simulation using PyMC.",Transitioning 39% of the heavy diesel fleet to EVs could reduce Scope 1 emissions by an estimated 1120 tCO2e annually at approximately KSh 14337 per tonne avoided.,"Direct combustion emissions from 107 owned and leased vehicles amounted to 13776 tCO2e, computed at Tier 2 using vehicle-class-specific DEFRA 2024 emission factors. The company achieved an emission intensity of 0.80 tCO2e/KSh M, a increase of 3.9% versus FY2023. The 95% confidence interval on the total emission figure is ±3.6%, yielding a range of 18451–19849 tCO2e, derived from Bayesian Monte Carlo simulation using PyMC. Transitioning 39% of the heavy diesel fleet to EVs could reduce Scope 1 emissions by an estimated 1120 tCO2e annually at approximately KSh 14337 per tonne avoided."
NAR-00080,Grant Blackburn and Jones,OMQ,Banking & Finance,2024,14316.21,22051.19,0.8342,7.29,"Scope 1 emissions of 14316 tCO2e arise from direct combustion of petrol and diesel in the company's 177 vehicle fleet, calculated using DEFRA 2024 mobile combustion factors at Tier 2 by vehicle class, adjusted for Kenyan road conditions (+18% per NTSA data).","The company achieved an emission intensity of 0.83 tCO2e/KSh M, a increase of 3.8% versus FY2023.","The 95% confidence interval on the total emission figure is ±7.3%, yielding a range of 20444–23659 tCO2e, derived from Bayesian Monte Carlo simulation using PyMC.",Transitioning 41% of the heavy diesel fleet to EVs could reduce Scope 1 emissions by an estimated 1356 tCO2e annually at approximately KSh 8196 per tonne avoided.,"Scope 1 emissions of 14316 tCO2e arise from direct combustion of petrol and diesel in the company's 177 vehicle fleet, calculated using DEFRA 2024 mobile combustion factors at Tier 2 by vehicle class, adjusted for Kenyan road conditions (+18% per NTSA data). The company achieved an emission intensity of 0.83 tCO2e/KSh M, a increase of 3.8% versus FY2023. The 95% confidence interval on the total emission figure is ±7.3%, yielding a range of 20444–23659 tCO2e, derived from Bayesian Monte Carlo simulation using PyMC. Transitioning 41% of the heavy diesel fleet to EVs could reduce Scope 1 emissions by an estimated 1356 tCO2e annually at approximately KSh 8196 per tonne avoided."
NAR-00198,Armstrong-Hurst,AMT,Manufacturing,2024,1960.67,3115.22,0.0826,7.19,"Scope 1 emissions of 1961 tCO2e arise from direct combustion of petrol and diesel in the company's 134 vehicle fleet, calculated using DEFRA 2024 mobile combustion factors at Tier 2 by vehicle class, adjusted for Kenyan road conditions (+18% per NTSA data).","Emission intensity was 0.08 tCO2e per KSh million revenue, compared to a sector average of 1.03.","The 95% confidence interval on the total emission figure is ±7.2%, yielding a range of 2891–3339 tCO2e, derived from Bayesian Monte Carlo simulation using PyMC.",A remote-work policy covering 29% of office-based staff is projected to reduce Scope 3 Category 7 commute emissions by 136 tCO2e per year.,"Scope 1 emissions of 1961 tCO2e arise from direct combustion of petrol and diesel in the company's 134 vehicle fleet, calculated using DEFRA 2024 mobile combustion factors at Tier 2 by vehicle class, adjusted for Kenyan road conditions (+18% per NTSA data). Emission intensity was 0.08 tCO2e per KSh million revenue, compared to a sector average of 1.03. The 95% confidence interval on the total emission figure is ±7.2%, yielding a range of 2891–3339 tCO2e, derived from Bayesian Monte Carlo simulation using PyMC. A remote-work policy covering 29% of office-based staff is projected to reduce Scope 3 Category 7 commute emissions by 136 tCO2e per year."
NAR-00039,Scott Hawkins and Perry,JIG,Banking & Finance,2024,1182.89,1603.17,0.0211,7.7,"Direct combustion emissions from 58 owned and leased vehicles amounted to 1183 tCO2e, computed at Tier 2 using vehicle-class-specific DEFRA 2024 emission factors.","Emission intensity was 0.02 tCO2e per KSh million revenue, compared to a sector average of 1.03.","The 95% confidence interval on the total emission figure is ±7.7%, yielding a range of 1480–1727 tCO2e, derived from Bayesian Monte Carlo simulation using PyMC.","Route optimisation using AI-based traffic modelling could reduce fleet fuel consumption by approximately 24%, saving 58 tCO2e annually.","Direct combustion emissions from 58 owned and leased vehicles amounted to 1183 tCO2e, computed at Tier 2 using vehicle-class-specific DEFRA 2024 emission factors. Emission intensity was 0.02 tCO2e per KSh million revenue, compared to a sector average of 1.03. The 95% confidence interval on the total emission figure is ±7.7%, yielding a range of 1480–1727 tCO2e, derived from Bayesian Monte Carlo simulation using PyMC. Route optimisation using AI-based traffic modelling could reduce fleet fuel consumption by approximately 24%, saving 58 tCO2e annually."
NAR-00025,Wright-Palmer,PAN,Banking & Finance,2024,13865.09,19997.53,0.936,6.11,"Scope 1 emissions of 13865 tCO2e arise from direct combustion of petrol and diesel in the company's 84 vehicle fleet, calculated using DEFRA 2024 mobile combustion factors at Tier 2 by vehicle class, adjusted for Kenyan road conditions (+18% per NTSA data).","The company achieved an emission intensity of 0.94 tCO2e/KSh M, a reduction of 6.3% versus FY2023.","Uncertainty quantification via PyMC Monte Carlo (10,000 samples) yields a 95% CI of 18776–21219 tCO2e (±6.1%).","Route optimisation using AI-based traffic modelling could reduce fleet fuel consumption by approximately 35%, saving 1050 tCO2e annually.","Scope 1 emissions of 13865 tCO2e arise from direct combustion of petrol and diesel in the company's 84 vehicle fleet, calculated using DEFRA 2024 mobile combustion factors at Tier 2 by vehicle class, adjusted for Kenyan road conditions (+18% per NTSA data). The company achieved an emission intensity of 0.94 tCO2e/KSh M, a reduction of 6.3% versus FY2023. Uncertainty quantification via PyMC Monte Carlo (10,000 samples) yields a 95% CI of 18776–21219 tCO2e (±6.1%). Route optimisation using AI-based traffic modelling could reduce fleet fuel consumption by approximately 35%, saving 1050 tCO2e annually."
NAR-00123,Thomas-Wood,DCC,Construction,2024,1861.37,2820.19,0.0918,6.24,"The company's direct fleet emissions totalled 1861 tCO2e in FY2024, representing 66% of the total transport footprint. DEFRA 2024 factors and IPCC AR6 GWP values were applied throughout.","Emission intensity was 0.09 tCO2e per KSh million revenue, compared to a sector average of 1.03.","Uncertainty quantification via PyMC Monte Carlo (10,000 samples) yields a 95% CI of 2644–2996 tCO2e (±6.2%).",Transitioning 31% of the heavy diesel fleet to EVs could reduce Scope 1 emissions by an estimated 131 tCO2e annually at approximately KSh 10554 per tonne avoided.,"The company's direct fleet emissions totalled 1861 tCO2e in FY2024, representing 66% of the total transport footprint. DEFRA 2024 factors and IPCC AR6 GWP values were applied throughout. Emission intensity was 0.09 tCO2e per KSh million revenue, compared to a sector average of 1.03. Uncertainty quantification via PyMC Monte Carlo (10,000 samples) yields a 95% CI of 2644–2996 tCO2e (±6.2%). Transitioning 31% of the heavy diesel fleet to EVs could reduce Scope 1 emissions by an estimated 131 tCO2e annually at approximately KSh 10554 per tonne avoided."
NAR-00196,Fletcher PLC,ZKF,Telecommunications,2024,14724.47,22781.02,0.3294,4.57,"Scope 1 emissions of 14724 tCO2e arise from direct combustion of petrol and diesel in the company's 78 vehicle fleet, calculated using DEFRA 2024 mobile combustion factors at Tier 2 by vehicle class, adjusted for Kenyan road conditions (+18% per NTSA data).","Transport emission intensity stood at 0.33 tCO2e per KSh million revenue, placing the company in the third quartile of the NSE peer group.","The 95% confidence interval on the total emission figure is ±4.6%, yielding a range of 21740–23822 tCO2e, derived from Bayesian Monte Carlo simulation using PyMC.",A remote-work policy covering 36% of office-based staff is projected to reduce Scope 3 Category 7 commute emissions by 1230 tCO2e per year.,"Scope 1 emissions of 14724 tCO2e arise from direct combustion of petrol and diesel in the company's 78 vehicle fleet, calculated using DEFRA 2024 mobile combustion factors at Tier 2 by vehicle class, adjusted for Kenyan road conditions (+18% per NTSA data). Transport emission intensity stood at 0.33 tCO2e per KSh million revenue, placing the company in the third quartile of the NSE peer group. The 95% confidence interval on the total emission figure is ±4.6%, yielding a range of 21740–23822 tCO2e, derived from Bayesian Monte Carlo simulation using PyMC. A remote-work policy covering 36% of office-based staff is projected to reduce Scope 3 Category 7 commute emissions by 1230 tCO2e per year."
NAR-00030,Skinner Inc,KOT,Energy & Petroleum,2024,12026.28,19994.48,1.3372,4.18,"Scope 1 emissions of 12026 tCO2e arise from direct combustion of petrol and diesel in the company's 19 vehicle fleet, calculated using DEFRA 2024 mobile combustion factors at Tier 2 by vehicle class, adjusted for Kenyan road conditions (+18% per NTSA data).","Emission intensity was 1.34 tCO2e per KSh million revenue, compared to a sector average of 1.03.","The 95% confidence interval on the total emission figure is ±4.2%, yielding a range of 19159–20830 tCO2e, derived from Bayesian Monte Carlo simulation using PyMC.",Transitioning 41% of the heavy diesel fleet to EVs could reduce Scope 1 emissions by an estimated 1230 tCO2e annually at approximately KSh 11130 per tonne avoided.,"Scope 1 emissions of 12026 tCO2e arise from direct combustion of petrol and diesel in the company's 19 vehicle fleet, calculated using DEFRA 2024 mobile combustion factors at Tier 2 by vehicle class, adjusted for Kenyan road conditions (+18% per NTSA data). Emission intensity was 1.34 tCO2e per KSh million revenue, compared to a sector average of 1.03. The 95% confidence interval on the total emission figure is ±4.2%, yielding a range of 19159–20830 tCO2e, derived from Bayesian Monte Carlo simulation using PyMC. Transitioning 41% of the heavy diesel fleet to EVs could reduce Scope 1 emissions by an estimated 1230 tCO2e annually at approximately KSh 11130 per tonne avoided."
NAR-00020,Fraser Inc,DWE,Telecommunications,2024,11568.15,18525.55,0.2907,4.14,"Direct combustion emissions from 54 owned and leased vehicles amounted to 11568 tCO2e, computed at Tier 2 using vehicle-class-specific DEFRA 2024 emission factors.","Emission intensity was 0.29 tCO2e per KSh million revenue, compared to a sector average of 1.03.","The 95% confidence interval on the total emission figure is ±4.1%, yielding a range of 17759–19293 tCO2e, derived from Bayesian Monte Carlo simulation using PyMC.",Transitioning 22% of the heavy diesel fleet to EVs could reduce Scope 1 emissions by an estimated 611 tCO2e annually at approximately KSh 9101 per tonne avoided.,"Direct combustion emissions from 54 owned and leased vehicles amounted to 11568 tCO2e, computed at Tier 2 using vehicle-class-specific DEFRA 2024 emission factors. Emission intensity was 0.29 tCO2e per KSh million revenue, compared to a sector average of 1.03. The 95% confidence interval on the total emission figure is ±4.1%, yielding a range of 17759–19293 tCO2e, derived from Bayesian Monte Carlo simulation using PyMC. Transitioning 22% of the heavy diesel fleet to EVs could reduce Scope 1 emissions by an estimated 611 tCO2e annually at approximately KSh 9101 per tonne avoided."
NAR-00144,Rhodes Stone and Davis,FJB,Telecommunications,2024,13775.54,19149.83,0.8049,3.65,"The company's direct fleet emissions totalled 13776 tCO2e in FY2024, representing 72% of the total transport footprint. DEFRA 2024 factors and IPCC AR6 GWP values were applied throughout.","The company achieved an emission intensity of 0.80 tCO2e/KSh M, a increase of 3.9% versus FY2023.","Uncertainty quantification via PyMC Monte Carlo (10,000 samples) yields a 95% CI of 18451–19849 tCO2e (±3.6%).",Transitioning 26% of the heavy diesel fleet to EVs could reduce Scope 1 emissions by an estimated 747 tCO2e annually at approximately KSh 5434 per tonne avoided.,"The company's direct fleet emissions totalled 13776 tCO2e in FY2024, representing 72% of the total transport footprint. DEFRA 2024 factors and IPCC AR6 GWP values were applied throughout. The company achieved an emission intensity of 0.80 tCO2e/KSh M, a increase of 3.9% versus FY2023. Uncertainty quantification via PyMC Monte Carlo (10,000 samples) yields a 95% CI of 18451–19849 tCO2e (±3.6%). Transitioning 26% of the heavy diesel fleet to EVs could reduce Scope 1 emissions by an estimated 747 tCO2e annually at approximately KSh 5434 per tonne avoided."
NAR-00087,Fraser Inc,DWE,Telecommunications,2024,11568.15,18525.55,0.2907,4.14,"Direct combustion emissions from 54 owned and leased vehicles amounted to 11568 tCO2e, computed at Tier 2 using vehicle-class-specific DEFRA 2024 emission factors.","The company achieved an emission intensity of 0.29 tCO2e/KSh M, a increase of 3.9% versus FY2023.","The 95% confidence interval on the total emission figure is ±4.1%, yielding a range of 17759–19293 tCO2e, derived from Bayesian Monte Carlo simulation using PyMC.",Transitioning 40% of the heavy diesel fleet to EVs could reduce Scope 1 emissions by an estimated 1112 tCO2e annually at approximately KSh 11408 per tonne avoided.,"Direct combustion emissions from 54 owned and leased vehicles amounted to 11568 tCO2e, computed at Tier 2 using vehicle-class-specific DEFRA 2024 emission factors. The company achieved an emission intensity of 0.29 tCO2e/KSh M, a increase of 3.9% versus FY2023. The 95% confidence interval on the total emission figure is ±4.1%, yielding a range of 17759–19293 tCO2e, derived from Bayesian Monte Carlo simulation using PyMC. Transitioning 40% of the heavy diesel fleet to EVs could reduce Scope 1 emissions by an estimated 1112 tCO2e annually at approximately KSh 11408 per tonne avoided."
NAR-00115,Roberts-Roberts,FXQ,Retail & FMCG,2024,2799.82,3665.2,0.1897,4.01,"Direct combustion emissions from 181 owned and leased vehicles amounted to 2800 tCO2e, computed at Tier 2 using vehicle-class-specific DEFRA 2024 emission factors.","Emission intensity was 0.19 tCO2e per KSh million revenue, compared to a sector average of 1.03.","The 95% confidence interval on the total emission figure is ±4.0%, yielding a range of 3518–3812 tCO2e, derived from Bayesian Monte Carlo simulation using PyMC.",Transitioning 43% of the heavy diesel fleet to EVs could reduce Scope 1 emissions by an estimated 236 tCO2e annually at approximately KSh 6843 per tonne avoided.,"Direct combustion emissions from 181 owned and leased vehicles amounted to 2800 tCO2e, computed at Tier 2 using vehicle-class-specific DEFRA 2024 emission factors. Emission intensity was 0.19 tCO2e per KSh million revenue, compared to a sector average of 1.03. The 95% confidence interval on the total emission figure is ±4.0%, yielding a range of 3518–3812 tCO2e, derived from Bayesian Monte Carlo simulation using PyMC. Transitioning 43% of the heavy diesel fleet to EVs could reduce Scope 1 emissions by an estimated 236 tCO2e annually at approximately KSh 6843 per tonne avoided."
NAR-00174,Fowler-Thomas,AIY,Real Estate,2024,12124.09,20620.97,0.7273,5.97,"Scope 1 emissions of 12124 tCO2e arise from direct combustion of petrol and diesel in the company's 102 vehicle fleet, calculated using DEFRA 2024 mobile combustion factors at Tier 2 by vehicle class, adjusted for Kenyan road conditions (+18% per NTSA data).","Transport emission intensity stood at 0.73 tCO2e per KSh million revenue, placing the company in the bottom quartile of the NSE peer group.","The 95% confidence interval on the total emission figure is ±6.0%, yielding a range of 19390–21852 tCO2e, derived from Bayesian Monte Carlo simulation using PyMC.","Route optimisation using AI-based traffic modelling could reduce fleet fuel consumption by approximately 22%, saving 680 tCO2e annually.","Scope 1 emissions of 12124 tCO2e arise from direct combustion of petrol and diesel in the company's 102 vehicle fleet, calculated using DEFRA 2024 mobile combustion factors at Tier 2 by vehicle class, adjusted for Kenyan road conditions (+18% per NTSA data). Transport emission intensity stood at 0.73 tCO2e per KSh million revenue, placing the company in the bottom quartile of the NSE peer group. The 95% confidence interval on the total emission figure is ±6.0%, yielding a range of 19390–21852 tCO2e, derived from Bayesian Monte Carlo simulation using PyMC. Route optimisation using AI-based traffic modelling could reduce fleet fuel consumption by approximately 22%, saving 680 tCO2e annually."
NAR-00006,Law Taylor and Morley,IYP,Banking & Finance,2024,13390.24,18798.29,2.2285,4.22,"Direct combustion emissions from 57 owned and leased vehicles amounted to 13390 tCO2e, computed at Tier 2 using vehicle-class-specific DEFRA 2024 emission factors.","The company achieved an emission intensity of 2.23 tCO2e/KSh M, a reduction of 3.8% versus FY2023.","Uncertainty quantification via PyMC Monte Carlo (10,000 samples) yields a 95% CI of 18005–19592 tCO2e (±4.2%).","Route optimisation using AI-based traffic modelling could reduce fleet fuel consumption by approximately 42%, saving 1184 tCO2e annually.","Direct combustion emissions from 57 owned and leased vehicles amounted to 13390 tCO2e, computed at Tier 2 using vehicle-class-specific DEFRA 2024 emission factors. The company achieved an emission intensity of 2.23 tCO2e/KSh M, a reduction of 3.8% versus FY2023. Uncertainty quantification via PyMC Monte Carlo (10,000 samples) yields a 95% CI of 18005–19592 tCO2e (±4.2%). Route optimisation using AI-based traffic modelling could reduce fleet fuel consumption by approximately 42%, saving 1184 tCO2e annually."
NAR-00127,French Cross and Middleton,FVX,Insurance,2024,7725.72,10648.88,0.1521,6.22,"The company's direct fleet emissions totalled 7726 tCO2e in FY2024, representing 73% of the total transport footprint. DEFRA 2024 factors and IPCC AR6 GWP values were applied throughout.","Emission intensity was 0.15 tCO2e per KSh million revenue, compared to a sector average of 1.03.","The 95% confidence interval on the total emission figure is ±6.2%, yielding a range of 9987–11311 tCO2e, derived from Bayesian Monte Carlo simulation using PyMC.",A remote-work policy covering 24% of office-based staff is projected to reduce Scope 3 Category 7 commute emissions by 383 tCO2e per year.,"The company's direct fleet emissions totalled 7726 tCO2e in FY2024, representing 73% of the total transport footprint. DEFRA 2024 factors and IPCC AR6 GWP values were applied throughout. Emission intensity was 0.15 tCO2e per KSh million revenue, compared to a sector average of 1.03. The 95% confidence interval on the total emission figure is ±6.2%, yielding a range of 9987–11311 tCO2e, derived from Bayesian Monte Carlo simulation using PyMC. A remote-work policy covering 24% of office-based staff is projected to reduce Scope 3 Category 7 commute emissions by 383 tCO2e per year."
NAR-00118,Payne Murray and Morgan,OIO,Telecommunications,2024,7347.75,10730.84,0.2426,7.24,"The company's direct fleet emissions totalled 7348 tCO2e in FY2024, representing 68% of the total transport footprint. DEFRA 2024 factors and IPCC AR6 GWP values were applied throughout.","Emission intensity was 0.24 tCO2e per KSh million revenue, compared to a sector average of 1.03.","Uncertainty quantification via PyMC Monte Carlo (10,000 samples) yields a 95% CI of 9954–11508 tCO2e (±7.2%).","Route optimisation using AI-based traffic modelling could reduce fleet fuel consumption by approximately 22%, saving 354 tCO2e annually.","The company's direct fleet emissions totalled 7348 tCO2e in FY2024, representing 68% of the total transport footprint. DEFRA 2024 factors and IPCC AR6 GWP values were applied throughout. Emission intensity was 0.24 tCO2e per KSh million revenue, compared to a sector average of 1.03. Uncertainty quantification via PyMC Monte Carlo (10,000 samples) yields a 95% CI of 9954–11508 tCO2e (±7.2%). Route optimisation using AI-based traffic modelling could reduce fleet fuel consumption by approximately 22%, saving 354 tCO2e annually."
NAR-00074,Knight-Law,UOK,Telecommunications,2024,1178.59,1850.0,0.1147,5.08,"Direct combustion emissions from 32 owned and leased vehicles amounted to 1179 tCO2e, computed at Tier 2 using vehicle-class-specific DEFRA 2024 emission factors.","The company achieved an emission intensity of 0.11 tCO2e/KSh M, a reduction of 0.4% versus FY2023.","The 95% confidence interval on the total emission figure is ±5.1%, yielding a range of 1756–1944 tCO2e, derived from Bayesian Monte Carlo simulation using PyMC.",A remote-work policy covering 47% of office-based staff is projected to reduce Scope 3 Category 7 commute emissions by 130 tCO2e per year.,"Direct combustion emissions from 32 owned and leased vehicles amounted to 1179 tCO2e, computed at Tier 2 using vehicle-class-specific DEFRA 2024 emission factors. The company achieved an emission intensity of 0.11 tCO2e/KSh M, a reduction of 0.4% versus FY2023. The 95% confidence interval on the total emission figure is ±5.1%, yielding a range of 1756–1944 tCO2e, derived from Bayesian Monte Carlo simulation using PyMC. A remote-work policy covering 47% of office-based staff is projected to reduce Scope 3 Category 7 commute emissions by 130 tCO2e per year."
NAR-00141,Knight-Law,UOK,Telecommunications,2024,1178.59,1850.0,0.1147,5.08,"Direct combustion emissions from 32 owned and leased vehicles amounted to 1179 tCO2e, computed at Tier 2 using vehicle-class-specific DEFRA 2024 emission factors.","Transport emission intensity stood at 0.11 tCO2e per KSh million revenue, placing the company in the top quartile of the NSE peer group.","Uncertainty quantification via PyMC Monte Carlo (10,000 samples) yields a 95% CI of 1756–1944 tCO2e (±5.1%).",A remote-work policy covering 37% of office-based staff is projected to reduce Scope 3 Category 7 commute emissions by 103 tCO2e per year.,"Direct combustion emissions from 32 owned and leased vehicles amounted to 1179 tCO2e, computed at Tier 2 using vehicle-class-specific DEFRA 2024 emission factors. Transport emission intensity stood at 0.11 tCO2e per KSh million revenue, placing the company in the top quartile of the NSE peer group. Uncertainty quantification via PyMC Monte Carlo (10,000 samples) yields a 95% CI of 1756–1944 tCO2e (±5.1%). A remote-work policy covering 37% of office-based staff is projected to reduce Scope 3 Category 7 commute emissions by 103 tCO2e per year."
NAR-00099,Webster-Byrne,MGG,Real Estate,2024,4230.26,6413.44,0.205,3.74,"The company's direct fleet emissions totalled 4230 tCO2e in FY2024, representing 66% of the total transport footprint. DEFRA 2024 factors and IPCC AR6 GWP values were applied throughout.","The company achieved an emission intensity of 0.20 tCO2e/KSh M, a reduction of 10.4% versus FY2023.","The 95% confidence interval on the total emission figure is ±3.7%, yielding a range of 6174–6653 tCO2e, derived from Bayesian Monte Carlo simulation using PyMC.",Transitioning 20% of the heavy diesel fleet to EVs could reduce Scope 1 emissions by an estimated 192 tCO2e annually at approximately KSh 13371 per tonne avoided.,"The company's direct fleet emissions totalled 4230 tCO2e in FY2024, representing 66% of the total transport footprint. DEFRA 2024 factors and IPCC AR6 GWP values were applied throughout. The company achieved an emission intensity of 0.20 tCO2e/KSh M, a reduction of 10.4% versus FY2023. The 95% confidence interval on the total emission figure is ±3.7%, yielding a range of 6174–6653 tCO2e, derived from Bayesian Monte Carlo simulation using PyMC. Transitioning 20% of the heavy diesel fleet to EVs could reduce Scope 1 emissions by an estimated 192 tCO2e annually at approximately KSh 13371 per tonne avoided."
NAR-00173,Scott Hawkins and Perry,JIG,Banking & Finance,2024,1182.89,1603.17,0.0211,7.7,"Scope 1 emissions of 1183 tCO2e arise from direct combustion of petrol and diesel in the company's 58 vehicle fleet, calculated using DEFRA 2024 mobile combustion factors at Tier 2 by vehicle class, adjusted for Kenyan road conditions (+18% per NTSA data).","Transport emission intensity stood at 0.02 tCO2e per KSh million revenue, placing the company in the top quartile of the NSE peer group.","The 95% confidence interval on the total emission figure is ±7.7%, yielding a range of 1480–1727 tCO2e, derived from Bayesian Monte Carlo simulation using PyMC.","Route optimisation using AI-based traffic modelling could reduce fleet fuel consumption by approximately 28%, saving 67 tCO2e annually.","Scope 1 emissions of 1183 tCO2e arise from direct combustion of petrol and diesel in the company's 58 vehicle fleet, calculated using DEFRA 2024 mobile combustion factors at Tier 2 by vehicle class, adjusted for Kenyan road conditions (+18% per NTSA data). Transport emission intensity stood at 0.02 tCO2e per KSh million revenue, placing the company in the top quartile of the NSE peer group. The 95% confidence interval on the total emission figure is ±7.7%, yielding a range of 1480–1727 tCO2e, derived from Bayesian Monte Carlo simulation using PyMC. Route optimisation using AI-based traffic modelling could reduce fleet fuel consumption by approximately 28%, saving 67 tCO2e annually."
NAR-00097,Skinner Inc,KOT,Energy & Petroleum,2024,12026.28,19994.48,1.3372,4.18,"The company's direct fleet emissions totalled 12026 tCO2e in FY2024, representing 60% of the total transport footprint. DEFRA 2024 factors and IPCC AR6 GWP values were applied throughout.","Transport emission intensity stood at 1.34 tCO2e per KSh million revenue, placing the company in the bottom quartile of the NSE peer group.","Uncertainty quantification via PyMC Monte Carlo (10,000 samples) yields a 95% CI of 19159–20830 tCO2e (±4.2%).",Transitioning 37% of the heavy diesel fleet to EVs could reduce Scope 1 emissions by an estimated 1110 tCO2e annually at approximately KSh 7272 per tonne avoided.,"The company's direct fleet emissions totalled 12026 tCO2e in FY2024, representing 60% of the total transport footprint. DEFRA 2024 factors and IPCC AR6 GWP values were applied throughout. Transport emission intensity stood at 1.34 tCO2e per KSh million revenue, placing the company in the bottom quartile of the NSE peer group. Uncertainty quantification via PyMC Monte Carlo (10,000 samples) yields a 95% CI of 19159–20830 tCO2e (±4.2%). Transitioning 37% of the heavy diesel fleet to EVs could reduce Scope 1 emissions by an estimated 1110 tCO2e annually at approximately KSh 7272 per tonne avoided."
NAR-00170,Jones Mason and Chapman,CPQ,Insurance,2024,11415.82,14993.34,0.1941,7.73,"The company's direct fleet emissions totalled 11416 tCO2e in FY2024, representing 76% of the total transport footprint. DEFRA 2024 factors and IPCC AR6 GWP values were applied throughout.","The company achieved an emission intensity of 0.19 tCO2e/KSh M, a increase of 6.5% versus FY2023.","Uncertainty quantification via PyMC Monte Carlo (10,000 samples) yields a 95% CI of 13834–16152 tCO2e (±7.7%).","Route optimisation using AI-based traffic modelling could reduce fleet fuel consumption by approximately 40%, saving 900 tCO2e annually.","The company's direct fleet emissions totalled 11416 tCO2e in FY2024, representing 76% of the total transport footprint. DEFRA 2024 factors and IPCC AR6 GWP values were applied throughout. The company achieved an emission intensity of 0.19 tCO2e/KSh M, a increase of 6.5% versus FY2023. Uncertainty quantification via PyMC Monte Carlo (10,000 samples) yields a 95% CI of 13834–16152 tCO2e (±7.7%). Route optimisation using AI-based traffic modelling could reduce fleet fuel consumption by approximately 40%, saving 900 tCO2e annually."
