anomaly_record_id,company_name,nse_code,vehicle_id,vehicle_class,transaction_date,fuel_declared_l,gps_km_logged,expected_fuel_l,delta_fuel_l,anomaly_flag,anomaly_type,anomaly_confidence,impact_tco2e,isolation_score,resolution_status
ANO-001913,Thompson Green and Lowe,ICD,ICD-CNG-038,cng_van,2024-05-17,84.1,149.5,19.41,64.69,1,impossible_consumption,0.8687,0.131968,-0.5325,resolved
ANO-001845,Greenwood-Parker,TRR,TRR-SUV-008,petrol_suv,2024-08-29,28.7,130.9,19.31,9.39,1,duplicate_entry,0.9272,0.021701,-0.4002,resolved
ANO-002468,Gibbs Byrne and White,TKR,TKR-CNG-041,cng_van,2024-10-03,16.3,158.6,20.59,-4.29,1,negative_km,0.8963,0.008752,-0.522,pending
ANO-001801,Jackson Baker and Wood,ITI,ITI-TRK-008,diesel_truck,2024-10-05,334.9,42.4,14.01,320.89,1,over_capacity,0.9613,0.84715,-0.5811,pending
ANO-001276,Whittaker Rogers and Rogers,FAQ,FAQ-TRK-037,diesel_truck,2024-03-31,269.9,133.7,44.17,225.73,1,excessive_idle,0.8215,0.595927,-0.5618,pending
ANO-000228,Shaw Ltd,FCJ,FCJ-BUS-002,diesel_bus,2024-07-13,241.6,208.3,44.24,197.36,1,over_capacity,0.9682,0.52103,-0.6504,pending
ANO-001693,James LLC,XEO,XEO-CNG-045,cng_van,2024-01-18,96.0,235.3,30.54,65.46,1,over_capacity,0.8697,0.133538,-0.5946,pending
ANO-000573,Jones Carter and Carr,UFG,UFG-CNG-029,cng_van,2024-12-01,42.5,0.0,0.0,42.5,1,zero_gps_nonzero_fuel,0.9259,0.0867,-0.7587,pending
ANO-001679,King-Bryant,IJP,IJP-4WD-002,petrol_4wd,2024-10-11,84.6,12.8,2.11,82.49,1,impossible_consumption,0.8206,0.217774,-0.7139,pending
ANO-001766,Carter-Payne,IUF,IUF-4WD-012,petrol_4wd,2024-01-13,66.0,191.9,31.7,34.3,1,excessive_idle,0.9198,0.090552,-0.7036,pending
ANO-001461,White Smith and Dean,DED,DED-CNG-044,cng_van,2024-05-16,50.8,230.8,29.96,20.84,1,duplicate_entry,0.8469,0.042514,-0.6067,pending
ANO-001450,Rogers-James,AFC,AFC-SUV-002,petrol_suv,2024-12-19,56.8,191.4,28.23,28.57,1,fuel_type_mismatch,0.8922,0.066025,-0.7461,pending
ANO-000781,Burton PLC,JBS,JBS-SUV-017,petrol_suv,2024-05-09,27.5,182.1,26.86,0.64,1,negative_km,0.9813,0.001479,-0.665,pending
ANO-001212,Harris-Brown,XXN,XXN-CAR-021,petrol_saloon,2024-10-28,73.8,250.4,24.23,49.57,1,over_capacity,0.8847,0.114556,-0.6742,pending
ANO-000258,Rogers-James,AFC,AFC-MTR-032,petrol_bike,2024-04-23,18.6,0.0,0.0,18.6,1,zero_gps_nonzero_fuel,0.9078,0.042706,-0.6201,escalated
ANO-001150,James LLC,XEO,XEO-4WD-016,petrol_4wd,2024-12-17,123.4,137.4,22.7,100.7,1,over_capacity,0.869,0.265848,-0.7132,pending
ANO-000157,Wood Ford and Smith,DFH,DFH-4WD-036,petrol_4wd,2024-10-04,102.4,228.9,37.81,64.59,1,over_capacity,0.9493,0.170518,-0.7093,escalated
ANO-000173,White Smith and Dean,DED,DED-TRK-035,diesel_truck,2024-12-21,20.7,164.8,54.45,-33.75,1,negative_km,0.8239,0.0891,-0.5724,pending
ANO-000719,Martin Inc,RRM,RRM-4WD-012,petrol_4wd,2024-06-13,69.7,42.1,6.95,62.75,1,excessive_idle,0.9168,0.16566,-0.6338,resolved
ANO-001986,Jones LLC,IBW,IBW-MTR-025,petrol_bike,2024-04-08,33.6,39.8,1.88,31.72,1,negative_km,0.9511,0.07283,-0.6123,pending
ANO-002203,Smith Holmes and Robinson,QNO,QNO-BUS-044,diesel_bus,2024-01-27,49.1,179.2,38.06,11.04,1,impossible_consumption,0.9794,0.029146,-0.8115,escalated
ANO-002018,White-Collins,XSE,XSE-CNG-016,cng_van,2024-03-04,58.4,217.2,28.19,30.21,1,duplicate_entry,0.8386,0.061628,-0.6293,pending
ANO-001252,Walsh-Brown,LZS,LZS-CAR-038,petrol_saloon,2024-04-18,38.7,20.6,1.99,36.71,1,excessive_idle,0.9324,0.084837,-0.7499,resolved
ANO-000218,Smith Group,QBD,QBD-LPG-036,lpg_van,2024-11-16,47.8,0.0,0.0,47.8,1,zero_gps_nonzero_fuel,0.9529,0.077914,-0.644,escalated
ANO-001288,Shepherd-Holden,PYE,PYE-TRK-040,diesel_truck,2024-12-30,225.2,151.0,49.89,175.31,1,excessive_idle,0.965,0.462818,-0.8009,pending
ANO-000598,Jones-Payne,JKJ,JKJ-BUS-025,diesel_bus,2024-08-01,148.0,20.3,4.31,143.69,1,impossible_consumption,0.9891,0.379342,-0.6277,pending
ANO-000523,Shaw Ltd,FCJ,FCJ-TRK-034,diesel_truck,2024-05-14,324.7,281.8,93.11,231.59,1,over_capacity,0.9821,0.611398,-0.4552,resolved
ANO-001211,Henderson-Bell,PPK,PPK-TRK-029,diesel_truck,2024-10-18,41.3,195.4,64.56,-23.26,1,negative_km,0.9627,0.061406,-0.809,resolved
ANO-001891,Shaw Ltd,FCJ,FCJ-TRK-004,diesel_truck,2024-08-21,231.4,28.0,9.25,222.15,1,excessive_idle,0.9606,0.586476,-0.5544,resolved
ANO-000575,Phillips-Phillips,OXF,OXF-CAR-049,petrol_saloon,2024-09-20,26.6,250.8,24.27,2.33,1,negative_km,0.9882,0.005385,-0.7336,pending
ANO-002067,Shaw Ltd,FCJ,FCJ-LPG-044,lpg_van,2024-07-26,43.5,22.1,3.13,40.37,1,fuel_type_mismatch,0.9306,0.065803,-0.4379,pending
ANO-000055,Smith Holmes and Robinson,QNO,QNO-TRK-029,diesel_truck,2024-03-18,20.8,176.3,58.25,-37.45,1,duplicate_entry,0.9213,0.098868,-0.7395,pending
ANO-000233,Butler-James,ZQM,ZQM-CAR-007,petrol_saloon,2024-02-19,24.8,0.0,0.0,24.8,1,zero_gps_nonzero_fuel,0.8245,0.057313,-0.7013,pending
ANO-000296,Morgan and Sons,NQY,NQY-SUV-008,petrol_suv,2024-05-11,54.3,46.1,6.8,47.5,1,excessive_idle,0.9429,0.109772,-0.4353,pending
ANO-001477,Hale Day and Hudson,VWT,VWT-4WD-003,petrol_4wd,2024-04-20,116.8,117.4,19.39,97.41,1,impossible_consumption,0.8737,0.257162,-0.5452,pending
ANO-002280,Davies Griffin and Clarke,ESU,ESU-MTR-049,petrol_bike,2024-07-05,20.1,283.3,13.37,6.73,1,over_capacity,0.9757,0.015452,-0.4652,pending
ANO-001293,Johnson Dixon and King,ADC,ADC-SUV-030,petrol_suv,2024-06-11,50.6,42.1,6.21,44.39,1,duplicate_entry,0.8745,0.102586,-0.7597,pending
ANO-001175,Johnson Dixon and King,ADC,ADC-MTR-011,petrol_bike,2024-05-26,49.1,278.4,13.14,35.96,1,fuel_type_mismatch,0.9767,0.082565,-0.5606,pending
ANO-001902,Patel PLC,OXH,OXH-BUS-020,diesel_bus,2024-10-03,43.7,263.4,55.95,-12.25,1,impossible_consumption,0.8233,0.03234,-0.5351,pending
ANO-001170,Archer Atkins and Goddard,TML,TML-MTR-042,petrol_bike,2024-04-07,66.2,0.0,0.0,66.2,1,zero_gps_nonzero_fuel,0.9325,0.151995,-0.702,pending
ANO-000138,Parry Gill and Jenkins,MSS,MSS-TRK-018,diesel_truck,2024-02-29,29.9,0.0,0.0,29.9,1,zero_gps_nonzero_fuel,0.8557,0.078936,-0.4445,pending
ANO-002015,Taylor Parkin and Reid,TSN,TSN-MTR-035,petrol_bike,2024-12-31,27.7,199.8,9.43,18.27,1,impossible_consumption,0.8291,0.041948,-0.5643,pending
ANO-000103,Patel-Robinson,CSA,CSA-TRK-044,diesel_truck,2024-08-08,14.3,192.2,63.5,-49.2,1,negative_km,0.8757,0.129888,-0.3983,escalated
ANO-001782,Patel-Robinson,CSA,CSA-VAN-023,diesel_van,2024-11-03,54.3,171.7,21.27,33.03,1,negative_km,0.9029,0.087199,-0.8477,resolved
ANO-000508,Rogers-James,AFC,AFC-VAN-038,diesel_van,2024-02-15,53.9,200.2,24.8,29.1,1,negative_km,0.911,0.076824,-0.7201,escalated
ANO-001315,Phillips-Phillips,OXF,OXF-TRK-016,diesel_truck,2024-09-07,52.3,66.0,21.81,30.49,1,fuel_type_mismatch,0.8731,0.080494,-0.6447,pending
ANO-001329,Griffiths Pearson and Hall,VUH,VUH-CAR-006,petrol_saloon,2024-04-09,39.3,161.1,15.59,23.71,1,fuel_type_mismatch,0.9505,0.054794,-0.5026,resolved
ANO-000650,O'Sullivan PLC,ZTD,ZTD-CNG-027,cng_van,2024-09-19,51.7,11.6,1.51,50.19,1,excessive_idle,0.8579,0.102388,-0.7168,pending
ANO-000596,Burton PLC,JBS,JBS-BUS-018,diesel_bus,2024-05-18,39.3,76.0,16.14,23.16,1,duplicate_entry,0.9271,0.061142,-0.6763,pending
ANO-001545,Jones Inc,MJJ,MJJ-4WD-046,petrol_4wd,2024-06-11,123.0,14.1,2.33,120.67,1,over_capacity,0.9464,0.318569,-0.5428,pending
ANO-001762,Martin-Jackson,JPG,JPG-CNG-041,cng_van,2024-09-21,60.8,0.0,0.0,60.8,1,zero_gps_nonzero_fuel,0.9548,0.124032,-0.803,resolved
ANO-001769,Taylor Parkin and Reid,TSN,TSN-4WD-001,petrol_4wd,2024-08-04,30.2,276.9,45.74,-15.54,1,negative_km,0.8531,0.041026,-0.8055,resolved
ANO-000818,Greenwood-Parker,TRR,TRR-MTR-004,petrol_bike,2024-11-02,45.6,264.9,12.5,33.1,1,fuel_type_mismatch,0.9098,0.075998,-0.5847,pending
ANO-001509,Jones LLC,IBW,IBW-CNG-036,cng_van,2024-04-17,40.6,145.6,18.9,21.7,1,impossible_consumption,0.9089,0.044268,-0.4333,pending
ANO-000426,Harris-Brown,XXN,XXN-CAR-027,petrol_saloon,2024-09-21,47.3,178.7,17.29,30.01,1,excessive_idle,0.9246,0.069353,-0.6048,pending
ANO-000563,Morgan and Sons,NQY,NQY-BUS-043,diesel_bus,2024-10-20,200.4,194.6,41.33,159.07,1,impossible_consumption,0.9149,0.419945,-0.7242,pending
ANO-000733,Parry Gill and Jenkins,MSS,MSS-BUS-016,diesel_bus,2024-05-15,59.9,111.7,23.73,36.17,1,negative_km,0.847,0.095489,-0.7691,pending
ANO-001183,Taylor-Ball,CGQ,CGQ-TRK-007,diesel_truck,2024-06-26,51.7,44.4,14.67,37.03,1,duplicate_entry,0.9367,0.097759,-0.4191,pending
ANO-002481,Gibbs Byrne and White,TKR,TKR-TRK-006,diesel_truck,2024-05-13,25.3,0.0,0.0,25.3,1,zero_gps_nonzero_fuel,0.9018,0.066792,-0.3635,escalated
ANO-000529,Martin Inc,RRM,RRM-4WD-041,petrol_4wd,2024-06-19,59.7,244.7,40.42,19.28,1,fuel_type_mismatch,0.9065,0.050899,-0.5942,escalated
ANO-000072,O'Sullivan PLC,ZTD,ZTD-TRK-021,diesel_truck,2024-09-10,328.6,287.6,95.02,233.58,1,over_capacity,0.9853,0.616651,-0.5161,pending
ANO-002262,Foster-Goddard,LJY,LJY-CAR-033,petrol_saloon,2024-04-22,38.5,203.0,19.64,18.86,1,impossible_consumption,0.852,0.043585,-0.6293,pending
ANO-000571,Smith Group,QBD,QBD-MTR-004,petrol_bike,2024-08-15,24.5,0.0,0.0,24.5,1,zero_gps_nonzero_fuel,0.9045,0.056252,-0.4024,resolved
ANO-000975,Phillips-Phillips,OXF,OXF-BUS-013,diesel_bus,2024-06-01,18.2,143.2,30.42,-12.22,1,negative_km,0.9432,0.032261,-0.4242,pending
ANO-001286,Phillips-Phillips,OXF,OXF-MTR-013,petrol_bike,2024-11-20,42.7,119.1,5.62,37.08,1,fuel_type_mismatch,0.9132,0.085135,-0.564,pending
ANO-002185,Dickinson Ltd,ZWK,ZWK-CAR-012,petrol_saloon,2024-03-22,39.9,10.4,1.01,38.89,1,duplicate_entry,0.8306,0.089875,-0.4654,pending
ANO-001038,Cross-Thomas,EHK,EHK-MTR-017,petrol_bike,2024-06-09,37.5,254.2,12.0,25.5,1,impossible_consumption,0.9452,0.058548,-0.5604,resolved
ANO-001719,Taylor-Ball,CGQ,CGQ-SUV-029,petrol_suv,2024-11-25,30.2,209.3,30.87,-0.67,1,negative_km,0.8304,0.001549,-0.5059,escalated
ANO-000682,Phillips-Phillips,OXF,OXF-VAN-034,diesel_van,2024-01-12,58.6,211.3,26.18,32.42,1,excessive_idle,0.8527,0.085589,-0.4584,escalated
ANO-000480,Parry Gill and Jenkins,MSS,MSS-CNG-019,cng_van,2024-10-02,52.2,200.9,26.08,26.12,1,impossible_consumption,0.8658,0.053285,-0.4016,resolved
ANO-000964,Henderson-Bell,PPK,PPK-CNG-028,cng_van,2024-04-12,73.0,262.8,34.11,38.89,1,impossible_consumption,0.8615,0.079336,-0.7296,escalated
ANO-000282,Jackson Baker and Wood,ITI,ITI-BUS-033,diesel_bus,2024-02-13,141.9,285.4,60.62,81.28,1,excessive_idle,0.8442,0.214579,-0.4391,pending
ANO-002315,Taylor Parkin and Reid,TSN,TSN-BUS-016,diesel_bus,2024-01-18,52.9,242.3,51.46,1.44,1,negative_km,0.9502,0.003802,-0.6117,pending
ANO-001064,Moore-Parry,FNM,FNM-CAR-027,petrol_saloon,2024-02-17,35.1,10.0,0.97,34.13,1,impossible_consumption,0.8989,0.078874,-0.7437,pending
ANO-002200,Gibbs Byrne and White,TKR,TKR-MTR-008,petrol_bike,2024-10-09,34.5,214.4,10.12,24.38,1,fuel_type_mismatch,0.8576,0.055976,-0.8241,pending
ANO-000785,Taylor Parkin and Reid,TSN,TSN-4WD-021,petrol_4wd,2024-09-08,17.0,267.2,44.14,-27.14,1,fuel_type_mismatch,0.972,0.07165,-0.8349,pending
ANO-000513,White Smith and Dean,DED,DED-LPG-017,lpg_van,2024-02-27,42.1,252.3,35.73,6.37,1,duplicate_entry,0.8716,0.010383,-0.5042,escalated
ANO-002237,Rogers-James,AFC,AFC-LPG-041,lpg_van,2024-07-26,51.9,0.0,0.0,51.9,1,zero_gps_nonzero_fuel,0.8278,0.084597,-0.4644,resolved
ANO-002099,White Smith and Dean,DED,DED-CNG-040,cng_van,2024-04-20,50.6,228.9,29.71,20.89,1,duplicate_entry,0.9715,0.042616,-0.6816,resolved
ANO-000146,King-Bryant,IJP,IJP-SUV-019,petrol_suv,2024-06-29,57.5,118.0,17.4,40.1,1,duplicate_entry,0.8457,0.092671,-0.7127,pending
ANO-002002,Carter-Payne,IUF,IUF-VAN-042,diesel_van,2024-09-24,70.9,15.9,1.97,68.93,1,impossible_consumption,0.8456,0.181975,-0.7471,pending
ANO-000898,Jones Carter and Carr,UFG,UFG-MTR-026,petrol_bike,2024-01-06,19.3,65.2,3.08,16.22,1,over_capacity,0.9244,0.037241,-0.7587,pending
ANO-000709,Franklin Bibi and Lewis,IDW,IDW-MTR-047,petrol_bike,2024-03-31,16.8,112.4,5.31,11.49,1,negative_km,0.9274,0.026381,-0.5612,resolved
ANO-001159,Martin Inc,RRM,RRM-LPG-009,lpg_van,2024-11-01,52.5,157.8,22.34,30.16,1,excessive_idle,0.9722,0.049161,-0.4383,pending
ANO-000718,Bennett-Evans,RPT,RPT-CNG-031,cng_van,2024-06-18,58.2,59.5,7.72,50.48,1,excessive_idle,0.8223,0.102979,-0.3514,resolved
ANO-002459,Jones LLC,IBW,IBW-4WD-008,petrol_4wd,2024-07-08,48.0,0.0,0.0,48.0,1,zero_gps_nonzero_fuel,0.8959,0.12672,-0.7896,resolved
ANO-000285,Carter-Payne,IUF,IUF-CNG-030,cng_van,2024-05-15,60.3,27.6,3.58,56.72,1,excessive_idle,0.8344,0.115709,-0.8499,pending
ANO-001018,Archer Atkins and Goddard,TML,TML-BUS-013,diesel_bus,2024-06-22,14.2,95.6,20.31,-6.11,1,fuel_type_mismatch,0.9788,0.01613,-0.7749,escalated
ANO-000858,James Hale and Shepherd,QSC,QSC-TRK-048,diesel_truck,2024-11-29,48.8,17.8,5.88,42.92,1,negative_km,0.871,0.113309,-0.603,escalated
ANO-000061,Davies Griffin and Clarke,ESU,ESU-VAN-027,diesel_van,2024-12-06,37.4,170.8,21.16,16.24,1,fuel_type_mismatch,0.9566,0.042874,-0.6268,pending
ANO-001897,Franklin Bibi and Lewis,IDW,IDW-MTR-004,petrol_bike,2024-08-04,12.6,207.8,9.81,2.79,1,excessive_idle,0.9303,0.006406,-0.6898,resolved
ANO-001724,Morgan and Sons,NQY,NQY-4WD-020,petrol_4wd,2024-01-25,53.0,29.4,4.86,48.14,1,duplicate_entry,0.952,0.12709,-0.7776,pending
ANO-001121,Parry Gill and Jenkins,MSS,MSS-TRK-022,diesel_truck,2024-03-15,21.7,91.8,30.33,-8.63,1,duplicate_entry,0.8987,0.022783,-0.8439,escalated
ANO-002464,Walsh-Brown,LZS,LZS-SUV-019,petrol_suv,2024-11-14,60.8,211.8,31.24,29.56,1,excessive_idle,0.8839,0.068313,-0.3837,resolved
ANO-001748,Johnson Dixon and King,ADC,ADC-MTR-017,petrol_bike,2024-06-23,15.4,35.1,1.66,13.74,1,impossible_consumption,0.8314,0.031547,-0.735,escalated
ANO-002110,Lee Miller and Gray,YNV,YNV-CNG-019,cng_van,2024-12-06,18.2,223.3,28.98,-10.78,1,negative_km,0.8657,0.021991,-0.6834,escalated
ANO-001608,Smith Group,QBD,QBD-CNG-036,cng_van,2024-06-22,93.0,103.7,13.46,79.54,1,impossible_consumption,0.8642,0.162262,-0.725,escalated
ANO-000171,O'Connor Inc,APN,APN-MTR-016,petrol_bike,2024-08-17,10.8,48.8,2.3,8.5,1,excessive_idle,0.9424,0.019516,-0.5903,pending
ANO-002152,Davies-Kennedy,DAB,DAB-VAN-045,diesel_van,2024-08-15,115.6,146.4,18.14,97.46,1,over_capacity,0.8234,0.257294,-0.7729,pending
ANO-000304,Gibbs Byrne and White,TKR,TKR-TRK-020,diesel_truck,2024-04-13,49.6,126.9,41.93,7.67,1,fuel_type_mismatch,0.8416,0.020249,-0.5248,pending
ANO-000510,Harris-Brown,XXN,XXN-VAN-013,diesel_van,2024-09-08,41.6,156.1,19.34,22.26,1,duplicate_entry,0.8747,0.058766,-0.6903,pending
ANO-000275,Morgan and Sons,NQY,NQY-TRK-020,diesel_truck,2024-08-19,270.7,156.8,51.81,218.89,1,excessive_idle,0.86,0.57787,-0.5392,escalated
ANO-002058,Smith Holmes and Robinson,QNO,QNO-LPG-008,lpg_van,2024-06-23,33.1,147.8,20.93,12.17,1,impossible_consumption,0.9083,0.019837,-0.808,resolved
ANO-001300,Cross-Thomas,EHK,EHK-CNG-015,cng_van,2024-05-24,92.7,162.8,21.13,71.57,1,over_capacity,0.97,0.146003,-0.8341,escalated
ANO-001711,Phillips-Phillips,OXF,OXF-LPG-026,lpg_van,2024-03-09,29.2,34.3,4.86,24.34,1,fuel_type_mismatch,0.8824,0.039674,-0.3734,resolved
ANO-000205,Dickinson Ltd,ZWK,ZWK-TRK-033,diesel_truck,2024-09-12,353.9,27.8,9.19,344.71,1,over_capacity,0.8421,0.910034,-0.731,resolved
ANO-001109,Jones-Payne,JKJ,JKJ-4WD-014,petrol_4wd,2024-08-09,33.5,31.5,5.2,28.3,1,duplicate_entry,0.9589,0.074712,-0.4541,pending
ANO-001454,Jones LLC,IBW,IBW-CNG-013,cng_van,2024-06-30,54.9,19.5,2.53,52.37,1,impossible_consumption,0.8447,0.106835,-0.3522,pending
ANO-001221,Gibbs Byrne and White,TKR,TKR-MTR-019,petrol_bike,2024-01-30,42.7,209.3,9.88,32.82,1,fuel_type_mismatch,0.9842,0.075355,-0.68,pending
ANO-001866,Whittaker Rogers and Rogers,FAQ,FAQ-BUS-005,diesel_bus,2024-05-23,30.0,134.6,28.59,1.41,1,duplicate_entry,0.8474,0.003722,-0.6819,pending
ANO-001173,O'Connor Inc,APN,APN-VAN-014,diesel_van,2024-12-05,44.1,95.7,11.86,32.24,1,negative_km,0.832,0.085114,-0.4726,pending
ANO-000825,Martin-Jackson,JPG,JPG-VAN-025,diesel_van,2024-10-12,98.0,270.6,33.53,64.47,1,over_capacity,0.8298,0.170201,-0.7532,pending
ANO-002344,White-Collins,XSE,XSE-TRK-003,diesel_truck,2024-10-09,12.6,199.0,65.75,-53.15,1,fuel_type_mismatch,0.92,0.140316,-0.7446,escalated
ANO-000967,Smith Group,QBD,QBD-TRK-021,diesel_truck,2024-01-06,383.4,38.6,12.75,370.65,1,over_capacity,0.9228,0.978516,-0.6528,resolved
ANO-000910,Bennett-Evans,RPT,RPT-CNG-046,cng_van,2024-12-17,28.1,52.7,6.84,21.26,1,fuel_type_mismatch,0.9794,0.04337,-0.3742,escalated
ANO-001298,Gibbs Byrne and White,TKR,TKR-LPG-046,lpg_van,2024-11-25,26.2,0.0,0.0,26.2,1,zero_gps_nonzero_fuel,0.9244,0.042706,-0.4931,pending
ANO-000600,Cross-Thomas,EHK,EHK-CNG-002,cng_van,2024-11-16,105.6,38.6,5.01,100.59,1,impossible_consumption,0.9684,0.205204,-0.3798,escalated
ANO-002460,Parry Gill and Jenkins,MSS,MSS-4WD-020,petrol_4wd,2024-12-27,30.9,253.2,41.83,-10.93,1,negative_km,0.854,0.028855,-0.8448,escalated
ANO-000273,Dawson Group,BKC,BKC-TRK-029,diesel_truck,2024-08-09,253.1,164.6,54.38,198.72,1,excessive_idle,0.9453,0.524621,-0.8049,escalated
ANO-000440,Cole Baxter and Smith,MMS,MMS-BUS-017,diesel_bus,2024-06-26,74.7,0.0,0.0,74.7,1,zero_gps_nonzero_fuel,0.839,0.197208,-0.8065,resolved
ANO-000063,Davies Griffin and Clarke,ESU,ESU-4WD-042,petrol_4wd,2024-08-25,39.3,274.7,45.38,-6.08,1,fuel_type_mismatch,0.8943,0.016051,-0.6265,pending
ANO-000104,Carter-Payne,IUF,IUF-CAR-006,petrol_saloon,2024-09-07,78.6,105.7,10.23,68.37,1,impossible_consumption,0.9887,0.158003,-0.6242,resolved
ANO-000582,Walsh-Brown,LZS,LZS-BUS-011,diesel_bus,2024-11-14,50.0,0.0,0.0,50.0,1,zero_gps_nonzero_fuel,0.8936,0.132,-0.3922,pending
ANO-001412,Patel-Robinson,CSA,CSA-CAR-047,petrol_saloon,2024-09-02,66.5,0.0,0.0,66.5,1,zero_gps_nonzero_fuel,0.9791,0.153681,-0.557,pending
ANO-000943,Bennett-Evans,RPT,RPT-SUV-022,petrol_suv,2024-02-27,28.0,277.7,40.96,-12.96,1,negative_km,0.8545,0.029951,-0.5214,pending
ANO-000642,Smith Group,QBD,QBD-MTR-002,petrol_bike,2024-04-05,41.6,0.0,0.0,41.6,1,zero_gps_nonzero_fuel,0.8573,0.095514,-0.7446,escalated
ANO-001858,Shepherd-Holden,PYE,PYE-LPG-038,lpg_van,2024-11-13,30.1,263.2,37.27,-7.17,1,negative_km,0.986,0.011687,-0.6056,pending
ANO-000312,Cross-Thomas,EHK,EHK-MTR-005,petrol_bike,2024-07-03,42.0,52.4,2.47,39.53,1,negative_km,0.8462,0.090761,-0.5243,pending
ANO-001060,Harris-Brown,XXN,XXN-LPG-032,lpg_van,2024-08-01,55.2,251.9,35.67,19.53,1,negative_km,0.9651,0.031834,-0.6504,pending
ANO-001409,Morgan and Sons,NQY,NQY-VAN-036,diesel_van,2024-11-29,54.2,0.0,0.0,54.2,1,zero_gps_nonzero_fuel,0.8792,0.143088,-0.5661,pending
ANO-001464,Bell Harris and Walters,PPW,PPW-SUV-012,petrol_suv,2024-12-13,71.3,272.5,40.19,31.11,1,impossible_consumption,0.982,0.071895,-0.7199,pending
ANO-001696,Lee Miller and Gray,YNV,YNV-TRK-019,diesel_truck,2024-05-26,27.3,232.5,76.82,-49.52,1,negative_km,0.8748,0.130733,-0.8441,pending
ANO-001324,Taylor Parkin and Reid,TSN,TSN-BUS-045,diesel_bus,2024-10-19,50.8,216.8,46.05,4.75,1,duplicate_entry,0.9393,0.01254,-0.5577,resolved
ANO-001943,Jones Inc,MJJ,MJJ-LPG-024,lpg_van,2024-10-04,26.3,129.3,18.31,7.99,1,negative_km,0.8497,0.013024,-0.8354,pending
ANO-001043,Franklin Bibi and Lewis,IDW,IDW-VAN-042,diesel_van,2024-06-28,116.0,178.8,22.15,93.85,1,impossible_consumption,0.9488,0.247764,-0.3982,pending
ANO-002100,Smith Group,QBD,QBD-MTR-040,petrol_bike,2024-06-19,21.3,110.4,5.21,16.09,1,negative_km,0.9717,0.036943,-0.4034,escalated
ANO-001911,Wood Ford and Smith,DFH,DFH-CAR-022,petrol_saloon,2024-01-11,41.7,173.1,16.75,24.95,1,excessive_idle,0.8431,0.05766,-0.6761,escalated
ANO-002172,Jones Stanley and Hughes,SZS,SZS-4WD-003,petrol_4wd,2024-05-19,111.8,89.4,14.77,97.03,1,over_capacity,0.8491,0.256159,-0.5752,escalated
ANO-001680,Patel-Robinson,CSA,CSA-CAR-002,petrol_saloon,2024-02-23,11.9,47.2,4.57,7.33,1,fuel_type_mismatch,0.9481,0.01694,-0.5887,pending
ANO-000412,Parry Gill and Jenkins,MSS,MSS-BUS-033,diesel_bus,2024-10-24,21.0,161.1,34.22,-13.22,1,fuel_type_mismatch,0.9086,0.034901,-0.5035,pending
ANO-001640,Harris-Brown,XXN,XXN-CNG-010,cng_van,2024-03-21,56.0,145.1,18.83,37.17,1,duplicate_entry,0.8733,0.075827,-0.7688,pending
ANO-002101,Parry Gill and Jenkins,MSS,MSS-LPG-035,lpg_van,2024-07-15,29.7,37.5,5.31,24.39,1,fuel_type_mismatch,0.9371,0.039756,-0.3536,pending
ANO-000798,Dickinson Ltd,ZWK,ZWK-TRK-033,diesel_truck,2024-08-18,250.4,221.8,73.28,177.12,1,excessive_idle,0.9707,0.467597,-0.7894,escalated
ANO-001954,Parry Gill and Jenkins,MSS,MSS-CNG-017,cng_van,2024-02-01,52.5,95.0,12.33,40.17,1,excessive_idle,0.843,0.081947,-0.5989,resolved
ANO-001933,Smith Holmes and Robinson,QNO,QNO-LPG-024,lpg_van,2024-11-03,61.8,201.3,28.5,33.3,1,excessive_idle,0.983,0.054279,-0.5067,resolved
ANO-000830,Davies Griffin and Clarke,ESU,ESU-MTR-005,petrol_bike,2024-11-25,38.5,289.2,13.65,24.85,1,impossible_consumption,0.8359,0.057056,-0.6927,escalated
ANO-000120,Howells Daniels and Talbot,XJS,XJS-LPG-001,lpg_van,2024-08-06,87.2,207.6,29.4,57.8,1,impossible_consumption,0.8717,0.094214,-0.3556,pending
ANO-001333,Archer Atkins and Goddard,TML,TML-CAR-002,petrol_saloon,2024-10-11,54.9,173.3,16.77,38.13,1,fuel_type_mismatch,0.8709,0.088119,-0.5773,resolved
ANO-000391,Hale Day and Hudson,VWT,VWT-4WD-031,petrol_4wd,2024-06-17,39.3,90.2,14.9,24.4,1,duplicate_entry,0.8408,0.064416,-0.5723,pending
ANO-001948,Griffiths Pearson and Hall,VUH,VUH-BUS-002,diesel_bus,2024-10-24,11.6,159.0,33.77,-22.17,1,fuel_type_mismatch,0.8519,0.058529,-0.4836,resolved
ANO-000835,Ward Smith and Clarke,BGC,BGC-4WD-003,petrol_4wd,2024-01-01,58.5,294.2,48.6,9.9,1,fuel_type_mismatch,0.9427,0.026136,-0.4577,pending
ANO-002472,Rogers-James,AFC,AFC-VAN-010,diesel_van,2024-02-03,23.6,276.7,34.28,-10.68,1,duplicate_entry,0.8652,0.028195,-0.4018,pending
ANO-001387,Taylor-Bartlett,GUJ,GUJ-BUS-025,diesel_bus,2024-10-25,71.7,232.3,49.34,22.36,1,impossible_consumption,0.8305,0.05903,-0.6596,pending
