sim_id,ev_mandate_pct,fuel_economy_std_pct,remote_work_pct,sector_baseline_tco2e,projected_reduction_tco2e,projected_total_tco2e,reduction_pct,ndc_2025_target,ndc_gap_tco2e,ndc_met,label_ndc_met
SIM-000028,21.9,48.8,25.8,218000,34509.0,183491.0,15.83,200000,0.0,1,yes
SIM-000032,6.2,22.1,6.9,218000,12613.8,205386.2,5.79,200000,5386.2,0,no
SIM-001327,39.8,5.3,22.2,218000,30931.9,187068.1,14.19,200000,0.0,1,yes
SIM-000773,26.3,33.3,2.0,218000,26861.3,191138.7,12.32,200000,0.0,1,yes
SIM-000777,90.3,22.0,5.6,218000,63696.9,154303.1,29.22,200000,0.0,1,yes
SIM-001725,64.9,16.5,57.6,218000,55955.1,162044.9,25.67,200000,0.0,1,yes
SIM-000555,77.0,36.2,21.2,218000,62818.1,155181.9,28.82,200000,0.0,1,yes
SIM-000695,29.0,6.7,6.5,218000,21639.8,196360.2,9.93,200000,0.0,1,yes
SIM-002423,52.4,9.9,4.5,218000,36771.0,181229.0,16.87,200000,0.0,1,yes
SIM-000145,79.1,12.0,13.8,218000,54495.4,163504.6,25.0,200000,0.0,1,yes
SIM-001962,94.5,4.7,18.9,218000,62437.4,155562.6,28.64,200000,0.0,1,yes
SIM-001388,89.2,34.8,45.7,218000,74709.3,143290.7,34.27,200000,0.0,1,yes
SIM-000616,69.2,39.2,54.7,218000,65446.9,152553.1,30.02,200000,0.0,1,yes
SIM-001027,48.4,10.2,41.5,218000,41465.5,176534.5,19.02,200000,0.0,1,yes
SIM-001112,34.4,33.5,23.9,218000,36601.1,181398.9,16.79,200000,0.0,1,yes
SIM-002260,12.2,49.0,35.1,218000,29957.9,188042.1,13.74,200000,0.0,1,yes
SIM-001427,47.0,14.4,60.0,218000,45387.6,172612.4,20.82,200000,0.0,1,yes
SIM-001821,31.9,48.3,55.9,218000,45495.4,172504.6,20.87,200000,0.0,1,yes
SIM-000459,14.9,46.4,20.0,218000,27865.8,190134.2,12.78,200000,0.0,1,yes
SIM-001414,59.1,0.9,0.6,218000,36880.0,181120.0,16.92,200000,0.0,1,yes
SIM-001932,29.9,49.5,24.9,218000,39118.0,178882.0,17.94,200000,0.0,1,yes
SIM-002198,95.5,14.3,25.5,218000,67211.0,150789.0,30.83,200000,0.0,1,yes
SIM-002214,27.8,3.7,27.1,218000,23129.1,194870.9,10.61,200000,0.0,1,yes
SIM-001542,45.3,17.3,27.8,218000,38558.0,179442.0,17.69,200000,0.0,1,yes
SIM-001441,72.3,47.4,37.9,218000,67573.4,150426.6,31.0,200000,0.0,1,yes
SIM-001277,82.9,40.1,38.3,218000,70928.3,147071.7,32.54,200000,0.0,1,yes
SIM-001936,83.8,12.3,7.9,218000,56199.1,161800.9,25.78,200000,0.0,1,yes
SIM-000944,16.2,35.4,50.6,218000,32125.8,185874.2,14.74,200000,0.0,1,yes
SIM-000570,63.0,22.4,21.7,218000,50074.5,167925.5,22.97,200000,0.0,1,yes
SIM-001577,37.8,8.1,33.6,218000,32392.8,185607.2,14.86,200000,0.0,1,yes
SIM-002463,11.8,28.5,30.7,218000,23119.6,194880.4,10.61,200000,0.0,1,yes
SIM-000515,69.3,22.1,15.8,218000,53131.8,164868.2,24.37,200000,0.0,1,yes
SIM-002157,86.6,33.1,39.7,218000,71080.8,146919.2,32.61,200000,0.0,1,yes
SIM-000579,61.8,4.9,13.4,218000,42449.2,175550.8,19.47,200000,0.0,1,yes
SIM-000168,83.8,6.8,1.1,218000,52936.2,165063.8,24.28,200000,0.0,1,yes
SIM-000314,43.9,6.0,29.0,218000,34935.2,183064.8,16.03,200000,0.0,1,yes
SIM-001408,40.8,22.6,28.6,218000,37523.9,180476.1,17.21,200000,0.0,1,yes
SIM-000344,64.6,33.1,20.5,218000,54397.9,163602.1,24.95,200000,0.0,1,yes
SIM-000948,10.2,28.0,24.1,218000,20360.5,197639.5,9.34,200000,0.0,1,yes
SIM-001602,17.3,29.9,28.8,218000,25704.9,192295.1,11.79,200000,0.0,1,yes
SIM-002068,12.4,3.3,7.7,218000,10074.7,207925.3,4.62,200000,7925.3,0,no
SIM-000605,98.6,10.8,47.8,218000,72998.5,145001.5,33.49,200000,0.0,1,yes
SIM-000360,65.4,22.6,5.8,218000,49087.6,168912.4,22.52,200000,0.0,1,yes
SIM-001463,43.8,31.8,41.3,218000,45809.5,172190.5,21.01,200000,0.0,1,yes
SIM-000432,44.2,19.0,50.0,218000,42277.8,175722.2,19.39,200000,0.0,1,yes
SIM-002148,31.6,33.0,41.7,218000,38099.6,179900.4,17.48,200000,0.0,1,yes
SIM-000941,95.0,18.1,38.6,218000,72011.1,145988.9,33.03,200000,0.0,1,yes
SIM-001565,31.2,0.8,10.0,218000,20690.8,197309.2,9.49,200000,0.0,1,yes
SIM-001773,72.9,48.2,19.9,218000,64351.7,153648.3,29.52,200000,0.0,1,yes
SIM-000474,40.1,24.0,17.2,218000,34984.4,183015.6,16.05,200000,0.0,1,yes
SIM-000473,96.6,39.0,57.3,218000,82587.1,135412.9,37.88,200000,0.0,1,yes
SIM-002222,30.1,44.0,37.1,218000,40240.9,177759.1,18.46,200000,0.0,1,yes
SIM-000462,60.5,29.9,34.7,218000,53489.8,164510.2,24.54,200000,0.0,1,yes
SIM-001010,31.5,19.8,21.5,218000,29868.5,188131.5,13.7,200000,0.0,1,yes
SIM-000075,46.0,34.4,39.0,218000,46601.5,171398.5,21.38,200000,0.0,1,yes
SIM-002458,72.6,30.1,7.0,218000,55954.0,162046.0,25.67,200000,0.0,1,yes
SIM-002129,24.9,28.3,45.2,218000,32731.9,185268.1,15.01,200000,0.0,1,yes
SIM-000506,46.8,35.6,13.2,218000,43212.9,174787.1,19.82,200000,0.0,1,yes
SIM-001325,27.4,46.2,33.9,218000,38260.5,179739.5,17.55,200000,0.0,1,yes
SIM-001599,94.5,22.6,24.1,218000,69384.1,148615.9,31.83,200000,0.0,1,yes
SIM-001848,78.1,18.2,12.1,218000,56144.7,161855.3,25.75,200000,0.0,1,yes
SIM-001216,63.0,44.8,17.6,218000,56099.2,161900.8,25.73,200000,0.0,1,yes
SIM-001089,43.4,17.2,27.8,218000,38002.2,179997.8,17.43,200000,0.0,1,yes
SIM-000929,74.8,7.9,1.2,218000,48514.2,169485.8,22.25,200000,0.0,1,yes
SIM-000754,26.1,21.2,55.3,218000,34404.1,183595.9,15.78,200000,0.0,1,yes
SIM-001191,28.1,6.4,42.5,218000,28127.3,189872.7,12.9,200000,0.0,1,yes
SIM-000992,42.7,5.7,31.2,218000,34156.9,183843.1,15.67,200000,0.0,1,yes
SIM-001597,39.4,11.6,14.0,218000,31181.4,186818.6,14.3,200000,0.0,1,yes
SIM-002216,88.9,15.5,8.6,218000,60633.7,157366.3,27.81,200000,0.0,1,yes
SIM-001345,19.4,24.5,45.1,218000,29057.2,188942.8,13.33,200000,0.0,1,yes
SIM-000904,22.8,19.6,4.8,218000,21266.0,196734.0,9.76,200000,0.0,1,yes
SIM-000147,28.0,39.0,20.1,218000,33240.0,184760.0,15.25,200000,0.0,1,yes
SIM-000549,97.0,37.1,55.0,218000,82103.9,135896.1,37.66,200000,0.0,1,yes
SIM-001534,94.9,39.9,19.9,218000,74678.3,143321.7,34.26,200000,0.0,1,yes
SIM-001090,98.0,41.5,46.7,218000,81847.8,136152.2,37.54,200000,0.0,1,yes
SIM-002247,74.9,41.5,21.9,218000,63498.0,154502.0,29.13,200000,0.0,1,yes
SIM-000840,14.9,10.8,35.1,218000,19676.1,198323.9,9.03,200000,0.0,1,yes
SIM-000594,74.9,38.2,46.5,218000,66696.0,151304.0,30.59,200000,0.0,1,yes
SIM-001907,28.7,37.7,50.0,218000,40245.6,177754.4,18.46,200000,0.0,1,yes
SIM-002295,96.0,3.1,6.0,218000,61367.8,156632.2,28.15,200000,0.0,1,yes
SIM-000581,28.3,38.8,59.1,218000,42017.4,175982.6,19.27,200000,0.0,1,yes
SIM-001393,83.1,9.1,34.9,218000,61084.5,156915.5,28.02,200000,0.0,1,yes
SIM-001026,2.6,20.4,9.4,218000,10495.3,207504.7,4.81,200000,7504.7,0,no
SIM-000316,51.3,39.4,16.1,218000,47168.9,170831.1,21.64,200000,0.0,1,yes
SIM-001606,20.0,11.3,13.4,218000,18793.3,199206.7,8.62,200000,0.0,1,yes
SIM-001554,96.8,26.3,53.7,218000,78595.4,139404.6,36.05,200000,0.0,1,yes
SIM-000110,42.9,41.8,57.1,218000,51434.9,166565.1,23.59,200000,0.0,1,yes
SIM-000776,7.2,21.6,58.5,218000,22861.5,195138.5,10.49,200000,0.0,1,yes
SIM-002261,56.0,33.5,57.6,218000,56623.1,161376.9,25.97,200000,0.0,1,yes
SIM-001225,14.6,35.6,11.3,218000,21975.1,196024.9,10.08,200000,0.0,1,yes
SIM-001380,59.2,37.1,5.3,218000,49208.5,168791.5,22.57,200000,0.0,1,yes
SIM-001658,57.0,40.8,12.9,218000,50289.1,167710.9,23.07,200000,0.0,1,yes
SIM-000712,9.3,47.5,12.0,218000,22969.7,195030.3,10.54,200000,0.0,1,yes
SIM-001390,11.7,6.5,13.4,218000,11672.5,206327.5,5.35,200000,6327.5,0,no
SIM-000675,31.4,7.6,48.4,218000,30395.9,187604.1,13.94,200000,0.0,1,yes
SIM-000352,73.5,39.7,44.5,218000,66665.6,151334.4,30.58,200000,0.0,1,yes
SIM-000903,46.0,30.7,33.4,218000,45094.6,172905.4,20.69,200000,0.0,1,yes
SIM-000175,32.3,47.8,57.4,218000,45888.9,172111.1,21.05,200000,0.0,1,yes
SIM-002181,55.1,0.3,39.3,218000,41015.4,176984.6,18.81,200000,0.0,1,yes
SIM-002150,98.7,23.8,18.4,218000,71636.6,146363.4,32.86,200000,0.0,1,yes
SIM-000349,30.4,14.2,24.5,218000,28540.6,189459.4,13.09,200000,0.0,1,yes
SIM-001817,47.6,12.3,31.7,218000,39304.9,178695.1,18.03,200000,0.0,1,yes
SIM-000142,81.2,10.7,59.7,218000,65350.7,152649.3,29.98,200000,0.0,1,yes
SIM-001470,23.5,48.1,30.4,218000,35242.2,182757.8,16.17,200000,0.0,1,yes
SIM-001374,34.0,18.1,23.7,218000,30919.0,187081.0,14.18,200000,0.0,1,yes
SIM-000248,32.4,11.3,52.1,218000,33702.2,184297.8,15.46,200000,0.0,1,yes
SIM-000337,68.5,39.7,52.5,218000,64676.1,153323.9,29.67,200000,0.0,1,yes
SIM-000942,75.1,38.4,15.3,218000,62161.4,155838.6,28.51,200000,0.0,1,yes
SIM-001423,92.5,14.8,23.1,218000,66054.5,151945.5,30.3,200000,0.0,1,yes
SIM-001430,91.7,31.9,25.6,218000,71967.4,146032.6,33.01,200000,0.0,1,yes
SIM-000289,95.0,7.5,46.9,218000,70373.7,147626.3,32.28,200000,0.0,1,yes
SIM-000163,94.9,7.2,42.2,218000,68380.0,149620.0,31.37,200000,0.0,1,yes
SIM-000113,85.0,11.0,15.1,218000,57713.3,160286.7,26.47,200000,0.0,1,yes
SIM-000643,21.3,49.2,26.7,218000,33902.0,184098.0,15.55,200000,0.0,1,yes
SIM-001145,82.8,26.5,47.3,218000,68219.6,149780.4,31.29,200000,0.0,1,yes
SIM-002390,24.1,20.6,37.6,218000,28419.4,189580.6,13.04,200000,0.0,1,yes
SIM-002211,25.2,38.7,29.1,218000,34364.5,183635.5,15.76,200000,0.0,1,yes
SIM-000631,26.9,21.1,50.5,218000,33342.6,184657.4,15.29,200000,0.0,1,yes
SIM-000896,65.1,15.9,59.3,218000,56301.2,161698.8,25.83,200000,0.0,1,yes
SIM-000454,53.4,48.7,46.4,218000,57786.7,160213.3,26.51,200000,0.0,1,yes
SIM-000336,30.7,46.5,44.6,218000,42684.7,175315.3,19.58,200000,0.0,1,yes
SIM-002055,0.7,17.8,28.3,218000,12005.0,205995.0,5.51,200000,5995.0,0,no
SIM-000038,94.8,40.0,7.6,218000,71931.5,146068.5,33.0,200000,0.0,1,yes
SIM-001171,85.1,36.7,54.9,218000,74545.4,143454.6,34.2,200000,0.0,1,yes
SIM-000561,36.8,23.6,24.0,218000,35510.4,182489.6,16.29,200000,0.0,1,yes
SIM-001396,35.1,12.4,51.4,218000,34974.7,183025.3,16.04,200000,0.0,1,yes
SIM-000035,79.2,31.9,33.4,218000,64846.5,153153.5,29.75,200000,0.0,1,yes
SIM-001555,10.8,19.6,35.7,218000,19667.2,198332.8,9.02,200000,0.0,1,yes
SIM-000436,83.7,27.5,18.9,218000,64056.7,153943.3,29.38,200000,0.0,1,yes
SIM-001009,92.7,36.6,22.2,218000,73385.3,144614.7,33.66,200000,0.0,1,yes
SIM-000866,24.9,44.0,19.9,218000,33328.9,184671.1,15.29,200000,0.0,1,yes
SIM-000716,13.6,36.5,4.9,218000,20738.3,197261.7,9.51,200000,0.0,1,yes
SIM-000187,45.6,8.7,15.3,218000,33212.0,184788.0,15.23,200000,0.0,1,yes
SIM-000676,51.7,24.0,32.4,218000,46025.0,171975.0,21.11,200000,0.0,1,yes
SIM-001499,73.5,11.4,51.6,218000,58558.5,159441.5,26.86,200000,0.0,1,yes
SIM-001576,37.3,2.3,57.2,218000,35067.5,182932.5,16.09,200000,0.0,1,yes
SIM-000109,35.7,17.6,44.3,218000,36953.3,181046.7,16.95,200000,0.0,1,yes
SIM-001444,45.8,17.3,35.9,218000,41188.0,176812.0,18.89,200000,0.0,1,yes
SIM-001022,27.8,20.0,14.7,218000,25855.9,192144.1,11.86,200000,0.0,1,yes
SIM-000618,58.6,34.6,54.7,218000,58332.0,159668.0,26.76,200000,0.0,1,yes
SIM-000749,60.2,25.5,31.9,218000,51447.9,166552.1,23.6,200000,0.0,1,yes
SIM-001939,64.9,7.7,11.1,218000,44845.3,173154.7,20.57,200000,0.0,1,yes
SIM-000926,49.0,27.7,9.3,218000,40385.3,177614.7,18.53,200000,0.0,1,yes
SIM-002270,55.4,35.8,44.7,218000,53788.3,164211.7,24.67,200000,0.0,1,yes
SIM-001760,68.8,21.7,40.3,218000,57110.0,160890.0,26.2,200000,0.0,1,yes
SIM-001988,12.6,26.0,53.9,218000,26889.0,191111.0,12.33,200000,0.0,1,yes
SIM-000447,13.1,33.5,27.6,218000,24084.0,193916.0,11.05,200000,0.0,1,yes
SIM-002023,32.7,22.4,4.7,218000,28066.4,189933.6,12.87,200000,0.0,1,yes
SIM-002035,27.1,5.2,6.8,218000,20055.5,197944.5,9.2,200000,0.0,1,yes
SIM-001379,58.6,44.3,34.5,218000,57175.0,160825.0,26.23,200000,0.0,1,yes
SIM-001190,29.2,27.4,19.5,218000,30053.3,187946.7,13.79,200000,0.0,1,yes
SIM-001510,94.8,42.2,12.6,218000,74041.5,143958.5,33.96,200000,0.0,1,yes
SIM-001403,61.2,0.7,42.6,218000,46212.2,171787.8,21.2,200000,0.0,1,yes
SIM-002210,21.6,44.5,54.1,218000,39026.2,178973.8,17.9,200000,0.0,1,yes
SIM-002456,22.2,24.3,5.6,218000,22432.3,195567.7,10.29,200000,0.0,1,yes
SIM-002429,54.9,49.7,7.0,218000,50544.4,167455.6,23.19,200000,0.0,1,yes
SIM-000853,24.0,21.9,23.5,218000,26349.5,191650.5,12.09,200000,0.0,1,yes
SIM-000208,6.3,22.0,56.9,218000,22258.8,195741.2,10.21,200000,0.0,1,yes
SIM-000874,8.7,3.1,22.3,218000,11039.7,206960.3,5.06,200000,6960.3,0,no
SIM-001326,46.2,14.3,24.3,218000,37631.1,180368.9,17.26,200000,0.0,1,yes
SIM-001420,78.4,12.1,23.9,218000,56837.9,161162.1,26.07,200000,0.0,1,yes
SIM-000311,62.2,14.8,15.1,218000,45256.7,172743.3,20.76,200000,0.0,1,yes
SIM-002240,77.0,8.7,10.0,218000,51312.8,166687.2,23.54,200000,0.0,1,yes
SIM-001644,25.4,42.8,23.6,218000,33951.6,184048.4,15.57,200000,0.0,1,yes
SIM-001196,45.3,49.7,19.4,218000,47773.3,170226.7,21.91,200000,0.0,1,yes
SIM-000965,96.9,6.1,27.1,218000,65785.6,152214.4,30.18,200000,0.0,1,yes
SIM-002091,37.1,32.9,6.0,218000,34714.4,183285.6,15.92,200000,0.0,1,yes
SIM-001736,33.5,28.9,23.4,218000,33742.1,184257.9,15.48,200000,0.0,1,yes
SIM-002098,90.8,29.4,8.7,218000,66915.4,151084.6,30.7,200000,0.0,1,yes
SIM-000339,29.9,12.0,0.8,218000,21537.7,196462.3,9.88,200000,0.0,1,yes
SIM-001677,0.7,46.4,18.8,218000,19459.6,198540.4,8.93,200000,0.0,1,yes
SIM-000341,65.7,9.7,43.0,218000,52470.7,165529.3,24.07,200000,0.0,1,yes
SIM-000837,25.0,25.9,13.6,218000,26092.4,191907.6,11.97,200000,0.0,1,yes
SIM-001496,90.2,2.4,23.7,218000,59997.7,158002.3,27.52,200000,0.0,1,yes
SIM-001910,11.5,37.9,47.8,218000,29098.3,188901.7,13.35,200000,0.0,1,yes
SIM-000158,82.9,26.7,34.2,218000,66723.0,151277.0,30.61,200000,0.0,1,yes
SIM-000224,46.4,42.4,21.3,218000,46432.4,171567.6,21.3,200000,0.0,1,yes
SIM-000848,25.9,43.4,42.9,218000,38153.8,179846.2,17.5,200000,0.0,1,yes
SIM-000430,20.3,20.7,33.8,218000,26314.5,191685.5,12.07,200000,0.0,1,yes
SIM-001346,53.3,49.5,28.1,218000,53732.9,164267.1,24.65,200000,0.0,1,yes
SIM-002019,21.2,11.7,36.4,218000,23273.9,194726.1,10.68,200000,0.0,1,yes
SIM-000276,32.6,47.8,54.5,218000,46316.2,171683.8,21.25,200000,0.0,1,yes
SIM-000832,39.6,37.3,36.5,218000,43921.8,174078.2,20.15,200000,0.0,1,yes
SIM-001014,56.3,33.2,22.8,218000,49257.1,168742.9,22.59,200000,0.0,1,yes
SIM-000890,68.7,15.6,36.4,218000,54538.7,163461.3,25.02,200000,0.0,1,yes
SIM-000630,86.9,23.7,45.8,218000,70122.9,147877.1,32.17,200000,0.0,1,yes
SIM-001046,90.0,39.9,41.3,218000,76564.6,141435.4,35.12,200000,0.0,1,yes
SIM-002139,16.3,19.5,12.4,218000,18839.1,199160.9,8.64,200000,0.0,1,yes
SIM-002297,46.2,25.5,17.7,218000,40352.2,177647.8,18.51,200000,0.0,1,yes
SIM-000574,77.8,9.7,43.5,218000,58856.4,159143.6,27.0,200000,0.0,1,yes
SIM-001148,88.3,44.7,53.1,218000,78778.7,139221.3,36.14,200000,0.0,1,yes
SIM-000246,89.2,4.4,55.1,218000,66877.1,151122.9,30.68,200000,0.0,1,yes
SIM-002364,70.3,44.7,14.1,218000,60975.9,157024.1,27.97,200000,0.0,1,yes
SIM-002137,11.0,20.4,37.5,218000,20940.7,197059.3,9.61,200000,0.0,1,yes
SIM-001011,3.2,35.6,53.1,218000,24744.0,193256.0,11.35,200000,0.0,1,yes
SIM-001685,30.9,6.1,22.0,218000,24581.2,193418.8,11.28,200000,0.0,1,yes
SIM-002233,28.7,25.7,26.7,218000,31211.5,186788.5,14.32,200000,0.0,1,yes
SIM-000416,23.8,2.6,20.7,218000,19390.1,198609.9,8.89,200000,0.0,1,yes
SIM-000698,37.4,12.6,47.4,218000,36032.7,181967.3,16.53,200000,0.0,1,yes
SIM-002476,57.5,18.6,10.7,218000,43560.2,174439.8,19.98,200000,0.0,1,yes
SIM-001342,45.5,3.4,29.4,218000,34229.9,183770.1,15.7,200000,0.0,1,yes
SIM-001953,5.2,26.8,46.7,218000,21192.9,196807.1,9.72,200000,0.0,1,yes
SIM-001389,17.9,2.5,22.6,218000,16394.2,201605.8,7.52,200000,1605.8,0,no
SIM-000407,53.3,8.8,13.2,218000,38744.2,179255.8,17.77,200000,0.0,1,yes
SIM-000118,36.8,30.7,30.4,218000,38003.0,179997.0,17.43,200000,0.0,1,yes
SIM-002385,73.1,19.0,39.5,218000,58525.6,159474.4,26.85,200000,0.0,1,yes
SIM-000626,75.7,15.4,22.2,218000,55427.1,162572.9,25.43,200000,0.0,1,yes
SIM-000102,51.6,24.8,0.6,218000,40487.7,177512.3,18.57,200000,0.0,1,yes
SIM-002495,65.3,10.9,38.8,218000,51168.8,166831.2,23.47,200000,0.0,1,yes
SIM-001401,11.1,31.0,37.8,218000,24768.0,193232.0,11.36,200000,0.0,1,yes
SIM-000622,61.2,10.1,49.7,218000,50782.4,167217.6,23.29,200000,0.0,1,yes
SIM-001949,45.6,27.1,46.5,218000,45944.8,172055.2,21.08,200000,0.0,1,yes
SIM-001531,98.3,0.8,59.1,218000,71510.8,146489.2,32.8,200000,0.0,1,yes
SIM-001915,53.5,36.0,54.3,218000,55696.8,162303.2,25.55,200000,0.0,1,yes
SIM-002448,8.7,4.9,11.5,218000,9022.1,208977.9,4.14,200000,8977.9,0,no
SIM-000318,61.8,44.6,8.0,218000,53230.6,164769.4,24.42,200000,0.0,1,yes
SIM-001913,49.1,9.0,40.9,218000,41395.7,176604.3,18.99,200000,0.0,1,yes
SIM-001845,83.2,2.7,36.2,218000,58800.2,159199.8,26.97,200000,0.0,1,yes
SIM-002468,13.8,5.7,28.8,218000,16532.1,201467.9,7.58,200000,1467.9,0,no
SIM-001801,27.9,33.7,12.2,218000,30061.5,187938.5,13.79,200000,0.0,1,yes
SIM-001276,84.3,18.6,19.9,218000,61857.7,156142.3,28.38,200000,0.0,1,yes
SIM-000228,57.9,31.0,59.1,218000,56793.1,161206.9,26.05,200000,0.0,1,yes
SIM-001693,24.0,31.6,3.1,218000,25760.3,192239.7,11.82,200000,0.0,1,yes
SIM-000573,10.4,46.8,24.1,218000,26374.7,191625.3,12.1,200000,0.0,1,yes
SIM-001679,29.7,2.5,26.6,218000,24511.7,193488.3,11.24,200000,0.0,1,yes
SIM-001766,6.6,14.0,35.9,218000,16089.7,201910.3,7.38,200000,1910.3,0,no
SIM-001461,54.9,44.6,49.8,218000,58571.3,159428.7,26.87,200000,0.0,1,yes
SIM-001450,91.4,30.1,14.6,218000,68147.0,149853.0,31.26,200000,0.0,1,yes
SIM-000781,95.4,19.9,6.5,218000,65453.0,152547.0,30.02,200000,0.0,1,yes
SIM-001212,33.1,1.6,17.8,218000,24910.4,193089.6,11.43,200000,0.0,1,yes
SIM-000258,40.0,18.0,16.4,218000,33969.0,184031.0,15.58,200000,0.0,1,yes
SIM-001150,96.5,15.8,23.4,218000,68349.4,149650.6,31.35,200000,0.0,1,yes
SIM-000157,8.3,48.5,5.2,218000,21767.0,196233.0,9.98,200000,0.0,1,yes
SIM-000173,76.4,8.6,11.8,218000,52487.9,165512.1,24.08,200000,0.0,1,yes
SIM-000719,9.3,13.8,51.9,218000,20827.3,197172.7,9.55,200000,0.0,1,yes
SIM-001986,37.5,26.7,34.9,218000,38688.6,179311.4,17.75,200000,0.0,1,yes
SIM-002203,70.7,4.6,21.2,218000,49329.5,168670.5,22.63,200000,0.0,1,yes
SIM-002018,31.2,3.0,35.2,218000,27682.0,190318.0,12.7,200000,0.0,1,yes
SIM-001252,50.9,45.4,25.1,218000,50919.5,167080.5,23.36,200000,0.0,1,yes
SIM-000218,14.2,2.1,9.9,218000,11841.3,206158.7,5.43,200000,6158.7,0,no
SIM-001288,9.3,44.7,32.9,218000,26563.4,191436.6,12.19,200000,0.0,1,yes
SIM-000598,70.2,17.6,10.7,218000,50395.9,167604.1,23.12,200000,0.0,1,yes
SIM-000523,29.4,8.1,58.1,218000,31302.8,186697.2,14.36,200000,0.0,1,yes
SIM-001211,56.4,9.4,30.8,218000,44267.8,173732.2,20.31,200000,0.0,1,yes
SIM-001891,20.8,20.7,54.8,218000,30051.9,187948.1,13.79,200000,0.0,1,yes
SIM-000575,12.9,38.3,21.3,218000,25138.2,192861.8,11.53,200000,0.0,1,yes
SIM-002067,55.9,27.1,0.1,218000,43114.4,174885.6,19.78,200000,0.0,1,yes
SIM-000055,28.7,13.3,9.9,218000,23681.1,194318.9,10.86,200000,0.0,1,yes
SIM-000233,45.7,7.4,31.6,218000,36013.1,181986.9,16.52,200000,0.0,1,yes
SIM-000296,95.7,43.4,58.2,218000,83634.8,134365.2,38.36,200000,0.0,1,yes
SIM-001477,49.0,3.7,31.4,218000,37826.1,180173.9,17.35,200000,0.0,1,yes
SIM-002280,87.9,31.5,30.8,218000,69485.0,148515.0,31.87,200000,0.0,1,yes
SIM-001293,32.1,8.5,51.1,218000,31884.8,186115.2,14.63,200000,0.0,1,yes
SIM-001175,76.2,31.3,48.4,218000,66563.8,151436.2,30.53,200000,0.0,1,yes
SIM-001902,41.0,20.6,24.7,218000,36519.2,181480.8,16.75,200000,0.0,1,yes
SIM-001170,95.5,41.2,21.3,218000,75952.9,142047.1,34.84,200000,0.0,1,yes
SIM-000138,39.0,45.6,56.2,218000,49275.2,168724.8,22.6,200000,0.0,1,yes
SIM-002015,16.7,49.0,55.9,218000,37373.5,180626.5,17.14,200000,0.0,1,yes
SIM-000103,44.8,21.5,15.7,218000,38079.5,179920.5,17.47,200000,0.0,1,yes
SIM-001782,91.2,15.1,12.2,218000,63294.1,154705.9,29.03,200000,0.0,1,yes
SIM-000508,18.6,20.3,41.6,218000,26067.7,191932.3,11.96,200000,0.0,1,yes
SIM-001315,72.6,4.7,0.6,218000,46105.9,171894.1,21.15,200000,0.0,1,yes
SIM-001329,43.2,46.1,37.5,218000,48047.8,169952.2,22.04,200000,0.0,1,yes
SIM-000650,83.0,19.7,21.2,218000,61579.8,156420.2,28.25,200000,0.0,1,yes
SIM-000596,91.1,20.1,24.7,218000,66745.7,151254.3,30.62,200000,0.0,1,yes
SIM-001545,33.5,15.8,18.3,218000,29008.1,188991.9,13.31,200000,0.0,1,yes
SIM-001762,22.2,25.9,13.7,218000,24948.3,193051.7,11.44,200000,0.0,1,yes
SIM-001769,70.5,31.4,17.4,218000,56290.6,161709.4,25.82,200000,0.0,1,yes
SIM-000818,1.1,17.1,52.3,218000,16989.2,201010.8,7.79,200000,1010.8,0,no
SIM-001509,87.1,49.6,46.3,218000,79157.3,138842.7,36.31,200000,0.0,1,yes
SIM-000426,17.5,6.3,9.7,218000,14098.0,203902.0,6.47,200000,3902.0,0,no
SIM-000563,47.2,9.5,31.2,218000,37650.6,180349.4,17.27,200000,0.0,1,yes
SIM-000733,74.6,25.9,47.4,218000,62728.8,155271.2,28.77,200000,0.0,1,yes
SIM-001183,93.3,41.0,21.3,218000,74626.9,143373.1,34.23,200000,0.0,1,yes
SIM-002481,0.9,25.7,20.8,218000,12485.1,205514.9,5.73,200000,5514.9,0,no
SIM-000529,75.5,13.4,16.1,218000,53428.2,164571.8,24.51,200000,0.0,1,yes
SIM-000072,54.2,19.6,48.5,218000,49640.5,168359.5,22.77,200000,0.0,1,yes
SIM-002262,50.8,4.1,4.5,218000,33400.5,184599.5,15.32,200000,0.0,1,yes
SIM-000571,30.3,15.6,49.5,218000,33427.0,184573.0,15.33,200000,0.0,1,yes
SIM-000975,29.2,43.0,41.7,218000,40320.3,177679.7,18.5,200000,0.0,1,yes
SIM-001286,23.5,7.0,58.2,218000,28048.7,189951.3,12.87,200000,0.0,1,yes
SIM-002185,58.1,41.6,23.4,218000,53277.1,164722.9,24.44,200000,0.0,1,yes
SIM-001038,91.4,3.6,3.4,218000,57341.6,160658.4,26.3,200000,0.0,1,yes
SIM-001719,67.1,4.7,56.8,218000,54274.9,163725.1,24.9,200000,0.0,1,yes
SIM-000682,12.6,30.1,41.3,218000,25209.4,192790.6,11.56,200000,0.0,1,yes
SIM-000480,86.2,15.5,16.0,218000,60107.0,157893.0,27.57,200000,0.0,1,yes
SIM-000964,34.4,32.9,58.9,218000,42623.3,175376.7,19.55,200000,0.0,1,yes
SIM-000282,49.0,29.3,1.6,218000,40561.1,177438.9,18.61,200000,0.0,1,yes
SIM-002315,6.7,29.0,15.8,218000,17429.6,200570.4,8.0,200000,570.4,0,no
