gps_record_id,fuel_record_id,company_name,nse_code,vehicle_id,vehicle_class,transaction_date,gps_km_logged,fuel_declared_l,expected_fuel_l,delta_fuel_l,cross_validation,match_confidence,anomaly_flag,anomaly_type
GPS-0015013,FC-0015013,Reeves-Giles,DEX,DEX-BUS-001,diesel_bus,2024-05-09,44.1,41.83,43.61,-1.78,pass,0.9881,0,clean
GPS-0003001,FC-0003001,Sharpe Inc,BKO,BKO-CAR-009,petrol_saloon,2024-06-26,11.5,11.4,11.94,-0.54,pass,0.9312,0,clean
GPS-0005406,FC-0005406,Morgan Inc,GUF,GUF-CNG-017,cng_van,2024-07-12,16.4,15.63,16.03,-0.4,pass,0.9862,0,clean
GPS-0013404,FC-0013404,Gallagher-White,YXO,YXO-CAR-012,petrol_saloon,2024-09-03,40.7,40.58,42.24,-1.66,pass,0.9307,0,clean
GPS-0009281,FC-0009281,Davis Carey and Singh,DSU,DSU-SUV-004,petrol_suv,2024-08-02,65.4,63.63,63.69,-0.06,pass,0.9733,0,clean
GPS-0009890,FC-0009890,Jones-Lewis,YLL,YLL-CAR-011,petrol_saloon,2024-09-12,21.0,19.85,20.81,-0.96,pass,0.9669,0,clean
GPS-0014562,FC-0014562,Jones-Powell,JHW,JHW-SUV-007,petrol_suv,2024-04-15,20.4,20.55,20.24,0.31,pass,0.9638,0,clean
GPS-0014004,FC-0014004,Atkins-Barry,DXZ,DXZ-BUS-001,diesel_bus,2024-04-12,48.6,48.42,46.45,1.97,pass,0.9622,0,clean
GPS-0015015,FC-0015015,Reeves-Giles,DEX,DEX-SUV-002,petrol_suv,2024-06-05,64.0,63.9,63.41,0.49,pass,0.975,0,clean
GPS-0001839,FC-0001839,Jones Chapman and Atkins,HTH,HTH-CAR-018,petrol_saloon,2024-01-10,24.4,24.48,25.26,-0.78,pass,0.965,0,clean
GPS-0010314,FC-0010314,Davies-Baker,PSO,PSO-CAR-007,petrol_saloon,2024-02-21,10.7,10.73,11.05,-0.32,pass,0.9589,0,clean
GPS-0014634,FC-0014634,Atkins-Sutton,ZCV,ZCV-CAR-001,petrol_saloon,2024-07-02,34.3,32.75,33.36,-0.61,pass,0.9584,0,clean
GPS-0013697,FC-0013697,Ellis-Davies,EYQ,EYQ-MTR-003,petrol_bike,2024-08-15,13.5,13.3,13.75,-0.45,pass,0.9862,0,clean
GPS-0006732,FC-0006732,Banks Clarke and Stephenson,WEX,WEX-TRK-027,diesel_truck,2024-01-30,139.6,146.32,142.6,3.72,pass,0.9473,0,clean
GPS-0013219,FC-0013219,Moran Knight and Moore,QSY,QSY-CAR-003,petrol_saloon,2024-11-12,38.7,40.67,40.04,0.63,pass,0.9713,0,clean
GPS-0004871,FC-0004871,Sanderson Williamson and Tomlinson,YCE,YCE-TRK-003,diesel_truck,2024-11-30,126.5,117.7,121.29,-3.59,pass,0.9895,0,clean
GPS-0000713,FC-0000713,Read-Ahmed,BIQ,BIQ-VAN-026,diesel_van,2024-10-04,16.0,15.95,16.75,-0.8,pass,0.9374,0,clean
GPS-0002605,FC-0002605,Dixon Inc,VOQ,VOQ-MTR-014,petrol_bike,2024-09-26,19.1,14.7,19.46,-4.76,pass,0.964,0,clean
GPS-0007264,FC-0007264,Warner Group,HGG,HGG-SUV-004,petrol_suv,2024-05-11,15.5,16.52,15.94,0.58,pass,0.9618,0,clean
GPS-0012534,FC-0012534,Powell-Moore,BQR,BQR-MTR-008,petrol_bike,2024-11-27,2.0,1.93,2.03,-0.1,pass,0.9767,0,clean
GPS-0011399,FC-0011399,Knight PLC,CYB,CYB-TRK-011,diesel_truck,2024-08-04,125.6,125.81,124.56,1.25,pass,0.9537,0,clean
GPS-0013136,FC-0013136,Morris Jackson and Lambert,PEA,PEA-SUV-009,petrol_suv,2024-02-21,21.0,20.07,20.05,0.02,pass,0.9617,0,clean
GPS-0000915,FC-0000915,Wilson-Smith,PMF,PMF-4WD-012,petrol_4wd,2024-01-23,7.4,7.91,7.73,0.18,pass,0.9372,0,clean
GPS-0006297,FC-0006297,Shaw-James,IGZ,IGZ-CAR-003,petrol_saloon,2024-10-29,27.0,26.25,27.22,-0.97,pass,0.9382,0,clean
GPS-0007627,FC-0007627,Edwards PLC,JCU,JCU-CNG-001,cng_van,2024-11-25,26.4,26.02,26.91,-0.89,pass,0.9464,0,clean
GPS-0005381,FC-0005381,Webster Ltd,KNI,KNI-CAR-008,petrol_saloon,2024-10-26,25.1,24.25,25.05,-0.8,pass,0.9306,0,clean
GPS-0002154,FC-0002154,Willis Mistry and Jones,DOH,DOH-CAR-005,petrol_saloon,2024-09-09,40.6,40.36,42.29,-1.93,pass,0.9355,0,clean
GPS-0013711,FC-0013711,Ellis-Davies,EYQ,EYQ-MTR-004,petrol_bike,2024-01-15,12.7,11.95,12.26,-0.31,pass,0.9881,0,clean
GPS-0013870,FC-0013870,O'Neill-Riley,MCK,MCK-SUV-007,petrol_suv,2024-09-12,54.0,49.81,51.71,-1.9,pass,0.9775,0,clean
GPS-0013876,FC-0013876,O'Neill-Riley,MCK,MCK-SUV-012,petrol_suv,2024-08-10,29.4,28.88,28.28,0.6,pass,0.956,0,clean
GPS-0013349,FC-0013349,Collier Bolton and Winter,PNS,PNS-CAR-010,petrol_saloon,2024-05-31,32.0,31.37,32.0,-0.63,pass,0.9789,0,clean
GPS-0001057,FC-0001057,Joyce and Sons,QEG,QEG-4WD-005,petrol_4wd,2024-11-19,31.4,29.29,30.13,-0.84,pass,0.9715,0,clean
GPS-0011353,FC-0011353,Jackson and Sons,ARN,ARN-VAN-005,diesel_van,2024-08-31,39.2,37.47,38.12,-0.65,pass,0.945,0,clean
GPS-0006048,FC-0006048,Harrison-Elliott,YJT,YJT-CAR-022,petrol_saloon,2024-07-30,7.0,7.05,7.25,-0.2,pass,0.9698,0,clean
GPS-0009423,FC-0009423,Campbell Ali and Knight,RVT,RVT-CAR-022,petrol_saloon,2024-07-29,20.2,19.9,19.83,0.07,pass,0.941,0,clean
GPS-0007072,FC-0007072,Stewart Green and Slater,WCS,WCS-SUV-013,petrol_suv,2024-04-14,32.6,32.51,31.51,1.0,pass,0.9488,0,clean
GPS-0007867,FC-0007867,Watkins Davies and Browne,JOU,JOU-MTR-002,petrol_bike,2024-01-11,17.7,14.7,17.83,-3.13,pass,0.957,0,clean
GPS-0002599,FC-0002599,Dixon Inc,VOQ,VOQ-MTR-007,petrol_bike,2024-12-20,8.9,8.53,8.59,-0.06,pass,0.9728,0,clean
GPS-0013579,FC-0013579,Jones Kaur and Tomlinson,BJD,BJD-4WD-001,petrol_4wd,2024-06-09,53.5,50.04,52.19,-2.15,pass,0.9462,0,clean
GPS-0005539,FC-0005539,Wilson White and Campbell,ABK,ABK-CAR-014,petrol_saloon,2024-09-16,5.7,6.14,5.86,0.28,pass,0.988,0,clean
GPS-0004586,FC-0004586,O'Brien LLC,RCA,RCA-SUV-011,petrol_suv,2024-09-06,63.6,61.85,63.12,-1.27,pass,0.9473,0,clean
GPS-0007939,FC-0007939,Clarke Morris and Roberts,ASZ,ASZ-VAN-012,diesel_van,2024-07-13,3.1,3.11,3.16,-0.05,pass,0.9423,0,clean
GPS-0008999,FC-0008999,Walker Inc,QMI,QMI-TRK-003,diesel_truck,2024-11-29,54.3,54.2,56.37,-2.17,pass,0.9556,0,clean
GPS-0011228,FC-0011228,Smith Inc,IHH,IHH-CAR-009,petrol_saloon,2024-09-25,12.4,12.12,11.89,0.23,pass,0.9363,0,clean
GPS-0014842,FC-0014842,Myers Kelly and Gardner,SCJ,SCJ-CAR-001,petrol_saloon,2024-10-16,21.8,20.38,21.33,-0.95,pass,0.9711,0,clean
GPS-0002628,FC-0002628,Bell Day and Martin,PJJ,PJJ-BUS-017,diesel_bus,2024-02-25,47.2,45.14,46.64,-1.5,pass,0.9431,0,clean
GPS-0007590,FC-0007590,Cooper Wright and O'Brien,ZCA,ZCA-CAR-011,petrol_saloon,2024-03-22,28.4,27.9,28.64,-0.74,pass,0.9794,0,clean
GPS-0004006,FC-0004006,Finch Group,GGM,GGM-CAR-007,petrol_saloon,2024-07-28,30.6,32.14,30.8,1.34,pass,0.9692,0,clean
GPS-0001111,FC-0001111,Hodgson Ahmed and Higgins,NID,NID-CAR-008,petrol_saloon,2024-09-28,20.5,19.98,20.74,-0.76,pass,0.947,0,clean
GPS-0003791,FC-0003791,Evans Roberts and Bailey,QDO,QDO-SUV-003,petrol_suv,2024-05-13,14.9,14.81,14.78,0.03,pass,0.9511,0,clean
GPS-0007830,FC-0007830,Brown-Young,UNB,UNB-CAR-007,petrol_saloon,2024-03-24,18.8,19.31,19.81,-0.5,pass,0.9412,0,clean
GPS-0002676,FC-0002676,Middleton Inc,KTL,KTL-CNG-002,cng_van,2024-10-01,19.6,18.37,19.11,-0.74,pass,0.9416,0,clean
GPS-0006402,FC-0006402,Dawson Inc,BBY,BBY-CAR-007,petrol_saloon,2024-10-08,18.2,17.92,18.28,-0.36,pass,0.9462,0,clean
GPS-0002488,FC-0002488,Green-Stanley,NXH,NXH-CAR-024,petrol_saloon,2024-12-29,23.0,23.34,22.96,0.38,pass,0.976,0,clean
GPS-0007162,FC-0007162,Shaw LLC,PIV,PIV-CAR-004,petrol_saloon,2024-12-26,42.0,43.63,42.53,1.1,pass,0.9689,0,clean
GPS-0007321,FC-0007321,Davison Murphy and Hart,CDE,CDE-BUS-001,diesel_bus,2024-12-09,23.7,23.46,23.13,0.33,pass,0.9728,0,clean
GPS-0000969,FC-0000969,Miller-Foster,ZDP,ZDP-VAN-011,diesel_van,2024-01-11,37.9,39.51,38.52,0.99,pass,0.9573,0,clean
GPS-0000113,FC-0000113,Payne LLC,KXU,KXU-CAR-009,petrol_saloon,2024-04-07,18.7,17.23,17.94,-0.71,pass,0.9495,0,clean
GPS-0013898,FC-0013898,O'Neill-Riley,MCK,MCK-SUV-012,petrol_suv,2024-04-16,22.3,21.16,21.33,-0.17,pass,0.9656,0,clean
GPS-0009402,FC-0009402,Iqbal Inc,SUM,SUM-CAR-010,petrol_saloon,2024-08-29,33.3,34.95,34.88,0.07,pass,0.9331,0,clean
GPS-0002096,FC-0002096,Wall and Sons,SNJ,SNJ-TRK-007,diesel_truck,2024-08-09,66.0,65.05,63.4,1.65,pass,0.9355,0,clean
GPS-0004172,FC-0004172,Palmer Inc,AHX,AHX-TRK-024,diesel_truck,2024-03-24,94.7,95.55,98.26,-2.71,pass,0.9504,0,clean
GPS-0009803,FC-0009803,Johnson Group,HFP,HFP-SUV-025,petrol_suv,2024-03-03,65.5,63.88,63.17,0.71,pass,0.975,0,clean
GPS-0004275,FC-0004275,Clarke and Sons,LFY,LFY-CAR-009,petrol_saloon,2024-09-22,10.7,10.6,10.47,0.13,pass,0.9895,0,clean
GPS-0012944,FC-0012944,Nixon-Jones,AOQ,AOQ-SUV-018,petrol_suv,2024-10-24,36.0,37.03,35.95,1.08,pass,0.9649,0,clean
GPS-0014758,FC-0014758,Smith-Begum,BIT,BIT-BUS-019,diesel_bus,2024-12-17,70.8,70.79,71.79,-1.0,pass,0.9808,0,clean
GPS-0005342,FC-0005342,Bevan-Griffiths,FJD,FJD-MTR-003,petrol_bike,2024-03-04,1.2,1.23,1.25,-0.02,pass,0.949,0,clean
GPS-0013256,FC-0013256,Jarvis Savage and Middleton,XYS,XYS-CAR-013,petrol_saloon,2024-08-24,32.7,31.21,32.58,-1.37,pass,0.9811,0,clean
GPS-0014280,FC-0014280,Glover-Thomas,VAP,VAP-CAR-012,petrol_saloon,2024-05-12,15.9,15.97,15.24,0.73,pass,0.9348,0,clean
GPS-0008539,FC-0008539,Bradley-Lambert,OML,OML-CAR-001,petrol_saloon,2024-10-24,4.9,5.18,5.06,0.12,pass,0.9404,0,clean
GPS-0006675,FC-0006675,Dunn Smith and Mahmood,XLG,XLG-MTR-022,petrol_bike,2024-09-02,12.2,12.2,11.77,0.43,pass,0.9436,0,clean
GPS-0014890,FC-0014890,Davies-Dixon,MUB,MUB-SUV-008,petrol_suv,2024-10-26,27.8,28.06,28.54,-0.48,pass,0.9875,0,clean
GPS-0004662,FC-0004662,Reynolds Bowen and Williamson,BVH,BVH-SUV-011,petrol_suv,2024-04-28,18.2,18.18,18.2,-0.02,pass,0.9746,0,clean
GPS-0014680,FC-0014680,Ellis Gregory and Walsh,KGN,KGN-VAN-004,diesel_van,2024-12-30,46.7,48.42,46.43,1.99,pass,0.982,0,clean
GPS-0009313,FC-0009313,Davis Carey and Singh,DSU,DSU-SUV-001,petrol_suv,2024-06-27,33.6,34.09,32.76,1.33,pass,0.946,0,clean
GPS-0013081,FC-0013081,Lees PLC,YIY,YIY-CAR-009,petrol_saloon,2024-10-06,7.1,7.02,7.2,-0.18,pass,0.9835,0,clean
GPS-0003217,FC-0003217,Lawson Inc,FTP,FTP-TRK-002,diesel_truck,2024-04-21,35.7,35.48,34.43,1.05,pass,0.9649,0,clean
GPS-0009796,FC-0009796,Johnson Group,HFP,HFP-VAN-012,diesel_van,2024-11-02,12.9,12.53,12.75,-0.22,pass,0.9566,0,clean
GPS-0013860,FC-0013860,Lewis Inc,BQI,BQI-MTR-011,petrol_bike,2024-09-01,5.5,5.47,5.68,-0.21,pass,0.955,0,clean
GPS-0002229,FC-0002229,Davey Gill and Wallace,EWL,EWL-CAR-013,petrol_saloon,2024-02-26,40.0,43.03,41.97,1.06,pass,0.9347,0,clean
GPS-0014001,FC-0014001,Atkins-Barry,DXZ,DXZ-CAR-002,petrol_saloon,2024-11-10,10.2,9.59,9.82,-0.23,pass,0.9682,0,clean
GPS-0009191,FC-0009191,Atkins-Williams,CUT,CUT-SUV-007,petrol_suv,2024-12-10,7.3,7.11,7.18,-0.07,pass,0.9541,0,clean
GPS-0014391,FC-0014391,Banks-Bartlett,RMD,RMD-TRK-007,diesel_truck,2024-04-16,34.5,35.91,35.39,0.52,pass,0.9657,0,clean
GPS-0011064,FC-0011064,Scott-Holland,SKP,SKP-MTR-010,petrol_bike,2024-05-01,2.1,1.99,2.07,-0.08,pass,0.9443,0,clean
GPS-0007613,FC-0007613,Edwards PLC,JCU,JCU-MTR-014,petrol_bike,2024-01-31,13.6,13.32,13.31,0.01,pass,0.9857,0,clean
GPS-0000390,FC-0000390,Andrews Edwards and George,RYN,RYN-TRK-025,diesel_truck,2024-11-16,121.8,120.76,121.19,-0.43,pass,0.9656,0,clean
GPS-0000604,FC-0000604,Wright Group,CVA,CVA-SUV-011,petrol_suv,2024-12-29,35.4,37.74,36.49,1.25,pass,0.9346,0,clean
GPS-0004471,FC-0004471,Curtis Ltd,TWL,TWL-LPG-030,lpg_van,2024-09-25,9.9,10.38,9.88,0.5,pass,0.9394,0,clean
GPS-0009520,FC-0009520,Andrews-Phillips,PRA,PRA-MTR-019,petrol_bike,2024-02-14,20.5,14.7,19.52,-4.82,pass,0.9597,0,clean
GPS-0009675,FC-0009675,Kemp James and Ellis,LWZ,LWZ-CAR-016,petrol_saloon,2024-04-18,34.0,34.23,34.0,0.23,pass,0.9601,0,clean
GPS-0004561,FC-0004561,O'Brien LLC,RCA,RCA-MTR-009,petrol_bike,2024-10-09,9.2,8.72,8.84,-0.12,pass,0.9815,0,clean
GPS-0000610,FC-0000610,Wright Group,CVA,CVA-CAR-002,petrol_saloon,2024-05-09,29.4,26.8,28.12,-1.32,pass,0.9833,0,clean
GPS-0008844,FC-0008844,Howard LLC,FGQ,FGQ-4WD-002,petrol_4wd,2024-02-12,34.7,34.7,33.09,1.61,pass,0.9463,0,clean
GPS-0010634,FC-0010634,Brown James and Palmer,LAZ,LAZ-MTR-019,petrol_bike,2024-12-27,6.1,6.24,6.19,0.05,pass,0.9461,0,clean
GPS-0006834,FC-0006834,Winter Campbell and Houghton,TRU,TRU-CAR-004,petrol_saloon,2024-04-19,31.8,30.52,31.84,-1.32,pass,0.966,0,clean
GPS-0004716,FC-0004716,Rose-Wright,RFP,RFP-4WD-004,petrol_4wd,2024-07-10,8.6,8.49,8.59,-0.1,pass,0.954,0,clean
GPS-0014558,FC-0014558,Jones-Powell,JHW,JHW-MTR-006,petrol_bike,2024-10-30,7.7,7.75,7.41,0.34,pass,0.9392,0,clean
GPS-0010977,FC-0010977,Nelson Watts and Nelson,PZJ,PZJ-4WD-005,petrol_4wd,2024-02-04,60.2,62.03,60.25,1.78,pass,0.9367,0,clean
GPS-0008620,FC-0008620,Jones-Davies,IWY,IWY-CAR-004,petrol_saloon,2024-11-27,17.1,17.46,16.74,0.72,pass,0.9338,0,clean
GPS-0011198,FC-0011198,Young Robson and Farrell,BVA,BVA-CAR-005,petrol_saloon,2024-10-25,33.8,33.42,32.87,0.55,pass,0.9329,0,clean
GPS-0005658,FC-0005658,Jackson-McDonald,SAA,SAA-4WD-006,petrol_4wd,2024-03-13,47.8,50.76,49.59,1.17,pass,0.9749,0,clean
GPS-0011942,FC-0011942,Campbell Lewis and Campbell,UBC,UBC-SUV-001,petrol_suv,2024-12-28,54.8,52.28,53.47,-1.19,pass,0.9535,0,clean
GPS-0003638,FC-0003638,Briggs Cooke and Wright,DLP,DLP-MTR-016,petrol_bike,2024-05-20,12.3,12.33,12.88,-0.55,pass,0.9788,0,clean
GPS-0001842,FC-0001842,Jones Chapman and Atkins,HTH,HTH-CAR-017,petrol_saloon,2024-02-28,40.3,38.91,38.58,0.33,pass,0.9519,0,clean
GPS-0006070,FC-0006070,Harrison-Elliott,YJT,YJT-TRK-015,diesel_truck,2024-12-10,111.1,109.78,111.81,-2.03,pass,0.956,0,clean
GPS-0013855,FC-0013855,Lewis Inc,BQI,BQI-CAR-003,petrol_saloon,2024-06-21,19.9,20.86,20.98,-0.12,pass,0.9772,0,clean
GPS-0014388,FC-0014388,Banks-Bartlett,RMD,RMD-CAR-009,petrol_saloon,2024-06-24,20.5,21.46,21.53,-0.07,pass,0.9706,0,clean
GPS-0013440,FC-0013440,Thomas Brown and Graham,BFE,BFE-CAR-005,petrol_saloon,2024-07-09,21.1,22.11,22.17,-0.06,pass,0.9423,0,clean
GPS-0012794,FC-0012794,Leach LLC,CCW,CCW-VAN-002,diesel_van,2024-12-22,5.6,5.43,5.63,-0.2,pass,0.9637,0,clean
GPS-0007068,FC-0007068,Stewart Green and Slater,WCS,WCS-CAR-008,petrol_saloon,2024-02-15,21.9,23.08,22.23,0.85,pass,0.9738,0,clean
GPS-0011015,FC-0011015,Parsons-Cook,AIA,AIA-CAR-017,petrol_saloon,2024-07-13,24.3,23.94,23.65,0.29,pass,0.9446,0,clean
GPS-0000344,FC-0000344,Clark Dawson and Atkinson,ODV,ODV-MTR-007,petrol_bike,2024-09-19,4.7,4.39,4.51,-0.12,pass,0.9577,0,clean
GPS-0000602,FC-0000602,Wright Group,CVA,CVA-4WD-015,petrol_4wd,2024-06-02,71.2,69.34,71.3,-1.96,pass,0.9381,0,clean
GPS-0005198,FC-0005198,Richardson-Jones,BAM,BAM-BUS-008,diesel_bus,2024-04-26,33.1,32.8,34.05,-1.25,pass,0.9843,0,clean
GPS-0004674,FC-0004674,Reynolds Bowen and Williamson,BVH,BVH-VAN-012,diesel_van,2024-01-30,51.6,48.97,50.69,-1.72,pass,0.9378,0,clean
GPS-0009635,FC-0009635,Kemp James and Ellis,LWZ,LWZ-VAN-015,diesel_van,2024-03-04,4.4,4.16,4.31,-0.15,pass,0.9654,0,clean
GPS-0012155,FC-0012155,Baxter Parsons and Wall,JAI,JAI-SUV-010,petrol_suv,2024-07-28,20.1,21.05,20.92,0.13,pass,0.9835,0,clean
GPS-0009780,FC-0009780,Johnson Group,HFP,HFP-CAR-002,petrol_saloon,2024-04-14,9.0,8.81,8.97,-0.16,pass,0.943,0,clean
GPS-0001454,FC-0001454,Charlton Ltd,LLI,LLI-4WD-002,petrol_4wd,2024-03-19,16.8,17.66,17.53,0.13,pass,0.9751,0,clean
GPS-0011921,FC-0011921,Gordon LLC,NCR,NCR-CNG-014,cng_van,2024-11-10,14.8,13.89,14.41,-0.52,pass,0.9823,0,clean
GPS-0012391,FC-0012391,Bowen-Griffiths,JPQ,JPQ-4WD-014,petrol_4wd,2024-05-07,28.2,29.59,29.5,0.09,pass,0.9334,0,clean
GPS-0009577,FC-0009577,Harvey-Holland,XWM,XWM-SUV-023,petrol_suv,2024-01-02,26.3,24.95,25.99,-1.04,pass,0.9541,0,clean
GPS-0005651,FC-0005651,Jackson-McDonald,SAA,SAA-LPG-011,lpg_van,2024-01-30,26.0,26.43,25.62,0.81,pass,0.9485,0,clean
GPS-0004015,FC-0004015,Finch Group,GGM,GGM-CAR-020,petrol_saloon,2024-11-06,28.4,28.72,29.52,-0.8,pass,0.9549,0,clean
GPS-0009452,FC-0009452,Smith LLC,AZD,AZD-SUV-014,petrol_suv,2024-08-11,51.3,52.4,50.28,2.12,pass,0.9351,0,clean
GPS-0010171,FC-0010171,Ward Burgess and Thomas,BVJ,BVJ-MTR-010,petrol_bike,2024-10-29,5.8,5.7,5.73,-0.03,pass,0.9509,0,clean
GPS-0007296,FC-0007296,Davison Murphy and Hart,CDE,CDE-CAR-005,petrol_saloon,2024-08-26,16.2,16.14,15.82,0.32,pass,0.9378,0,clean
GPS-0008534,FC-0008534,Bradley-Lambert,OML,OML-BUS-008,diesel_bus,2024-07-23,15.3,14.83,14.63,0.2,pass,0.9458,0,clean
GPS-0013092,FC-0013092,Lees PLC,YIY,YIY-4WD-001,petrol_4wd,2024-02-21,29.5,27.98,28.2,-0.22,pass,0.9711,0,clean
GPS-0014276,FC-0014276,Glover-Thomas,VAP,VAP-MTR-008,petrol_bike,2024-12-20,5.7,5.94,5.98,-0.04,pass,0.9462,0,clean
GPS-0001008,FC-0001008,Green Inc,CCC,CCC-CAR-004,petrol_saloon,2024-06-19,3.6,3.4,3.49,-0.09,pass,0.9533,0,clean
GPS-0013685,FC-0013685,Ellis-Davies,EYQ,EYQ-CAR-016,petrol_saloon,2024-01-18,21.0,20.83,21.66,-0.83,pass,0.9634,0,clean
GPS-0000288,FC-0000288,Hudson and Sons,PBX,PBX-SUV-017,petrol_suv,2024-08-06,18.3,17.86,17.39,0.47,pass,0.9778,0,clean
GPS-0003781,FC-0003781,Evans Roberts and Bailey,QDO,QDO-CNG-009,cng_van,2024-10-18,14.1,13.61,13.42,0.19,pass,0.9733,0,clean
GPS-0012780,FC-0012780,Wright-Reid,SND,SND-CAR-001,petrol_saloon,2024-10-22,40.1,39.35,38.23,1.12,pass,0.9548,0,clean
GPS-0010416,FC-0010416,Day Henry and Robinson,GXH,GXH-CAR-001,petrol_saloon,2024-03-19,20.4,18.6,19.52,-0.92,pass,0.9779,0,clean
GPS-0004930,FC-0004930,Flynn Taylor and Daniels,JEH,JEH-SUV-022,petrol_suv,2024-10-07,46.8,45.11,46.4,-1.29,pass,0.9346,0,clean
GPS-0013599,FC-0013599,Page Inc,GLV,GLV-CAR-021,petrol_saloon,2024-08-11,32.9,34.27,33.54,0.73,pass,0.937,0,clean
GPS-0008037,FC-0008037,Gray Ford and Owen,YPZ,YPZ-CAR-022,petrol_saloon,2024-11-12,13.7,14.31,14.19,0.12,pass,0.9661,0,clean
GPS-0003527,FC-0003527,Barnes Howard and Parker,CXE,CXE-MTR-005,petrol_bike,2024-06-02,1.8,1.87,1.8,0.07,pass,0.931,0,clean
GPS-0006409,FC-0006409,Dawson Inc,BBY,BBY-CAR-018,petrol_saloon,2024-06-16,43.3,43.71,41.64,2.07,pass,0.9731,0,clean
GPS-0001943,FC-0001943,Howarth-Barlow,LAL,LAL-CAR-012,petrol_saloon,2024-12-08,43.1,39.65,41.31,-1.66,pass,0.9511,0,clean
GPS-0004443,FC-0004443,Thompson-Ward,BDI,BDI-4WD-012,petrol_4wd,2024-01-11,67.1,66.28,64.31,1.97,pass,0.9627,0,clean
GPS-0010618,FC-0010618,Lewis Ltd,GJD,GJD-TRK-021,diesel_truck,2024-10-24,96.9,88.0,92.48,-4.48,pass,0.9309,0,clean
GPS-0001696,FC-0001696,Clarke and Sons,GFN,GFN-MTR-016,petrol_bike,2024-12-13,8.7,8.88,8.59,0.29,pass,0.9738,0,clean
GPS-0014196,FC-0014196,Page and Sons,AUC,AUC-SUV-012,petrol_suv,2024-06-11,5.2,5.27,5.22,0.05,pass,0.9354,0,clean
GPS-0006540,FC-0006540,Ryan LLC,YNQ,YNQ-TRK-005,diesel_truck,2024-02-08,84.4,85.46,81.74,3.72,pass,0.952,0,clean
GPS-0007421,FC-0007421,Austin-Thompson,DDP,DDP-CAR-007,petrol_saloon,2024-08-04,39.9,40.13,40.6,-0.47,pass,0.9585,0,clean
GPS-0009050,FC-0009050,Morgan Ltd,QTA,QTA-4WD-024,petrol_4wd,2024-09-21,19.5,18.92,19.58,-0.66,pass,0.9752,0,clean
GPS-0013159,FC-0013159,Murphy-Smith,IXU,IXU-MTR-007,petrol_bike,2024-05-03,21.2,14.7,20.25,-5.55,pass,0.9776,0,clean
GPS-0000094,FC-0000094,Payne LLC,KXU,KXU-CAR-009,petrol_saloon,2024-06-24,21.5,20.95,20.72,0.23,pass,0.9343,0,clean
GPS-0011606,FC-0011606,Wright Kennedy and Hudson,SGJ,SGJ-CNG-002,cng_van,2024-04-30,3.9,4.0,3.96,0.04,pass,0.9357,0,clean
GPS-0009896,FC-0009896,Jones-Lewis,YLL,YLL-CAR-011,petrol_saloon,2024-02-06,24.2,24.0,25.19,-1.19,pass,0.9778,0,clean
GPS-0000343,FC-0000343,Clark Dawson and Atkinson,ODV,ODV-CAR-013,petrol_saloon,2024-01-04,11.2,11.41,11.31,0.1,pass,0.9635,0,clean
GPS-0010857,FC-0010857,Brown and Sons,JDS,JDS-VAN-015,diesel_van,2024-02-25,43.0,43.13,41.58,1.55,pass,0.9862,0,clean
GPS-0010287,FC-0010287,Power-Clark,NSQ,NSQ-CAR-013,petrol_saloon,2024-02-10,8.7,8.6,8.84,-0.24,pass,0.9374,0,clean
GPS-0010677,FC-0010677,Miller Inc,BGY,BGY-VAN-023,diesel_van,2024-08-21,54.7,54.39,53.29,1.1,pass,0.9714,0,clean
GPS-0004714,FC-0004714,Rose-Wright,RFP,RFP-MTR-005,petrol_bike,2024-10-20,9.9,10.59,10.17,0.42,pass,0.9769,0,clean
GPS-0003771,FC-0003771,Lowe-Power,QSJ,QSJ-CAR-008,petrol_saloon,2024-02-23,42.8,41.19,42.53,-1.34,pass,0.9367,0,clean
GPS-0003210,FC-0003210,Lawson Inc,FTP,FTP-TRK-005,diesel_truck,2024-01-03,110.6,112.93,109.66,3.27,pass,0.9492,0,clean
GPS-0011057,FC-0011057,Scott-Holland,SKP,SKP-TRK-020,diesel_truck,2024-09-23,38.2,35.71,36.84,-1.13,pass,0.9511,0,clean
GPS-0014449,FC-0014449,Moss Ltd,YJN,YJN-CAR-017,petrol_saloon,2024-02-09,25.5,26.86,26.65,0.21,pass,0.9465,0,clean
GPS-0013146,FC-0013146,Murphy-Smith,IXU,IXU-TRK-001,diesel_truck,2024-09-02,38.4,36.8,36.71,0.09,pass,0.9576,0,clean
GPS-0009187,FC-0009187,Atkins-Williams,CUT,CUT-CAR-006,petrol_saloon,2024-06-21,24.5,25.22,25.05,0.17,pass,0.9336,0,clean
GPS-0008592,FC-0008592,Lane-Saunders,XFS,XFS-VAN-007,diesel_van,2024-10-22,4.1,4.37,4.24,0.13,pass,0.948,0,clean
GPS-0005172,FC-0005172,Williamson Fisher and Tyler,NFS,NFS-CAR-002,petrol_saloon,2024-07-10,24.3,23.54,23.2,0.34,pass,0.9895,0,clean
GPS-0013255,FC-0013255,Jarvis Savage and Middleton,XYS,XYS-TRK-008,diesel_truck,2024-05-11,15.0,14.51,14.37,0.14,pass,0.9418,0,clean
GPS-0005355,FC-0005355,Bevan-Griffiths,FJD,FJD-4WD-013,petrol_4wd,2024-10-07,53.3,56.77,55.8,0.97,pass,0.9497,0,clean
