record_id,company_name,nse_code,sector,county,vehicle_id,vehicle_class,fuel_type,transaction_date,month,quarter,fuel_station_brand,fuel_station_area,fuel_litres,fuel_price_ksh_per_l,fuel_cost_ksh,gps_km_driven,defra_ef_kgco2e_per_l,kenya_road_adj,emission_kgco2e,emission_tco2e,scope,data_source,extraction_confidence,anomaly_flag,anomaly_type,fy_year
FC-0012560,Hall and Sons,TUU,Real Estate,Kilifi,TUU-4WD-026,petrol_4wd,petrol,2024-12-01,12,4,OiLibya,South B,25.03,217.09,5433.69,158.5,2.64,1.18,66.079,0.066079,Scope 1,Fuel card statement,0.9541,0,clean,2024
FC-0003351,Perry Hunter and Miles,GPL,Manufacturing,Kisumu,GPL-CAR-017,petrol_saloon,petrol,2024-07-08,7,3,Kenol Kobil,Embakasi,34.28,220.36,7554.09,369.6,2.311,1.18,79.221,0.079221,Scope 1,Fuel card statement,0.9715,0,clean,2024
FC-0005675,Kemp-Moore,RXL,Healthcare,Machakos,RXL-4WD-007,petrol_4wd,petrol,2024-05-23,5,2,OiLibya,Embakasi,9.2,212.54,1955.35,56.3,2.64,1.18,24.288,0.024288,Scope 1,Fuel card statement,0.9216,0,clean,2024
FC-0006411,Dawson Inc,BBY,Manufacturing,Garissa,BBY-4WD-013,petrol_4wd,petrol,2024-03-23,3,1,Total Kenya,Runda,50.47,215.56,10879.56,321.0,2.64,1.18,133.241,0.133241,Scope 1,Fuel card statement,0.9754,0,clean,2024
FC-0005644,Jackson-McDonald,SAA,Technology,Nyeri,SAA-CAR-010,petrol_saloon,petrol,2024-04-27,4,2,Petrol Plus,Lavington,13.39,219.82,2943.39,138.7,2.311,1.18,30.944,0.030944,Scope 1,Fuel card statement,0.9129,0,clean,2024
FC-0013265,Jarvis Savage and Middleton,XYS,Education,Thika,XYS-CAR-018,petrol_saloon,petrol,2024-01-29,1,1,Petrol Plus,Parklands,41.21,212.72,8766.32,434.9,2.311,1.18,95.236,0.095236,Scope 1,Fuel card statement,0.9699,0,clean,2024
FC-0007703,Fisher-Saunders,YWC,Retail & FMCG,Embu,YWC-4WD-001,petrol_4wd,petrol,2024-11-30,11,4,Vivo Energy (Shell),Eastleigh,31.18,206.48,6438.06,191.8,2.64,1.18,82.315,0.082315,Scope 1,Fuel card statement,0.942,0,clean,2024
FC-0001814,Jones Chapman and Atkins,HTH,Agriculture,Nairobi,HTH-CAR-007,petrol_saloon,petrol,2024-04-06,4,2,Vivo Energy (Shell),Embakasi,23.09,216.16,4991.06,232.3,2.311,1.18,53.361,0.053361,Scope 1,Fuel card statement,0.9738,0,clean,2024
FC-0011297,Benson-Lee,VWW,Hospitality,Kilifi,VWW-TRK-001,diesel_truck,diesel,2024-07-19,7,3,Gulf Energy,Lavington,91.55,195.54,17901.75,286.6,2.64,1.18,241.692,0.241692,Scope 1,Fuel card statement,0.9424,0,clean,2024
FC-0010894,Smith-Howe,VHW,Healthcare,Eldoret,VHW-BUS-012,diesel_bus,diesel,2024-09-22,9,3,OiLibya,Westlands,83.88,203.3,17052.81,397.3,2.64,1.18,221.443,0.221443,Scope 1,Fuel card statement,0.9879,0,clean,2024
FC-0010568,Turnbull Inc,QZY,Media,Kilifi,QZY-MTR-009,petrol_bike,petrol,2024-03-08,3,1,Vivo Energy (Shell),Eastleigh,5.3,216.85,1149.29,108.1,2.296,1.18,12.169,0.012169,Scope 1,Fuel card statement,0.9531,0,clean,2024
FC-0011920,Gordon LLC,NCR,Telecommunications,Kitui,NCR-MTR-005,petrol_bike,petrol,2024-01-17,1,1,Petrol Plus,South B,14.7,219.5,3226.63,383.5,2.296,1.18,33.751,0.033751,Scope 1,Fuel card statement,0.9321,0,clean,2024
FC-0001719,Shaw-Cooper,NQY,Agriculture,Kisumu,NQY-BUS-003,diesel_bus,diesel,2024-12-02,12,4,Gulf Energy,Eastleigh,76.5,207.06,15839.98,372.0,2.64,1.18,201.96,0.20196,Scope 1,Fuel card statement,0.95,0,clean,2024
FC-0002531,Evans-Wheeler,PQC,Energy & Petroleum,Kilifi,PQC-LPG-012,lpg_van,lpg,2024-12-19,12,4,Total Kenya,Westlands,34.65,142.85,4949.59,234.7,1.63,1.18,56.479,0.056479,Scope 1,Fuel card statement,0.93,0,clean,2024
FC-0004258,Clarke and Sons,LFY,Media,Thika,LFY-CAR-009,petrol_saloon,petrol,2024-07-20,7,3,Kenol Kobil,CBD,27.38,220.47,6036.34,278.2,2.311,1.18,63.275,0.063275,Scope 1,Fuel card statement,0.97,0,clean,2024
FC-0000355,Clark Dawson and Atkinson,ODV,Retail & FMCG,Mombasa,ODV-LPG-001,lpg_van,lpg,2024-08-19,8,3,Galana Oil,Lavington,22.02,148.58,3271.73,156.0,1.63,1.18,35.893,0.035893,Scope 1,Fuel card statement,0.9178,0,clean,2024
FC-0013278,Evans PLC,XCC,Hospitality,Eldoret,XCC-MTR-011,petrol_bike,petrol,2024-02-02,2,1,Kenol Kobil,Parklands,14.7,209.74,3083.22,338.8,2.296,1.18,33.751,0.033751,Scope 1,Fuel card statement,0.9665,0,clean,2024
FC-0012064,Lawrence Turner and Howell,PKS,Logistics,Nyeri,PKS-TRK-015,diesel_truck,diesel,2024-07-26,7,3,Vivo Energy (Shell),Lavington,116.47,197.98,23058.98,339.8,2.64,1.18,307.481,0.307481,Scope 1,Fuel card statement,0.9395,0,clean,2024
FC-0007815,Brown-Young,UNB,Agriculture,Garissa,UNB-VAN-001,diesel_van,diesel,2024-03-24,3,1,OiLibya,Thika Road,23.18,199.77,4630.67,188.6,2.64,1.18,61.195,0.061195,Scope 1,Fuel card statement,0.9108,0,clean,2024
FC-0004575,O'Brien LLC,RCA,Agriculture,Garissa,RCA-CAR-010,petrol_saloon,petrol,2024-01-07,1,1,Rubis Energy,Gigiri,35.57,216.13,7687.72,361.1,2.311,1.18,82.202,0.082202,Scope 1,Fuel card statement,0.9164,0,clean,2024
FC-0012843,Riley-Harris,GNP,Hospitality,Thika,GNP-MTR-010,petrol_bike,petrol,2024-05-11,5,2,Galana Oil,Kilimani,14.7,213.18,3133.75,378.3,2.296,1.18,33.751,0.033751,Scope 1,Fuel card statement,0.9451,0,clean,2024
FC-0004597,Richards LLC,XID,Agriculture,Eldoret,XID-4WD-006,petrol_4wd,petrol,2024-07-17,7,3,Galana Oil,Gigiri,19.75,219.56,4336.3,117.0,2.64,1.18,52.14,0.05214,Scope 1,Fuel card statement,0.9816,0,clean,2024
FC-0003159,Griffiths James and Morris,ULJ,Construction,Nakuru,ULJ-MTR-009,petrol_bike,petrol,2024-03-03,3,1,Gulf Energy,Westlands,7.83,218.86,1713.7,168.7,2.296,1.18,17.978,0.017978,Scope 1,Fuel card statement,0.9164,0,clean,2024
FC-0012969,Armstrong Reynolds and Metcalfe,TAQ,Hospitality,Kakamega,TAQ-CAR-001,petrol_saloon,petrol,2024-06-11,6,2,Kenol Kobil,Parklands,27.47,214.34,5887.87,290.9,2.311,1.18,63.483,0.063483,Scope 1,Fuel card statement,0.9138,0,clean,2024
FC-0001448,Charlton Ltd,LLI,Hospitality,Kitui,LLI-SUV-024,petrol_suv,petrol,2024-10-23,10,4,Rubis Energy,Thika Road,43.23,218.22,9433.68,284.3,2.311,1.18,99.905,0.099905,Scope 1,Fuel card statement,0.9257,0,clean,2024
FC-0004447,Thompson-Ward,BDI,Logistics,Kisumu,BDI-CNG-004,cng_van,cng,2024-03-23,3,1,Oryx Energies,South B,44.13,110.59,4880.35,352.2,2.04,1.18,90.025,0.090025,Scope 1,Fuel card statement,0.9235,0,clean,2024
FC-0011430,Knight PLC,CYB,Retail & FMCG,Thika,CYB-MTR-016,petrol_bike,petrol,2024-04-05,4,2,Kenol Kobil,Gigiri,9.58,217.9,2087.51,203.2,2.296,1.18,21.996,0.021996,Scope 1,Fuel card statement,0.9712,0,clean,2024
FC-0001323,O'Sullivan-Steele,MAQ,Hospitality,Nakuru,MAQ-MTR-008,petrol_bike,petrol,2024-03-06,3,1,Gulf Energy,Upperhill,2.76,212.7,587.04,59.4,2.296,1.18,6.337,0.006337,Scope 1,Fuel card statement,0.988,0,clean,2024
FC-0012596,Hall and Sons,TUU,Real Estate,Kilifi,TUU-BUS-022,diesel_bus,diesel,2024-09-28,9,3,Vivo Energy (Shell),Parklands,34.18,200.22,6843.56,155.9,2.64,1.18,90.235,0.090235,Scope 1,Fuel card statement,0.9375,0,clean,2024
FC-0005236,Williams-Lawrence,TSI,Banking & Finance,Embu,TSI-VAN-002,diesel_van,diesel,2024-01-20,1,1,OiLibya,Upper Hill,27.16,205.57,5583.34,217.6,2.64,1.18,71.702,0.071702,Scope 1,Fuel card statement,0.9835,0,clean,2024
FC-0009154,Hill-Jones,MAN,Manufacturing,Nairobi,MAN-4WD-005,petrol_4wd,petrol,2024-02-09,2,1,Galana Oil,Thika Road,21.86,213.52,4667.56,127.8,2.64,1.18,57.71,0.05771,Scope 1,Fuel card statement,0.9895,0,clean,2024
FC-0001890,Lowe LLC,VMB,Media,Kitui,VMB-VAN-013,diesel_van,diesel,2024-08-23,8,3,Oryx Energies,Lavington,54.21,201.98,10949.37,417.4,2.64,1.18,143.114,0.143114,Scope 1,Fuel card statement,0.95,0,clean,2024
FC-0011874,Greenwood Inc,VTC,Manufacturing,Meru,VTC-CAR-006,petrol_saloon,petrol,2024-05-22,5,2,Galana Oil,Upperhill,6.23,214.16,1334.19,62.6,2.311,1.18,14.398,0.014398,Scope 1,Fuel card statement,0.9384,0,clean,2024
FC-0013561,Jones Kaur and Tomlinson,BJD,Insurance,Embu,BJD-4WD-002,petrol_4wd,petrol,2024-12-01,12,4,OiLibya,Thika Road,26.21,208.83,5473.5,166.1,2.64,1.18,69.194,0.069194,Scope 1,Fuel card statement,0.9819,0,clean,2024
FC-0003166,Griffiths James and Morris,ULJ,Construction,Nakuru,ULJ-CAR-007,petrol_saloon,petrol,2024-10-22,10,4,Galana Oil,Lavington,40.98,218.57,8956.82,422.3,2.311,1.18,94.705,0.094705,Scope 1,Fuel card statement,0.9703,0,clean,2024
FC-0003128,Simpson Knight and Sykes,NWC,Agriculture,Kilifi,NWC-SUV-012,petrol_suv,petrol,2024-11-23,11,4,Galana Oil,Thika Road,5.31,206.62,1097.13,35.8,2.311,1.18,12.271,0.012271,Scope 1,Fuel card statement,0.9482,0,clean,2024
FC-0012066,Lawrence Turner and Howell,PKS,Logistics,Nyeri,PKS-SUV-019,petrol_suv,petrol,2024-02-21,2,1,Rubis Energy,Industrial Area,40.58,212.52,8623.97,271.1,2.311,1.18,93.78,0.09378,Scope 1,Fuel card statement,0.9873,0,clean,2024
FC-0008090,Hutchinson-Griffiths,HFJ,Energy & Petroleum,Kakamega,HFJ-SUV-003,petrol_suv,petrol,2024-04-02,4,2,Vivo Energy (Shell),Gigiri,29.18,217.46,6345.42,195.7,2.311,1.18,67.435,0.067435,Scope 1,Fuel card statement,0.9473,0,clean,2024
FC-0009420,Campbell Ali and Knight,RVT,Media,Mombasa,RVT-CAR-017,petrol_saloon,petrol,2024-01-04,1,1,Galana Oil,Embakasi,40.42,214.0,8649.81,411.8,2.311,1.18,93.411,0.093411,Scope 1,Fuel card statement,0.9409,0,clean,2024
FC-0001668,Clarke and Sons,GFN,Insurance,Kisii,GFN-SUV-003,petrol_suv,petrol,2024-03-26,3,1,Petrol Plus,Parklands,53.96,220.74,11910.99,350.0,2.311,1.18,124.702,0.124702,Scope 1,Fuel card statement,0.9742,0,clean,2024
FC-0014881,Davies-Dixon,MUB,Retail & FMCG,Kilifi,MUB-4WD-003,petrol_4wd,petrol,2024-09-01,9,3,Rubis Energy,Eastleigh,47.61,215.31,10250.69,283.7,2.64,1.18,125.69,0.12569,Scope 1,Fuel card statement,0.9253,0,clean,2024
FC-0011358,Jackson and Sons,ARN,Retail & FMCG,Nakuru,ARN-CAR-003,petrol_saloon,petrol,2024-05-17,5,2,Petrol Plus,Karen,7.2,208.34,1500.06,73.6,2.311,1.18,16.639,0.016639,Scope 1,Fuel card statement,0.9615,0,clean,2024
FC-0014753,Smith-Begum,BIT,Education,Kisii,BIT-SUV-011,petrol_suv,petrol,2024-07-26,7,3,OiLibya,Eastleigh,55.73,207.03,11537.7,367.7,2.311,1.18,128.792,0.128792,Scope 1,Fuel card statement,0.9417,0,clean,2024
FC-0013570,Jones Kaur and Tomlinson,BJD,Insurance,Embu,BJD-CNG-003,cng_van,cng,2024-09-07,9,3,Oryx Energies,Westlands,45.93,107.74,4948.31,338.0,2.04,1.18,93.697,0.093697,Scope 1,Fuel card statement,0.9513,0,clean,2024
FC-0014606,Dixon-Goddard,BFN,Telecommunications,Kilifi,BFN-MTR-026,petrol_bike,petrol,2024-06-21,6,2,Galana Oil,Runda,1.11,220.29,244.52,24.2,2.296,1.18,2.549,0.002549,Scope 1,Fuel card statement,0.9674,0,clean,2024
FC-0005030,Walker-Butler,TWI,Insurance,Kisumu,TWI-SUV-009,petrol_suv,petrol,2024-04-11,4,2,Vivo Energy (Shell),Thika Road,48.53,213.15,10344.07,314.8,2.311,1.18,112.153,0.112153,Scope 1,Fuel card statement,0.9682,0,clean,2024
FC-0010371,White and Sons,SJZ,Agriculture,Machakos,SJZ-SUV-007,petrol_suv,petrol,2024-03-02,3,1,Total Kenya,Upper Hill,51.47,208.35,10723.88,356.1,2.311,1.18,118.947,0.118947,Scope 1,Fuel card statement,0.971,0,clean,2024
FC-0005201,Richardson-Jones,BAM,Healthcare,Thika,BAM-CAR-003,petrol_saloon,petrol,2024-11-26,11,4,Vivo Energy (Shell),Runda,12.54,209.76,2630.39,125.7,2.311,1.18,28.98,0.02898,Scope 1,Fuel card statement,0.9234,0,clean,2024
FC-0009439,Campbell Ali and Knight,RVT,Media,Mombasa,RVT-CAR-003,petrol_saloon,petrol,2024-09-07,9,3,Rubis Energy,Industrial Area,10.69,210.34,2248.54,110.6,2.311,1.18,24.705,0.024705,Scope 1,Fuel card statement,0.9888,0,clean,2024
FC-0002292,Walters-Bailey,XHB,Healthcare,Kisii,XHB-MTR-019,petrol_bike,petrol,2024-09-19,9,3,Total Kenya,Lavington,14.7,215.33,3165.34,374.2,2.296,1.18,33.751,0.033751,Scope 1,Fuel card statement,0.9117,0,clean,2024
FC-0005925,French-Bird,KOR,Construction,Nakuru,KOR-SUV-022,petrol_suv,petrol,2024-09-22,9,3,Gulf Energy,Upper Hill,63.04,208.56,13147.78,432.5,2.311,1.18,145.685,0.145685,Scope 1,Fuel card statement,0.9372,0,clean,2024
FC-0005399,Webster Ltd,KNI,Hospitality,Kakamega,KNI-SUV-004,petrol_suv,petrol,2024-06-29,6,2,Petrol Plus,Karen,16.74,219.34,3671.78,114.0,2.311,1.18,38.686,0.038686,Scope 1,Fuel card statement,0.9241,0,clean,2024
FC-0010816,White-Roberts,YRV,Healthcare,Machakos,YRV-CAR-014,petrol_saloon,petrol,2024-08-06,8,3,OiLibya,Upper Hill,36.52,217.62,7947.5,378.8,2.311,1.18,84.398,0.084398,Scope 1,Fuel card statement,0.9558,0,clean,2024
FC-0009294,Davis Carey and Singh,DSU,Hospitality,Nairobi,DSU-MTR-002,petrol_bike,petrol,2024-07-21,7,3,Oryx Energies,Upperhill,7.9,206.32,1629.91,174.0,2.296,1.18,18.138,0.018138,Scope 1,Fuel card statement,0.9421,0,clean,2024
FC-0005659,Jackson-McDonald,SAA,Technology,Nyeri,SAA-LPG-011,lpg_van,lpg,2024-09-19,9,3,Rubis Energy,Parklands,59.83,145.76,8721.01,411.0,1.63,1.18,97.523,0.097523,Scope 1,Fuel card statement,0.9588,0,clean,2024
FC-0003214,Lawson Inc,FTP,Technology,Garissa,FTP-4WD-012,petrol_4wd,petrol,2024-01-14,1,1,Kenol Kobil,Lavington,5.94,215.53,1280.24,36.5,2.64,1.18,15.682,0.015682,Scope 1,Fuel card statement,0.9839,0,clean,2024
FC-0006149,Dawson Page and Cole,ORE,Retail & FMCG,Kisii,ORE-MTR-004,petrol_bike,petrol,2024-08-19,8,3,Vivo Energy (Shell),Parklands,8.36,206.32,1724.82,170.4,2.296,1.18,19.195,0.019195,Scope 1,Fuel card statement,0.9841,0,clean,2024
FC-0012902,Moore Davies and Smith,TOT,Media,Garissa,TOT-TRK-008,diesel_truck,diesel,2024-11-02,11,4,Kenol Kobil,Upperhill,26.25,196.37,5154.76,80.0,2.64,1.18,69.3,0.0693,Scope 1,Fuel card statement,0.9635,0,clean,2024
FC-0000503,Taylor Phillips and Marsden,TZB,Construction,Meru,TZB-CAR-003,petrol_saloon,petrol,2024-04-16,4,2,Rubis Energy,Upperhill,38.73,215.4,8342.46,406.8,2.311,1.18,89.505,0.089505,Scope 1,Fuel card statement,0.9676,0,clean,2024
FC-0010988,Parsons-Cook,AIA,Media,Mombasa,AIA-TRK-009,diesel_truck,diesel,2024-01-26,1,1,Gulf Energy,Runda,13.55,203.33,2755.18,39.1,2.64,1.18,35.772,0.035772,Scope 1,Fuel card statement,0.911,0,clean,2024
FC-0009376,Iqbal Inc,SUM,Healthcare,Garissa,SUM-CAR-016,petrol_saloon,petrol,2024-08-17,8,3,Rubis Energy,Kilimani,11.49,209.02,2401.6,120.4,2.311,1.18,26.553,0.026553,Scope 1,Fuel card statement,0.9725,0,clean,2024
FC-0004711,Rose-Wright,RFP,Energy & Petroleum,Thika,RFP-CAR-020,petrol_saloon,petrol,2024-05-13,5,2,Oryx Energies,Upper Hill,21.8,213.09,4645.4,236.3,2.311,1.18,50.38,0.05038,Scope 1,Fuel card statement,0.9446,0,clean,2024
FC-0007010,Gough Kirby and Quinn,FMW,Hospitality,Nairobi,FMW-TRK-008,diesel_truck,diesel,2024-10-14,10,4,Kenol Kobil,Lavington,138.69,203.65,28244.43,407.0,2.64,1.18,366.142,0.366142,Scope 1,Fuel card statement,0.9422,0,clean,2024
FC-0002139,Willis Mistry and Jones,DOH,Banking & Finance,Meru,DOH-BUS-008,diesel_bus,diesel,2024-05-21,5,2,Vivo Energy (Shell),Westlands,75.06,196.37,14739.4,368.2,2.64,1.18,198.158,0.198158,Scope 1,Fuel card statement,0.9333,0,clean,2024
FC-0006315,Faulkner and Sons,OMJ,Technology,Kisumu,OMJ-BUS-001,diesel_bus,diesel,2024-04-05,4,2,OiLibya,Upper Hill,71.75,204.2,14651.29,339.2,2.64,1.18,189.42,0.18942,Scope 1,Fuel card statement,0.9807,0,clean,2024
FC-0011498,Robinson-Ford,LOY,Banking & Finance,Garissa,LOY-CAR-009,petrol_saloon,petrol,2024-04-14,4,2,Petrol Plus,Upper Hill,7.94,211.49,1679.26,78.8,2.311,1.18,18.349,0.018349,Scope 1,Fuel card statement,0.9895,0,clean,2024
FC-0006008,Rahman Hardy and Jarvis,ZMT,Insurance,Nyeri,ZMT-MTR-011,petrol_bike,petrol,2024-11-28,11,4,Rubis Energy,Upper Hill,14.7,214.51,3153.3,368.0,2.296,1.18,33.751,0.033751,Scope 1,Fuel card statement,0.9355,0,clean,2024
FC-0002006,Martin Group,CBO,Technology,Machakos,CBO-CAR-016,petrol_saloon,petrol,2024-10-31,10,4,Kenol Kobil,CBD,40.76,217.12,8849.86,408.2,2.311,1.18,94.196,0.094196,Scope 1,Fuel card statement,0.9217,0,clean,2024
FC-0011458,Marshall Robinson and Kaur,TFD,Manufacturing,Kakamega,TFD-4WD-002,petrol_4wd,petrol,2024-12-08,12,4,Kenol Kobil,Runda,53.58,217.69,11663.82,324.4,2.64,1.18,141.451,0.141451,Scope 1,Fuel card statement,0.979,0,clean,2024
FC-0011109,Harper Hussain and Thompson,ZAA,Insurance,Kitui,ZAA-MTR-013,petrol_bike,petrol,2024-06-01,6,2,Gulf Energy,CBD,13.39,218.44,2924.97,271.1,2.296,1.18,30.743,0.030743,Scope 1,Fuel card statement,0.9451,0,clean,2024
FC-0010822,White-Roberts,YRV,Healthcare,Machakos,YRV-4WD-017,petrol_4wd,petrol,2024-02-14,2,1,Kenol Kobil,Kilimani,72.04,218.23,15721.58,417.0,2.64,1.18,190.186,0.190186,Scope 1,Fuel card statement,0.9682,0,clean,2024
FC-0010774,Shepherd and Sons,ICL,Agriculture,Thika,ICL-SUV-013,petrol_suv,petrol,2024-05-09,5,2,Oryx Energies,Thika Road,56.98,212.27,12095.39,395.8,2.311,1.18,131.681,0.131681,Scope 1,Fuel card statement,0.9613,0,clean,2024
FC-0002548,Evans-Wheeler,PQC,Energy & Petroleum,Kilifi,PQC-SUV-005,petrol_suv,petrol,2024-09-30,9,3,Kenol Kobil,Industrial Area,52.29,220.46,11527.88,363.8,2.311,1.18,120.842,0.120842,Scope 1,Fuel card statement,0.9362,0,clean,2024
FC-0014508,Harding Ltd,TUY,Logistics,Kisii,TUY-CAR-021,petrol_saloon,petrol,2024-03-16,3,1,Rubis Energy,Upperhill,38.13,216.91,8270.76,381.8,2.311,1.18,88.118,0.088118,Scope 1,Fuel card statement,0.9291,0,clean,2024
FC-0002367,Short-Stewart,HFN,Real Estate,Machakos,HFN-MTR-005,petrol_bike,petrol,2024-07-06,7,3,Gulf Energy,Industrial Area,14.7,212.74,3127.34,333.9,2.296,1.18,33.751,0.033751,Scope 1,Fuel card statement,0.937,0,clean,2024
FC-0008319,Andrews Inc,SSO,Hospitality,Mombasa,SSO-CAR-005,petrol_saloon,petrol,2024-12-01,12,4,Petrol Plus,Eastleigh,14.26,213.1,3038.84,152.6,2.311,1.18,32.955,0.032955,Scope 1,Fuel card statement,0.9216,0,clean,2024
FC-0014836,Myers Kelly and Gardner,SCJ,Healthcare,Kisumu,SCJ-SUV-007,petrol_suv,petrol,2024-12-11,12,4,Galana Oil,Lavington,21.2,211.76,4489.31,144.4,2.311,1.18,48.993,0.048993,Scope 1,Fuel card statement,0.9694,0,clean,2024
FC-0012484,Jackson and Sons,LWT,Construction,Garissa,LWT-CAR-020,petrol_saloon,petrol,2024-12-10,12,4,Kenol Kobil,Parklands,37.6,211.55,7954.42,377.7,2.311,1.18,86.894,0.086894,Scope 1,Fuel card statement,0.9338,0,clean,2024
FC-0013200,Moran Knight and Moore,QSY,Retail & FMCG,Kakamega,QSY-VAN-001,diesel_van,diesel,2024-02-02,2,1,Oryx Energies,Lavington,21.88,202.13,4422.52,185.3,2.64,1.18,57.763,0.057763,Scope 1,Fuel card statement,0.9434,0,clean,2024
FC-0005859,Joyce-Rowe,OPF,Education,Mombasa,OPF-SUV-001,petrol_suv,petrol,2024-05-23,5,2,Vivo Energy (Shell),Upper Hill,41.61,207.25,8623.6,285.9,2.311,1.18,96.161,0.096161,Scope 1,Fuel card statement,0.9872,0,clean,2024
FC-0001995,Martin Group,CBO,Technology,Machakos,CBO-MTR-021,petrol_bike,petrol,2024-12-19,12,4,Rubis Energy,Embakasi,5.49,209.18,1148.42,118.3,2.296,1.18,12.605,0.012605,Scope 1,Fuel card statement,0.9771,0,clean,2024
FC-0002515,Green-Stanley,NXH,Healthcare,Nyeri,NXH-BUS-003,diesel_bus,diesel,2024-10-06,10,4,Gulf Energy,Lavington,95.16,200.24,19055.3,431.1,2.64,1.18,251.222,0.251222,Scope 1,Fuel card statement,0.9361,0,clean,2024
FC-0004253,Clarke and Sons,LFY,Media,Thika,LFY-CAR-010,petrol_saloon,petrol,2024-09-24,9,3,Kenol Kobil,South B,28.55,217.02,6196.05,307.7,2.311,1.18,65.979,0.065979,Scope 1,Fuel card statement,0.9356,0,clean,2024
FC-0002361,Short-Stewart,HFN,Real Estate,Machakos,HFN-SUV-006,petrol_suv,petrol,2024-06-03,6,2,OiLibya,Parklands,61.48,212.74,13079.4,432.8,2.311,1.18,142.08,0.14208,Scope 1,Fuel card statement,0.9809,0,clean,2024
FC-0003602,Briggs Cooke and Wright,DLP,Agriculture,Nakuru,DLP-CAR-019,petrol_saloon,petrol,2024-10-10,10,4,Rubis Energy,Runda,19.51,218.61,4265.08,196.7,2.311,1.18,45.088,0.045088,Scope 1,Fuel card statement,0.9574,0,clean,2024
FC-0013098,Morris Jackson and Lambert,PEA,Agriculture,Thika,PEA-TRK-006,diesel_truck,diesel,2024-06-25,6,2,Vivo Energy (Shell),Karen,127.32,207.53,26422.14,377.7,2.64,1.18,336.125,0.336125,Scope 1,Fuel card statement,0.9332,0,clean,2024
FC-0003105,Williams-Edwards,LTC,Logistics,Eldoret,LTC-4WD-014,petrol_4wd,petrol,2024-07-29,7,3,Kenol Kobil,Industrial Area,32.76,214.25,7018.81,199.2,2.64,1.18,86.486,0.086486,Scope 1,Fuel card statement,0.9334,0,clean,2024
FC-0006456,Clayton Johnston and John,BIJ,Retail & FMCG,Nakuru,BIJ-TRK-004,diesel_truck,diesel,2024-08-13,8,3,Total Kenya,Eastleigh,48.9,205.01,10025.01,143.5,2.64,1.18,129.096,0.129096,Scope 1,Fuel card statement,0.9289,0,clean,2024
FC-0011718,Begum Scott and Waters,MOT,Agriculture,Nairobi,MOT-CAR-006,petrol_saloon,petrol,2024-06-01,6,2,Gulf Energy,South B,11.4,208.88,2381.27,119.3,2.311,1.18,26.345,0.026345,Scope 1,Fuel card statement,0.9234,0,clean,2024
FC-0005293,Fox-Tomlinson,JBG,Telecommunications,Kisumu,JBG-CAR-006,petrol_saloon,petrol,2024-07-13,7,3,Petrol Plus,Industrial Area,16.16,208.32,3366.5,160.1,2.311,1.18,37.346,0.037346,Scope 1,Fuel card statement,0.9509,0,clean,2024
FC-0000034,Kay-Lowe,IYQ,Banking & Finance,Mombasa,IYQ-CAR-023,petrol_saloon,petrol,2024-10-06,10,4,Kenol Kobil,Upperhill,39.26,214.84,8434.62,413.2,2.311,1.18,90.73,0.09073,Scope 1,Fuel card statement,0.9291,0,clean,2024
FC-0003815,Evans Roberts and Bailey,QDO,Hospitality,Kilifi,QDO-SUV-003,petrol_suv,petrol,2024-04-02,4,2,Rubis Energy,Kilimani,46.25,220.46,10196.48,324.0,2.311,1.18,106.884,0.106884,Scope 1,Fuel card statement,0.9892,0,clean,2024
FC-0003031,Marshall Davies and Hudson,VTT,Hospitality,Kilifi,VTT-CAR-015,petrol_saloon,petrol,2024-08-28,8,3,Galana Oil,Runda,37.64,208.4,7844.14,389.3,2.311,1.18,86.986,0.086986,Scope 1,Fuel card statement,0.9328,0,clean,2024
FC-0013756,Ingram-Green,XQO,Real Estate,Embu,XQO-CAR-004,petrol_saloon,petrol,2024-08-21,8,3,Total Kenya,Runda,5.66,209.18,1183.96,55.9,2.311,1.18,13.08,0.01308,Scope 1,Fuel card statement,0.9172,0,clean,2024
FC-0003248,Adams-Akhtar,HPG,Retail & FMCG,Machakos,HPG-SUV-016,petrol_suv,petrol,2024-12-06,12,4,Gulf Energy,Parklands,62.7,208.71,13086.3,420.5,2.311,1.18,144.9,0.1449,Scope 1,Fuel card statement,0.9697,0,clean,2024
FC-0003455,Jennings Roberts and Howard,DRY,Healthcare,Mombasa,DRY-SUV-006,petrol_suv,petrol,2024-03-06,3,1,Gulf Energy,Eastleigh,32.74,209.11,6846.35,221.7,2.311,1.18,75.662,0.075662,Scope 1,Fuel card statement,0.9578,0,clean,2024
FC-0004212,Page Group,TRP,Insurance,Eldoret,TRP-CNG-010,cng_van,cng,2024-08-23,8,3,Vivo Energy (Shell),Parklands,48.76,108.07,5269.42,395.1,2.04,1.18,99.47,0.09947,Scope 1,Fuel card statement,0.9555,0,clean,2024
FC-0011226,Smith Inc,IHH,Construction,Kilifi,IHH-VAN-011,diesel_van,diesel,2024-08-12,8,3,Galana Oil,South B,10.51,200.22,2104.34,87.1,2.64,1.18,27.746,0.027746,Scope 1,Fuel card statement,0.9882,0,clean,2024
FC-0010905,Smith-Howe,VHW,Healthcare,Eldoret,VHW-SUV-006,petrol_suv,petrol,2024-03-28,3,1,Gulf Energy,Gigiri,15.52,219.33,3403.99,104.9,2.311,1.18,35.867,0.035867,Scope 1,Fuel card statement,0.9145,0,clean,2024
