id,vehicle_id,inspection_date,inspector_id,inspection_type,roadworthiness_score,safety_score,emissions_score,overall_rating,violations_found,recommendations,next_inspection_date,created_at
994,391,2025-08-30T03:49:52.752359,NTSA-7163,annual,99.3,75.0,69.9,Pass,"[""No violations found""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2026-07-07T03:49:52.752359,2026-04-19T03:49:52.752397
995,391,2023-12-07T03:49:52.752421,NTSA-4117,annual,78.9,98.1,69.2,Pass,"[""No violations found""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2024-07-23T03:49:52.752421,2026-04-19T03:49:52.752462
996,392,2026-02-03T03:49:52.752474,NTSA-5023,special,96.5,57.2,50.5,Conditional,"[""Missing fire extinguisher"", ""No first aid kit"", ""Broken seats"", ""Excessive emissions""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2026-09-24T03:49:52.752474,2026-04-19T03:49:52.752514
997,392,2025-02-09T03:49:52.752520,NTSA-7862,annual,62.0,75.2,65.1,Conditional,"[""Worn tires"", ""Faulty brakes"", ""Poor lighting""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2025-11-06T03:49:52.752520,2026-04-19T03:49:52.752559
998,392,2024-08-21T03:49:52.752568,NTSA-2769,quarterly,80.0,91.1,83.3,Pass,"[""No violations found""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2025-06-24T03:49:52.752568,2026-04-19T03:49:52.752606
999,393,2025-12-01T03:49:52.752618,NTSA-5755,special,94.6,82.7,67.9,Pass,"[""No violations found""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2026-06-10T03:49:52.752618,2026-04-19T03:49:52.752657
1000,393,2024-08-19T03:49:52.752662,NTSA-4834,special,91.7,84.7,50.0,Conditional,"[""Excessive emissions""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2025-03-10T03:49:52.752662,2026-04-19T03:49:52.752700
1001,394,2025-04-26T03:49:52.752710,NTSA-6832,annual,86.9,97.0,45.0,Conditional,"[""Excessive emissions""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2026-04-22T03:49:52.752710,2026-04-19T03:49:52.752749
1002,395,2025-12-06T03:49:52.752759,NTSA-6470,annual,65.1,70.3,94.2,Conditional,"[""Worn tires"", ""Faulty brakes"", ""Poor lighting""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2026-10-30T03:49:52.752759,2026-04-19T03:49:52.752966
1003,395,2024-05-27T03:49:52.752972,NTSA-2854,quarterly,71.2,90.0,62.4,Conditional,"[""No violations found""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2025-05-11T03:49:52.752972,2026-04-19T03:49:52.753010
1004,395,2024-09-11T03:49:52.753013,NTSA-4613,annual,67.9,66.7,61.4,Conditional,"[""Worn tires"", ""Faulty brakes"", ""Poor lighting"", ""Missing fire extinguisher"", ""No first aid kit"", ""Broken seats""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2025-06-04T03:49:52.753013,2026-04-19T03:49:52.753076
1005,396,2026-03-17T03:49:52.753091,NTSA-4225,annual,61.3,50.1,69.2,Conditional,"[""Worn tires"", ""Faulty brakes"", ""Poor lighting"", ""Missing fire extinguisher"", ""No first aid kit"", ""Broken seats""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2027-01-20T03:49:52.753091,2026-04-19T03:49:52.753131
1006,396,2024-08-23T03:49:52.753137,NTSA-7447,quarterly,71.7,55.9,68.1,Conditional,"[""Missing fire extinguisher"", ""No first aid kit"", ""Broken seats""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2025-05-29T03:49:52.753137,2026-04-19T03:49:52.753174
1007,397,2026-01-08T03:49:52.753184,NTSA-6330,special,91.5,50.3,62.0,Conditional,"[""Missing fire extinguisher"", ""No first aid kit"", ""Broken seats""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2026-07-17T03:49:52.753184,2026-04-19T03:49:52.753222
1008,397,2025-11-08T03:49:52.753232,NTSA-6432,quarterly,89.4,97.7,79.4,Pass,"[""No violations found""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2026-08-03T03:49:52.753232,2026-04-19T03:49:52.753258
1009,397,2025-06-02T03:49:52.753261,NTSA-9755,quarterly,90.9,86.8,93.4,Pass,"[""No violations found""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2026-05-29T03:49:52.753261,2026-04-19T03:49:52.753299
1010,398,2025-05-15T03:49:52.753310,NTSA-9679,quarterly,94.2,85.8,72.3,Pass,"[""No violations found""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2026-04-25T03:49:52.753310,2026-04-19T03:49:52.753348
1011,399,2025-08-16T03:49:52.753358,NTSA-8096,quarterly,72.6,70.9,59.6,Conditional,"[""Excessive emissions""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2026-08-16T03:49:52.753358,2026-04-19T03:49:52.753394
1012,400,2025-08-09T03:49:52.753404,NTSA-8925,special,98.3,94.8,87.8,Pass,"[""No violations found""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2026-02-24T03:49:52.753404,2026-04-19T03:49:52.753443
1013,400,2025-02-09T03:49:52.753448,NTSA-8722,quarterly,69.6,74.7,81.1,Conditional,"[""Worn tires"", ""Faulty brakes"", ""Poor lighting""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2025-11-15T03:49:52.753448,2026-04-19T03:49:52.753494
1014,400,2023-07-31T03:49:52.753500,NTSA-5165,quarterly,87.9,76.5,59.2,Conditional,"[""Excessive emissions""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2024-04-28T03:49:52.753500,2026-04-19T03:49:52.753542
1015,400,2023-09-30T03:49:52.753546,NTSA-1731,special,89.2,72.2,51.8,Conditional,"[""Excessive emissions""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2024-09-22T03:49:52.753546,2026-04-19T03:49:52.753580
1016,401,2026-03-10T03:49:52.753592,NTSA-4126,special,83.8,68.2,41.0,Conditional,"[""Missing fire extinguisher"", ""No first aid kit"", ""Broken seats"", ""Excessive emissions""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2027-02-19T03:49:52.753592,2026-04-19T03:49:52.753624
1017,401,2024-06-10T03:49:52.753630,NTSA-5521,annual,82.1,94.6,84.3,Pass,"[""No violations found""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2025-03-18T03:49:52.753630,2026-04-19T03:49:52.753668
1018,402,2026-03-17T03:49:52.753689,NTSA-9032,quarterly,96.0,67.9,87.0,Pass,"[""Missing fire extinguisher"", ""No first aid kit"", ""Broken seats""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2026-09-14T03:49:52.753689,2026-04-19T03:49:52.753729
1019,402,2026-02-14T03:49:52.753734,NTSA-7186,special,74.3,68.4,68.4,Conditional,"[""Missing fire extinguisher"", ""No first aid kit"", ""Broken seats""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2026-09-23T03:49:52.753734,2026-04-19T03:49:52.753768
1020,403,2025-12-25T03:49:52.753778,NTSA-5757,special,72.0,96.4,57.3,Conditional,"[""Excessive emissions""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2026-09-08T03:49:52.753778,2026-04-19T03:49:52.753816
1021,403,2024-08-19T03:49:52.753821,NTSA-9523,annual,63.3,61.3,67.5,Conditional,"[""Worn tires"", ""Faulty brakes"", ""Poor lighting"", ""Missing fire extinguisher"", ""No first aid kit"", ""Broken seats""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2025-07-15T03:49:52.753821,2026-04-19T03:49:52.753863
1022,403,2025-06-11T03:49:52.753868,NTSA-1961,quarterly,69.4,67.6,83.3,Conditional,"[""Worn tires"", ""Faulty brakes"", ""Poor lighting"", ""Missing fire extinguisher"", ""No first aid kit"", ""Broken seats""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2026-03-21T03:49:52.753868,2026-04-19T03:49:52.753906
1023,404,2025-11-10T03:49:52.753916,NTSA-8817,quarterly,96.3,65.6,64.9,Conditional,"[""Missing fire extinguisher"", ""No first aid kit"", ""Broken seats""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2026-06-07T03:49:52.753916,2026-04-19T03:49:52.753951
1024,404,2025-07-03T03:49:52.753957,NTSA-9827,quarterly,84.2,70.7,54.0,Conditional,"[""Excessive emissions""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2026-01-02T03:49:52.753957,2026-04-19T03:49:52.754001
1025,404,2023-07-10T03:49:52.754007,NTSA-1381,special,89.5,82.1,40.4,Conditional,"[""Excessive emissions""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2024-02-25T03:49:52.754007,2026-04-19T03:49:52.754053
1026,405,2025-12-23T03:49:52.754065,NTSA-5659,special,67.0,55.2,54.3,Fail,"[""Worn tires"", ""Faulty brakes"", ""Poor lighting"", ""Missing fire extinguisher"", ""No first aid kit"", ""Broken seats"", ""Excessive emissions""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2026-09-27T03:49:52.754065,2026-04-19T03:49:52.754108
1027,405,2024-05-13T03:49:52.754113,NTSA-4240,annual,85.3,84.3,78.1,Pass,"[""No violations found""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2025-05-06T03:49:52.754113,2026-04-19T03:49:52.754152
1028,405,2025-01-15T03:49:52.754161,NTSA-8390,annual,84.3,81.4,55.0,Conditional,"[""Excessive emissions""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2025-09-30T03:49:52.754161,2026-04-19T03:49:52.754200
1029,405,2024-02-25T03:49:52.754205,NTSA-7205,special,75.3,78.5,51.1,Conditional,"[""Excessive emissions""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2024-09-16T03:49:52.754205,2026-04-19T03:49:52.754243
1030,406,2026-02-23T03:49:52.754255,NTSA-1570,quarterly,93.9,56.9,80.9,Conditional,"[""Missing fire extinguisher"", ""No first aid kit"", ""Broken seats""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2026-11-06T03:49:52.754255,2026-04-19T03:49:52.754294
1031,406,2025-06-27T03:49:52.754300,NTSA-1436,special,87.5,98.4,74.2,Pass,"[""No violations found""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2026-04-07T03:49:52.754300,2026-04-19T03:49:52.754344
1032,406,2024-05-29T03:49:52.754350,NTSA-9586,annual,77.2,68.2,89.8,Conditional,"[""Missing fire extinguisher"", ""No first aid kit"", ""Broken seats""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2025-02-12T03:49:52.754350,2026-04-19T03:49:52.754390
1033,406,2025-06-27T03:49:52.754396,NTSA-3391,annual,73.7,52.8,70.6,Conditional,"[""Missing fire extinguisher"", ""No first aid kit"", ""Broken seats""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2026-05-26T03:49:52.754396,2026-04-19T03:49:52.754437
1034,407,2025-05-10T03:49:52.754449,NTSA-6879,special,66.7,96.8,75.2,Conditional,"[""Worn tires"", ""Faulty brakes"", ""Poor lighting""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2026-04-25T03:49:52.754449,2026-04-19T03:49:52.754489
1035,408,2026-03-16T03:49:52.754500,NTSA-9313,annual,71.5,78.0,86.2,Conditional,"[""No violations found""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2027-02-25T03:49:52.754500,2026-04-19T03:49:52.754547
1036,408,2024-10-24T03:49:52.754555,NTSA-5498,special,66.4,75.6,77.8,Conditional,"[""Worn tires"", ""Faulty brakes"", ""Poor lighting""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2025-07-31T03:49:52.754555,2026-04-19T03:49:52.754602
1037,408,2025-08-01T03:49:52.754606,NTSA-1884,special,68.8,59.3,66.6,Conditional,"[""Worn tires"", ""Faulty brakes"", ""Poor lighting"", ""Missing fire extinguisher"", ""No first aid kit"", ""Broken seats""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2026-03-14T03:49:52.754606,2026-04-19T03:49:52.754633
1038,408,2025-09-27T03:49:52.754640,NTSA-6003,annual,78.7,75.3,93.0,Pass,"[""No violations found""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2026-06-29T03:49:52.754640,2026-04-19T03:49:52.754666
1039,409,2025-11-17T03:49:52.754674,NTSA-4378,annual,92.6,85.6,57.0,Conditional,"[""Excessive emissions""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2026-08-09T03:49:52.754674,2026-04-19T03:49:52.754697
1040,410,2025-05-29T03:49:52.754703,NTSA-3971,special,83.8,77.0,95.0,Pass,"[""No violations found""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2026-01-18T03:49:52.754703,2026-04-19T03:49:52.754756
1041,410,2025-07-31T03:49:52.754764,NTSA-8405,special,70.1,75.9,69.3,Conditional,"[""No violations found""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2026-03-09T03:49:52.754764,2026-04-19T03:49:52.754823
1042,411,2026-03-10T03:49:52.754838,NTSA-5944,quarterly,80.0,75.5,97.0,Pass,"[""No violations found""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2027-01-04T03:49:52.754838,2026-04-19T03:49:52.754892
1043,411,2024-08-19T03:49:52.754896,NTSA-8304,quarterly,60.3,85.2,51.6,Conditional,"[""Worn tires"", ""Faulty brakes"", ""Poor lighting"", ""Excessive emissions""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2025-02-15T03:49:52.754896,2026-04-19T03:49:52.754926
1044,412,2025-09-06T03:49:52.754934,NTSA-8936,special,82.1,76.3,98.3,Pass,"[""No violations found""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2026-08-04T03:49:52.754934,2026-04-19T03:49:52.754957
1045,412,2025-08-18T03:49:52.754961,NTSA-4536,special,96.7,99.7,54.3,Pass,"[""Excessive emissions""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2026-04-22T03:49:52.754961,2026-04-19T03:49:52.754982
1046,412,2023-05-29T03:49:52.754985,NTSA-4161,annual,88.3,50.6,45.7,Conditional,"[""Missing fire extinguisher"", ""No first aid kit"", ""Broken seats"", ""Excessive emissions""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2024-04-15T03:49:52.754985,2026-04-19T03:49:52.755023
1047,413,2025-07-02T03:49:52.755034,NTSA-1997,annual,80.3,72.7,98.5,Pass,"[""No violations found""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2026-04-18T03:49:52.755034,2026-04-19T03:49:52.755057
1048,413,2025-05-28T03:49:52.755068,NTSA-7367,annual,87.7,73.5,54.5,Conditional,"[""Excessive emissions""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2026-02-28T03:49:52.755068,2026-04-19T03:49:52.755105
1049,413,2024-09-08T03:49:52.755109,NTSA-5703,special,97.0,92.3,81.7,Pass,"[""No violations found""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2025-08-03T03:49:52.755109,2026-04-19T03:49:52.755135
1050,414,2026-02-16T03:49:52.755157,NTSA-3265,special,64.4,64.9,81.5,Conditional,"[""Worn tires"", ""Faulty brakes"", ""Poor lighting"", ""Missing fire extinguisher"", ""No first aid kit"", ""Broken seats""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2027-01-18T03:49:52.755157,2026-04-19T03:49:52.755181
1051,414,2025-09-17T03:49:52.755185,NTSA-6050,quarterly,76.3,69.8,86.6,Conditional,"[""Missing fire extinguisher"", ""No first aid kit"", ""Broken seats""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2026-04-14T03:49:52.755185,2026-04-19T03:49:52.755207
1052,415,2026-02-02T03:49:52.755213,NTSA-6288,annual,83.2,58.8,47.0,Conditional,"[""Missing fire extinguisher"", ""No first aid kit"", ""Broken seats"", ""Excessive emissions""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2026-10-08T03:49:52.755213,2026-04-19T03:49:52.755239
1053,415,2025-02-05T03:49:52.755242,NTSA-6337,special,74.2,71.8,48.8,Conditional,"[""Excessive emissions""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2025-12-20T03:49:52.755242,2026-04-19T03:49:52.755272
1054,415,2025-02-23T03:49:52.755276,NTSA-4767,special,89.1,88.2,76.5,Pass,"[""No violations found""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2026-02-08T03:49:52.755276,2026-04-19T03:49:52.755299
1055,415,2024-06-12T03:49:52.755302,NTSA-1720,annual,62.2,84.7,41.4,Conditional,"[""Worn tires"", ""Faulty brakes"", ""Poor lighting"", ""Excessive emissions""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2025-02-21T03:49:52.755302,2026-04-19T03:49:52.755325
1056,416,2025-08-16T03:49:52.755333,NTSA-6377,special,77.0,56.4,84.7,Conditional,"[""Missing fire extinguisher"", ""No first aid kit"", ""Broken seats""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2026-03-18T03:49:52.755333,2026-04-19T03:49:52.755356
1057,416,2025-11-12T03:49:52.755360,NTSA-4077,quarterly,61.8,85.8,54.5,Conditional,"[""Worn tires"", ""Faulty brakes"", ""Poor lighting"", ""Excessive emissions""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2026-09-12T03:49:52.755360,2026-04-19T03:49:52.755382
1058,416,2023-11-16T03:49:52.755388,NTSA-5836,quarterly,89.3,54.4,58.7,Conditional,"[""Missing fire extinguisher"", ""No first aid kit"", ""Broken seats"", ""Excessive emissions""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2024-09-19T03:49:52.755388,2026-04-19T03:49:52.755411
1059,416,2022-11-10T03:49:52.755414,NTSA-1514,annual,86.6,92.4,40.5,Conditional,"[""Excessive emissions""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2023-06-19T03:49:52.755414,2026-04-19T03:49:52.755436
1060,417,2025-04-28T03:49:52.755442,NTSA-4769,annual,92.3,98.6,63.2,Pass,"[""No violations found""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2026-03-28T03:49:52.755442,2026-04-19T03:49:52.755464
1061,417,2024-07-14T03:49:52.755467,NTSA-7841,annual,81.0,50.9,99.2,Conditional,"[""Missing fire extinguisher"", ""No first aid kit"", ""Broken seats""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2025-02-28T03:49:52.755467,2026-04-19T03:49:52.755490
1062,418,2026-01-19T03:49:52.755497,NTSA-5234,quarterly,86.3,61.2,40.8,Conditional,"[""Missing fire extinguisher"", ""No first aid kit"", ""Broken seats"", ""Excessive emissions""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2027-01-06T03:49:52.755497,2026-04-19T03:49:52.755521
1063,418,2025-01-06T03:49:52.755525,NTSA-9370,annual,85.2,99.4,53.8,Conditional,"[""Excessive emissions""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2025-10-27T03:49:52.755525,2026-04-19T03:49:52.755553
1064,418,2025-11-29T03:49:52.755559,NTSA-6279,annual,85.9,77.3,77.4,Pass,"[""No violations found""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2026-09-15T03:49:52.755559,2026-04-19T03:49:52.755598
1065,419,2025-05-01T03:49:52.755609,NTSA-8992,quarterly,84.0,87.5,56.1,Conditional,"[""Excessive emissions""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2025-11-07T03:49:52.755609,2026-04-19T03:49:52.755648
1066,419,2025-12-24T03:49:52.755654,NTSA-2118,annual,88.1,65.6,48.5,Conditional,"[""Missing fire extinguisher"", ""No first aid kit"", ""Broken seats"", ""Excessive emissions""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2026-11-18T03:49:52.755654,2026-04-19T03:49:52.755702
1067,420,2026-01-05T03:49:52.755713,NTSA-1791,annual,90.7,81.1,64.5,Conditional,"[""No violations found""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2026-11-13T03:49:52.755713,2026-04-19T03:49:52.755737
1068,420,2025-12-16T03:49:52.755742,NTSA-1511,annual,76.5,68.8,40.6,Conditional,"[""Missing fire extinguisher"", ""No first aid kit"", ""Broken seats"", ""Excessive emissions""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2026-11-05T03:49:52.755742,2026-04-19T03:49:52.755778
1069,420,2024-07-31T03:49:52.755783,NTSA-3775,special,79.7,73.6,57.5,Conditional,"[""Excessive emissions""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2025-03-10T03:49:52.755783,2026-04-19T03:49:52.755819
1070,420,2024-02-21T03:49:52.755825,NTSA-9533,annual,65.1,89.1,55.7,Conditional,"[""Worn tires"", ""Faulty brakes"", ""Poor lighting"", ""Excessive emissions""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2024-08-20T03:49:52.755825,2026-04-19T03:49:52.755864
1071,421,2026-02-21T03:49:52.755876,NTSA-4458,special,81.4,75.1,43.5,Conditional,"[""Excessive emissions""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2026-11-19T03:49:52.755876,2026-04-19T03:49:52.755914
1072,422,2025-11-03T03:49:52.755925,NTSA-2664,quarterly,89.5,84.7,64.0,Conditional,"[""No violations found""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2026-09-13T03:49:52.755925,2026-04-19T03:49:52.755963
1073,422,2025-06-05T03:49:52.755968,NTSA-7317,annual,68.0,70.8,96.9,Conditional,"[""Worn tires"", ""Faulty brakes"", ""Poor lighting""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2026-02-07T03:49:52.755968,2026-04-19T03:49:52.756003
1074,422,2025-08-19T03:49:52.756006,NTSA-7764,annual,68.2,67.4,51.9,Conditional,"[""Worn tires"", ""Faulty brakes"", ""Poor lighting"", ""Missing fire extinguisher"", ""No first aid kit"", ""Broken seats"", ""Excessive emissions""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2026-06-23T03:49:52.756006,2026-04-19T03:49:52.756044
1075,422,2023-04-15T03:49:52.756048,NTSA-7038,annual,81.5,70.2,64.4,Conditional,"[""No violations found""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2024-01-06T03:49:52.756048,2026-04-19T03:49:52.756069
1076,423,2025-09-04T03:49:52.756077,NTSA-5273,special,66.8,94.9,98.9,Pass,"[""Worn tires"", ""Faulty brakes"", ""Poor lighting""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2026-07-06T03:49:52.756077,2026-04-19T03:49:52.756099
1077,423,2024-04-27T03:49:52.756103,NTSA-2257,annual,92.6,73.2,86.6,Pass,"[""No violations found""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2025-04-25T03:49:52.756103,2026-04-19T03:49:52.756143
1078,424,2025-12-23T03:49:52.756153,NTSA-7881,annual,85.5,87.3,67.5,Pass,"[""No violations found""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2026-08-25T03:49:52.756153,2026-04-19T03:49:52.756210
1079,424,2024-05-03T03:49:52.756218,NTSA-4768,annual,69.6,80.7,70.8,Conditional,"[""Worn tires"", ""Faulty brakes"", ""Poor lighting""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2025-05-01T03:49:52.756218,2026-04-19T03:49:52.756254
1080,424,2023-04-29T03:49:52.756258,NTSA-1794,quarterly,98.9,65.0,45.8,Conditional,"[""Missing fire extinguisher"", ""No first aid kit"", ""Broken seats"", ""Excessive emissions""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2024-03-18T03:49:52.756258,2026-04-19T03:49:52.756295
1081,424,2025-06-07T03:49:52.756298,NTSA-6471,quarterly,90.8,76.7,93.0,Pass,"[""No violations found""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2025-12-06T03:49:52.756298,2026-04-19T03:49:52.756323
1082,425,2025-05-14T03:49:52.756333,NTSA-4297,annual,62.4,87.6,74.7,Conditional,"[""Worn tires"", ""Faulty brakes"", ""Poor lighting""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2025-12-04T03:49:52.756333,2026-04-19T03:49:52.756365
1083,425,2025-09-09T03:49:52.756369,NTSA-1568,quarterly,70.9,87.6,64.8,Conditional,"[""No violations found""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2026-08-29T03:49:52.756369,2026-04-19T03:49:52.756390
1084,426,2025-12-16T03:49:52.756412,NTSA-1130,quarterly,69.6,86.3,46.1,Conditional,"[""Worn tires"", ""Faulty brakes"", ""Poor lighting"", ""Excessive emissions""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2026-07-08T03:49:52.756412,2026-04-19T03:49:52.756436
1085,426,2025-07-13T03:49:52.756440,NTSA-3497,special,66.3,78.9,60.1,Conditional,"[""Worn tires"", ""Faulty brakes"", ""Poor lighting""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2026-02-16T03:49:52.756440,2026-04-19T03:49:52.756461
1086,427,2026-02-14T03:49:52.756467,NTSA-6112,annual,85.5,87.3,94.9,Pass,"[""No violations found""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2026-09-13T03:49:52.756467,2026-04-19T03:49:52.756488
1087,428,2025-10-15T03:49:52.756494,NTSA-6758,quarterly,89.8,69.4,45.1,Conditional,"[""Missing fire extinguisher"", ""No first aid kit"", ""Broken seats"", ""Excessive emissions""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2026-06-23T03:49:52.756494,2026-04-19T03:49:52.756516
1088,428,2025-03-29T03:49:52.756521,NTSA-1535,quarterly,72.3,90.9,76.0,Conditional,"[""No violations found""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2025-12-25T03:49:52.756521,2026-04-19T03:49:52.756542
1089,428,2023-05-29T03:49:52.756546,NTSA-2001,special,93.8,80.7,99.9,Pass,"[""No violations found""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2024-04-26T03:49:52.756546,2026-04-19T03:49:52.756568
1090,428,2023-07-28T03:49:52.756571,NTSA-7439,quarterly,96.8,75.8,70.7,Pass,"[""No violations found""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2024-05-08T03:49:52.756571,2026-04-19T03:49:52.756591
1091,429,2025-09-08T03:49:52.756598,NTSA-2172,special,76.6,60.7,53.8,Conditional,"[""Missing fire extinguisher"", ""No first aid kit"", ""Broken seats"", ""Excessive emissions""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2026-06-27T03:49:52.756598,2026-04-19T03:49:52.756620
