narrative_id,company_name,nse_code,sector,fy_year,scope1_tco2e,total_tco2e,intensity,uncertainty_pct,scope1_narrative,intensity_narrative,uncertainty_narrative,recommendation_narrative,full_narrative
NAR-000774,Hill Mistry and Brooks,UOK,Banking & Finance,2024,23153.86,36233.81,0.3408,6.33,Fleet combustion across 104 vehicles contributed 23154 tCO2e to Scope 1 in FY2024. All calculations apply DEFRA 2024 Tier 2 factors and the Kenya-specific +18% road condition adjustment from NTSA fleet data.,"Emission intensity was 0.341 tCO2e per KSh million revenue, compared to a sector median of 0.903.","Applying Bayesian uncertainty propagation (PyMC, 10,000 samples), the 95% confidence interval spans 33940 to 38527 tCO2e, representing ±6.3% of the central estimate.",Transitioning 25% of the heavy diesel fleet to EVs could reduce Scope 1 emissions by an estimated 1268 tCO2e annually at approximately KSh 13695 per tonne avoided.,"Fleet combustion across 104 vehicles contributed 23154 tCO2e to Scope 1 in FY2024. All calculations apply DEFRA 2024 Tier 2 factors and the Kenya-specific +18% road condition adjustment from NTSA fleet data. Emission intensity was 0.341 tCO2e per KSh million revenue, compared to a sector median of 0.903. Applying Bayesian uncertainty propagation (PyMC, 10,000 samples), the 95% confidence interval spans 33940 to 38527 tCO2e, representing ±6.3% of the central estimate. Transitioning 25% of the heavy diesel fleet to EVs could reduce Scope 1 emissions by an estimated 1268 tCO2e annually at approximately KSh 13695 per tonne avoided."
NAR-000773,Gibson Inc,MGC,Retail & FMCG,2024,11547.75,18193.58,0.1869,8.09,"The company's 245 owned and leased vehicles produced 11548 tCO2e in Scope 1, computed at Tier 2 using vehicle-class-specific DEFRA 2024 emission factors with the Kenya NTSA road adjustment.","The company achieved an emission intensity of 0.187 tCO2e/KSh M, a increase of 1.0% versus FY2023.","The reported figure of 18194 tCO2e carries an uncertainty of ±8.1% at 95% confidence, reflecting emission factor, activity data, and road adjustment variance.",Transitioning 29% of the heavy diesel fleet to EVs could reduce Scope 1 emissions by an estimated 739 tCO2e annually at approximately KSh 15766 per tonne avoided.,"The company's 245 owned and leased vehicles produced 11548 tCO2e in Scope 1, computed at Tier 2 using vehicle-class-specific DEFRA 2024 emission factors with the Kenya NTSA road adjustment. The company achieved an emission intensity of 0.187 tCO2e/KSh M, a increase of 1.0% versus FY2023. The reported figure of 18194 tCO2e carries an uncertainty of ±8.1% at 95% confidence, reflecting emission factor, activity data, and road adjustment variance. Transitioning 29% of the heavy diesel fleet to EVs could reduce Scope 1 emissions by an estimated 739 tCO2e annually at approximately KSh 15766 per tonne avoided."
NAR-000426,Harrison Stewart and Price,UXF,Real Estate,2024,1089.63,1668.61,0.1796,3.61,Fleet combustion across 222 vehicles contributed 1090 tCO2e to Scope 1 in FY2024. All calculations apply DEFRA 2024 Tier 2 factors and the Kenya-specific +18% road condition adjustment from NTSA fleet data.,"Emission intensity was 0.180 tCO2e per KSh million revenue, compared to a sector median of 0.903.","The reported figure of 1669 tCO2e carries an uncertainty of ±3.6% at 95% confidence, reflecting emission factor, activity data, and road adjustment variance.",Transitioning 51% of the heavy diesel fleet to EVs could reduce Scope 1 emissions by an estimated 119 tCO2e annually at approximately KSh 9001 per tonne avoided.,"Fleet combustion across 222 vehicles contributed 1090 tCO2e to Scope 1 in FY2024. All calculations apply DEFRA 2024 Tier 2 factors and the Kenya-specific +18% road condition adjustment from NTSA fleet data. Emission intensity was 0.180 tCO2e per KSh million revenue, compared to a sector median of 0.903. The reported figure of 1669 tCO2e carries an uncertainty of ±3.6% at 95% confidence, reflecting emission factor, activity data, and road adjustment variance. Transitioning 51% of the heavy diesel fleet to EVs could reduce Scope 1 emissions by an estimated 119 tCO2e annually at approximately KSh 9001 per tonne avoided."
NAR-000810,Cooper Doyle and Simmons,CTM,Healthcare,2024,10594.67,14549.88,0.2982,8.21,"Direct fleet emissions totalled 10595 tCO2e in FY2024, representing 73% of the total transport footprint. DEFRA 2024 factors and IPCC AR6 GWP values were applied throughout.","Transport emission intensity stood at 0.298 tCO2e per KSh million revenue, placing the company in the second quartile of the NSE peer group.","The reported figure of 14550 tCO2e carries an uncertainty of ±8.2% at 95% confidence, reflecting emission factor, activity data, and road adjustment variance.",A remote-work policy covering 35% of office-based staff is projected to reduce Scope 3 Cat 7 commute emissions by 713 tCO2e per year.,"Direct fleet emissions totalled 10595 tCO2e in FY2024, representing 73% of the total transport footprint. DEFRA 2024 factors and IPCC AR6 GWP values were applied throughout. Transport emission intensity stood at 0.298 tCO2e per KSh million revenue, placing the company in the second quartile of the NSE peer group. The reported figure of 14550 tCO2e carries an uncertainty of ±8.2% at 95% confidence, reflecting emission factor, activity data, and road adjustment variance. A remote-work policy covering 35% of office-based staff is projected to reduce Scope 3 Cat 7 commute emissions by 713 tCO2e per year."
NAR-000284,Allan PLC,TQT,Media,2024,4020.14,5305.75,0.2194,5.13,Fleet combustion across 120 vehicles contributed 4020 tCO2e to Scope 1 in FY2024. All calculations apply DEFRA 2024 Tier 2 factors and the Kenya-specific +18% road condition adjustment from NTSA fleet data.,"Transport emission intensity stood at 0.219 tCO2e per KSh million revenue, placing the company in the second quartile of the NSE peer group.","The reported figure of 5306 tCO2e carries an uncertainty of ±5.1% at 95% confidence, reflecting emission factor, activity data, and road adjustment variance.",Replacing 47% of short-haul business flights with video conferencing would reduce Scope 3 Cat 6 emissions by approximately 349 tCO2e per year.,"Fleet combustion across 120 vehicles contributed 4020 tCO2e to Scope 1 in FY2024. All calculations apply DEFRA 2024 Tier 2 factors and the Kenya-specific +18% road condition adjustment from NTSA fleet data. Transport emission intensity stood at 0.219 tCO2e per KSh million revenue, placing the company in the second quartile of the NSE peer group. The reported figure of 5306 tCO2e carries an uncertainty of ±5.1% at 95% confidence, reflecting emission factor, activity data, and road adjustment variance. Replacing 47% of short-haul business flights with video conferencing would reduce Scope 3 Cat 6 emissions by approximately 349 tCO2e per year."
NAR-000299,Clarke-Schofield,BYU,Manufacturing,2024,12647.49,17300.79,0.3011,4.35,"Scope 1 transport emissions for FY2024 stand at 12647 tCO2e, driven primarily by petrol and diesel consumption. The KETRACO grid factor of 0.392 kgCO2e/kWh was applied to all EV charging within the fleet.","At 0.301 tCO2e per KSh M, the company's intensity is below the sector average of 0.903, reflecting 64 active fleet vehicles.","The 95% confidence interval on the total emission figure is ±4.3%, yielding a range of 16548–18053 tCO2e, derived from Bayesian Monte Carlo simulation using PyMC.",Replacing 30% of short-haul business flights with video conferencing would reduce Scope 3 Cat 6 emissions by approximately 727 tCO2e per year.,"Scope 1 transport emissions for FY2024 stand at 12647 tCO2e, driven primarily by petrol and diesel consumption. The KETRACO grid factor of 0.392 kgCO2e/kWh was applied to all EV charging within the fleet. At 0.301 tCO2e per KSh M, the company's intensity is below the sector average of 0.903, reflecting 64 active fleet vehicles. The 95% confidence interval on the total emission figure is ±4.3%, yielding a range of 16548–18053 tCO2e, derived from Bayesian Monte Carlo simulation using PyMC. Replacing 30% of short-haul business flights with video conferencing would reduce Scope 3 Cat 6 emissions by approximately 727 tCO2e per year."
NAR-000316,Manning-Anderson,HPR,Media,2024,14201.37,23288.18,0.1956,8.0,Fleet combustion across 43 vehicles contributed 14201 tCO2e to Scope 1 in FY2024. All calculations apply DEFRA 2024 Tier 2 factors and the Kenya-specific +18% road condition adjustment from NTSA fleet data.,"The company achieved an emission intensity of 0.196 tCO2e/KSh M, a increase of 13.2% versus FY2023.","Applying Bayesian uncertainty propagation (PyMC, 10,000 samples), the 95% confidence interval spans 21425 to 25151 tCO2e, representing ±8.0% of the central estimate.",Switching 51% of the motorbike fleet to CNG would reduce Scope 1 emissions by 1663 tCO2e annually at a cost of KSh 12396 per tonne avoided.,"Fleet combustion across 43 vehicles contributed 14201 tCO2e to Scope 1 in FY2024. All calculations apply DEFRA 2024 Tier 2 factors and the Kenya-specific +18% road condition adjustment from NTSA fleet data. The company achieved an emission intensity of 0.196 tCO2e/KSh M, a increase of 13.2% versus FY2023. Applying Bayesian uncertainty propagation (PyMC, 10,000 samples), the 95% confidence interval spans 21425 to 25151 tCO2e, representing ±8.0% of the central estimate. Switching 51% of the motorbike fleet to CNG would reduce Scope 1 emissions by 1663 tCO2e annually at a cost of KSh 12396 per tonne avoided."
NAR-000877,Greenwood and Sons,SVC,Insurance,2024,19298.72,28533.94,0.3936,6.49,Fleet combustion across 61 vehicles contributed 19299 tCO2e to Scope 1 in FY2024. All calculations apply DEFRA 2024 Tier 2 factors and the Kenya-specific +18% road condition adjustment from NTSA fleet data.,"The company achieved an emission intensity of 0.394 tCO2e/KSh M, a reduction of 11.8% versus FY2023.","Applying Bayesian uncertainty propagation (PyMC, 10,000 samples), the 95% confidence interval spans 26682 to 30386 tCO2e, representing ±6.5% of the central estimate.",Switching 20% of the motorbike fleet to CNG would reduce Scope 1 emissions by 799 tCO2e annually at a cost of KSh 9545 per tonne avoided.,"Fleet combustion across 61 vehicles contributed 19299 tCO2e to Scope 1 in FY2024. All calculations apply DEFRA 2024 Tier 2 factors and the Kenya-specific +18% road condition adjustment from NTSA fleet data. The company achieved an emission intensity of 0.394 tCO2e/KSh M, a reduction of 11.8% versus FY2023. Applying Bayesian uncertainty propagation (PyMC, 10,000 samples), the 95% confidence interval spans 26682 to 30386 tCO2e, representing ±6.5% of the central estimate. Switching 20% of the motorbike fleet to CNG would reduce Scope 1 emissions by 799 tCO2e annually at a cost of KSh 9545 per tonne avoided."
NAR-000393,Cook Inc,TSG,Healthcare,2024,11280.87,19043.2,0.4555,6.83,Fleet combustion across 260 vehicles contributed 11281 tCO2e to Scope 1 in FY2024. All calculations apply DEFRA 2024 Tier 2 factors and the Kenya-specific +18% road condition adjustment from NTSA fleet data.,"Emission intensity was 0.456 tCO2e per KSh million revenue, compared to a sector median of 0.903.","The 95% confidence interval on the total emission figure is ±6.8%, yielding a range of 17743–20344 tCO2e, derived from Bayesian Monte Carlo simulation using PyMC.",Transitioning 18% of the heavy diesel fleet to EVs could reduce Scope 1 emissions by an estimated 480 tCO2e annually at approximately KSh 4549 per tonne avoided.,"Fleet combustion across 260 vehicles contributed 11281 tCO2e to Scope 1 in FY2024. All calculations apply DEFRA 2024 Tier 2 factors and the Kenya-specific +18% road condition adjustment from NTSA fleet data. Emission intensity was 0.456 tCO2e per KSh million revenue, compared to a sector median of 0.903. The 95% confidence interval on the total emission figure is ±6.8%, yielding a range of 17743–20344 tCO2e, derived from Bayesian Monte Carlo simulation using PyMC. Transitioning 18% of the heavy diesel fleet to EVs could reduce Scope 1 emissions by an estimated 480 tCO2e annually at approximately KSh 4549 per tonne avoided."
NAR-000929,Holmes and Sons,EHS,Retail & FMCG,2024,14416.21,21232.58,1.089,4.4,"The company's 252 owned and leased vehicles produced 14416 tCO2e in Scope 1, computed at Tier 2 using vehicle-class-specific DEFRA 2024 emission factors with the Kenya NTSA road adjustment.","Transport emission intensity stood at 1.089 tCO2e per KSh million revenue, placing the company in the bottom quartile of the NSE peer group.","The reported figure of 21233 tCO2e carries an uncertainty of ±4.4% at 95% confidence, reflecting emission factor, activity data, and road adjustment variance.",Transitioning 44% of the heavy diesel fleet to EVs could reduce Scope 1 emissions by an estimated 1308 tCO2e annually at approximately KSh 5952 per tonne avoided.,"The company's 252 owned and leased vehicles produced 14416 tCO2e in Scope 1, computed at Tier 2 using vehicle-class-specific DEFRA 2024 emission factors with the Kenya NTSA road adjustment. Transport emission intensity stood at 1.089 tCO2e per KSh million revenue, placing the company in the bottom quartile of the NSE peer group. The reported figure of 21233 tCO2e carries an uncertainty of ±4.4% at 95% confidence, reflecting emission factor, activity data, and road adjustment variance. Transitioning 44% of the heavy diesel fleet to EVs could reduce Scope 1 emissions by an estimated 1308 tCO2e annually at approximately KSh 5952 per tonne avoided."
NAR-000905,Jackson Riley and Lee,UOS,Agriculture,2024,18542.91,30776.9,0.6825,5.29,"Scope 1 emissions of 18543 tCO2e arise from direct combustion of petrol and diesel in the company's 200 vehicle fleet, calculated using DEFRA 2024 factors at Tier 2, adjusted for Kenyan road conditions (+18% per NTSA data).","Intensity improved from 0.683 to 0.682 tCO2e/KSh M between FY2023 and FY2024, a 0.1% increase.","Uncertainty quantification via PyMC Monte Carlo (10,000 samples) yields a 95% CI of 29149–32405 tCO2e (±5.3%).",Replacing 39% of short-haul business flights with video conferencing would reduce Scope 3 Cat 6 emissions by approximately 1680 tCO2e per year.,"Scope 1 emissions of 18543 tCO2e arise from direct combustion of petrol and diesel in the company's 200 vehicle fleet, calculated using DEFRA 2024 factors at Tier 2, adjusted for Kenyan road conditions (+18% per NTSA data). Intensity improved from 0.683 to 0.682 tCO2e/KSh M between FY2023 and FY2024, a 0.1% increase. Uncertainty quantification via PyMC Monte Carlo (10,000 samples) yields a 95% CI of 29149–32405 tCO2e (±5.3%). Replacing 39% of short-haul business flights with video conferencing would reduce Scope 3 Cat 6 emissions by approximately 1680 tCO2e per year."
NAR-000784,Barlow PLC,ZMM,Media,2024,5172.99,7106.82,0.0838,2.9,Fleet combustion across 73 vehicles contributed 5173 tCO2e to Scope 1 in FY2024. All calculations apply DEFRA 2024 Tier 2 factors and the Kenya-specific +18% road condition adjustment from NTSA fleet data.,"Intensity improved from 0.085 to 0.084 tCO2e/KSh M between FY2023 and FY2024, a 1.1% increase.","Applying Bayesian uncertainty propagation (PyMC, 10,000 samples), the 95% confidence interval spans 6901 to 7313 tCO2e, representing ±2.9% of the central estimate.",Transitioning 19% of the heavy diesel fleet to EVs could reduce Scope 1 emissions by an estimated 189 tCO2e annually at approximately KSh 14211 per tonne avoided.,"Fleet combustion across 73 vehicles contributed 5173 tCO2e to Scope 1 in FY2024. All calculations apply DEFRA 2024 Tier 2 factors and the Kenya-specific +18% road condition adjustment from NTSA fleet data. Intensity improved from 0.085 to 0.084 tCO2e/KSh M between FY2023 and FY2024, a 1.1% increase. Applying Bayesian uncertainty propagation (PyMC, 10,000 samples), the 95% confidence interval spans 6901 to 7313 tCO2e, representing ±2.9% of the central estimate. Transitioning 19% of the heavy diesel fleet to EVs could reduce Scope 1 emissions by an estimated 189 tCO2e annually at approximately KSh 14211 per tonne avoided."
NAR-000898,Jones Harris and Edwards,FMH,Manufacturing,2024,2724.62,4798.83,0.0429,3.1,"Direct fleet emissions totalled 2725 tCO2e in FY2024, representing 57% of the total transport footprint. DEFRA 2024 factors and IPCC AR6 GWP values were applied throughout.","At 0.043 tCO2e per KSh M, the company's intensity is below the sector average of 0.903, reflecting 42 active fleet vehicles.","Uncertainty quantification via PyMC Monte Carlo (10,000 samples) yields a 95% CI of 4650–4948 tCO2e (±3.1%).",Transitioning 54% of the heavy diesel fleet to EVs could reduce Scope 1 emissions by an estimated 363 tCO2e annually at approximately KSh 8006 per tonne avoided.,"Direct fleet emissions totalled 2725 tCO2e in FY2024, representing 57% of the total transport footprint. DEFRA 2024 factors and IPCC AR6 GWP values were applied throughout. At 0.043 tCO2e per KSh M, the company's intensity is below the sector average of 0.903, reflecting 42 active fleet vehicles. Uncertainty quantification via PyMC Monte Carlo (10,000 samples) yields a 95% CI of 4650–4948 tCO2e (±3.1%). Transitioning 54% of the heavy diesel fleet to EVs could reduce Scope 1 emissions by an estimated 363 tCO2e annually at approximately KSh 8006 per tonne avoided."
NAR-000425,Rowe Inc,GNL,Education,2024,12433.65,15814.97,0.3267,8.36,"Scope 1 emissions of 12434 tCO2e arise from direct combustion of petrol and diesel in the company's 135 vehicle fleet, calculated using DEFRA 2024 factors at Tier 2, adjusted for Kenyan road conditions (+18% per NTSA data).","At 0.327 tCO2e per KSh M, the company's intensity is below the sector average of 0.903, reflecting 135 active fleet vehicles.","The reported figure of 15815 tCO2e carries an uncertainty of ±8.4% at 95% confidence, reflecting emission factor, activity data, and road adjustment variance.","Route optimisation using AI-based traffic modelling could reduce fleet fuel consumption by approximately 26%, saving 576 tCO2e annually at KSh 7679/t avoided.","Scope 1 emissions of 12434 tCO2e arise from direct combustion of petrol and diesel in the company's 135 vehicle fleet, calculated using DEFRA 2024 factors at Tier 2, adjusted for Kenyan road conditions (+18% per NTSA data). At 0.327 tCO2e per KSh M, the company's intensity is below the sector average of 0.903, reflecting 135 active fleet vehicles. The reported figure of 15815 tCO2e carries an uncertainty of ±8.4% at 95% confidence, reflecting emission factor, activity data, and road adjustment variance. Route optimisation using AI-based traffic modelling could reduce fleet fuel consumption by approximately 26%, saving 576 tCO2e annually at KSh 7679/t avoided."
NAR-000691,Lawson LLC,RXQ,Manufacturing,2024,13268.98,19361.76,0.2231,5.25,Fleet combustion across 210 vehicles contributed 13269 tCO2e to Scope 1 in FY2024. All calculations apply DEFRA 2024 Tier 2 factors and the Kenya-specific +18% road condition adjustment from NTSA fleet data.,"Emission intensity was 0.223 tCO2e per KSh million revenue, compared to a sector median of 0.903.","The reported figure of 19362 tCO2e carries an uncertainty of ±5.2% at 95% confidence, reflecting emission factor, activity data, and road adjustment variance.",Replacing 16% of short-haul business flights with video conferencing would reduce Scope 3 Cat 6 emissions by approximately 434 tCO2e per year.,"Fleet combustion across 210 vehicles contributed 13269 tCO2e to Scope 1 in FY2024. All calculations apply DEFRA 2024 Tier 2 factors and the Kenya-specific +18% road condition adjustment from NTSA fleet data. Emission intensity was 0.223 tCO2e per KSh million revenue, compared to a sector median of 0.903. The reported figure of 19362 tCO2e carries an uncertainty of ±5.2% at 95% confidence, reflecting emission factor, activity data, and road adjustment variance. Replacing 16% of short-haul business flights with video conferencing would reduce Scope 3 Cat 6 emissions by approximately 434 tCO2e per year."
NAR-000930,Price-Allen,WBP,Logistics,2024,14019.92,20934.59,0.6497,4.89,"Scope 1 transport emissions for FY2024 stand at 14020 tCO2e, driven primarily by petrol and diesel consumption. The KETRACO grid factor of 0.392 kgCO2e/kWh was applied to all EV charging within the fleet.","Intensity improved from 0.594 to 0.650 tCO2e/KSh M between FY2023 and FY2024, a 8.5% reduction.","The 95% confidence interval on the total emission figure is ±4.9%, yielding a range of 19911–21958 tCO2e, derived from Bayesian Monte Carlo simulation using PyMC.",Switching 33% of the motorbike fleet to CNG would reduce Scope 1 emissions by 967 tCO2e annually at a cost of KSh 13649 per tonne avoided.,"Scope 1 transport emissions for FY2024 stand at 14020 tCO2e, driven primarily by petrol and diesel consumption. The KETRACO grid factor of 0.392 kgCO2e/kWh was applied to all EV charging within the fleet. Intensity improved from 0.594 to 0.650 tCO2e/KSh M between FY2023 and FY2024, a 8.5% reduction. The 95% confidence interval on the total emission figure is ±4.9%, yielding a range of 19911–21958 tCO2e, derived from Bayesian Monte Carlo simulation using PyMC. Switching 33% of the motorbike fleet to CNG would reduce Scope 1 emissions by 967 tCO2e annually at a cost of KSh 13649 per tonne avoided."
NAR-000492,Adams Gallagher and Marshall,HYB,Insurance,2024,23199.05,31739.2,0.4543,8.39,Fleet combustion across 243 vehicles contributed 23199 tCO2e to Scope 1 in FY2024. All calculations apply DEFRA 2024 Tier 2 factors and the Kenya-specific +18% road condition adjustment from NTSA fleet data.,"Transport emission intensity stood at 0.454 tCO2e per KSh million revenue, placing the company in the third quartile of the NSE peer group.","The reported figure of 31739 tCO2e carries an uncertainty of ±8.4% at 95% confidence, reflecting emission factor, activity data, and road adjustment variance.",A remote-work policy covering 32% of office-based staff is projected to reduce Scope 3 Cat 7 commute emissions by 1422 tCO2e per year.,"Fleet combustion across 243 vehicles contributed 23199 tCO2e to Scope 1 in FY2024. All calculations apply DEFRA 2024 Tier 2 factors and the Kenya-specific +18% road condition adjustment from NTSA fleet data. Transport emission intensity stood at 0.454 tCO2e per KSh million revenue, placing the company in the third quartile of the NSE peer group. The reported figure of 31739 tCO2e carries an uncertainty of ±8.4% at 95% confidence, reflecting emission factor, activity data, and road adjustment variance. A remote-work policy covering 32% of office-based staff is projected to reduce Scope 3 Cat 7 commute emissions by 1422 tCO2e per year."
NAR-000671,Davis-Armstrong,CZG,Telecommunications,2024,443.66,684.71,0.0263,3.58,"Scope 1 transport emissions for FY2024 stand at 444 tCO2e, driven primarily by petrol and diesel consumption. The KETRACO grid factor of 0.392 kgCO2e/kWh was applied to all EV charging within the fleet.","At 0.026 tCO2e per KSh M, the company's intensity is below the sector average of 0.903, reflecting 72 active fleet vehicles.","Uncertainty quantification via PyMC Monte Carlo (10,000 samples) yields a 95% CI of 660–709 tCO2e (±3.6%).",Replacing 40% of short-haul business flights with video conferencing would reduce Scope 3 Cat 6 emissions by approximately 38 tCO2e per year.,"Scope 1 transport emissions for FY2024 stand at 444 tCO2e, driven primarily by petrol and diesel consumption. The KETRACO grid factor of 0.392 kgCO2e/kWh was applied to all EV charging within the fleet. At 0.026 tCO2e per KSh M, the company's intensity is below the sector average of 0.903, reflecting 72 active fleet vehicles. Uncertainty quantification via PyMC Monte Carlo (10,000 samples) yields a 95% CI of 660–709 tCO2e (±3.6%). Replacing 40% of short-haul business flights with video conferencing would reduce Scope 3 Cat 6 emissions by approximately 38 tCO2e per year."
NAR-000030,Coleman and Sons,QAB,Healthcare,2024,8140.07,13447.87,0.3164,3.84,Fleet combustion across 293 vehicles contributed 8140 tCO2e to Scope 1 in FY2024. All calculations apply DEFRA 2024 Tier 2 factors and the Kenya-specific +18% road condition adjustment from NTSA fleet data.,"Emission intensity was 0.316 tCO2e per KSh million revenue, compared to a sector median of 0.903.","Uncertainty quantification via PyMC Monte Carlo (10,000 samples) yields a 95% CI of 12931–13964 tCO2e (±3.8%).","Route optimisation using AI-based traffic modelling could reduce fleet fuel consumption by approximately 18%, saving 339 tCO2e annually at KSh 12540/t avoided.","Fleet combustion across 293 vehicles contributed 8140 tCO2e to Scope 1 in FY2024. All calculations apply DEFRA 2024 Tier 2 factors and the Kenya-specific +18% road condition adjustment from NTSA fleet data. Emission intensity was 0.316 tCO2e per KSh million revenue, compared to a sector median of 0.903. Uncertainty quantification via PyMC Monte Carlo (10,000 samples) yields a 95% CI of 12931–13964 tCO2e (±3.8%). Route optimisation using AI-based traffic modelling could reduce fleet fuel consumption by approximately 18%, saving 339 tCO2e annually at KSh 12540/t avoided."
NAR-000103,Smith Lewis and Willis,LFA,Hospitality,2024,22196.39,34616.89,1.0154,6.93,"Direct fleet emissions totalled 22196 tCO2e in FY2024, representing 64% of the total transport footprint. DEFRA 2024 factors and IPCC AR6 GWP values were applied throughout.","The company achieved an emission intensity of 1.015 tCO2e/KSh M, a reduction of 4.5% versus FY2023.","Uncertainty quantification via PyMC Monte Carlo (10,000 samples) yields a 95% CI of 32218–37016 tCO2e (±6.9%).",Transitioning 23% of the heavy diesel fleet to EVs could reduce Scope 1 emissions by an estimated 1115 tCO2e annually at approximately KSh 9846 per tonne avoided.,"Direct fleet emissions totalled 22196 tCO2e in FY2024, representing 64% of the total transport footprint. DEFRA 2024 factors and IPCC AR6 GWP values were applied throughout. The company achieved an emission intensity of 1.015 tCO2e/KSh M, a reduction of 4.5% versus FY2023. Uncertainty quantification via PyMC Monte Carlo (10,000 samples) yields a 95% CI of 32218–37016 tCO2e (±6.9%). Transitioning 23% of the heavy diesel fleet to EVs could reduce Scope 1 emissions by an estimated 1115 tCO2e annually at approximately KSh 9846 per tonne avoided."
NAR-000626,Harrison Stewart and Price,UXF,Real Estate,2024,1089.63,1668.61,0.1796,3.61,"Scope 1 emissions of 1090 tCO2e arise from direct combustion of petrol and diesel in the company's 222 vehicle fleet, calculated using DEFRA 2024 factors at Tier 2, adjusted for Kenyan road conditions (+18% per NTSA data).","Emission intensity was 0.180 tCO2e per KSh million revenue, compared to a sector median of 0.903.","The 95% confidence interval on the total emission figure is ±3.6%, yielding a range of 1608–1729 tCO2e, derived from Bayesian Monte Carlo simulation using PyMC.",Replacing 24% of short-haul business flights with video conferencing would reduce Scope 3 Cat 6 emissions by approximately 56 tCO2e per year.,"Scope 1 emissions of 1090 tCO2e arise from direct combustion of petrol and diesel in the company's 222 vehicle fleet, calculated using DEFRA 2024 factors at Tier 2, adjusted for Kenyan road conditions (+18% per NTSA data). Emission intensity was 0.180 tCO2e per KSh million revenue, compared to a sector median of 0.903. The 95% confidence interval on the total emission figure is ±3.6%, yielding a range of 1608–1729 tCO2e, derived from Bayesian Monte Carlo simulation using PyMC. Replacing 24% of short-haul business flights with video conferencing would reduce Scope 3 Cat 6 emissions by approximately 56 tCO2e per year."
NAR-000733,Wilson-Marsh,TEE,Manufacturing,2024,11215.07,19060.61,0.3205,6.86,Fleet combustion across 245 vehicles contributed 11215 tCO2e to Scope 1 in FY2024. All calculations apply DEFRA 2024 Tier 2 factors and the Kenya-specific +18% road condition adjustment from NTSA fleet data.,"Emission intensity was 0.321 tCO2e per KSh million revenue, compared to a sector median of 0.903.","Uncertainty quantification via PyMC Monte Carlo (10,000 samples) yields a 95% CI of 17753–20368 tCO2e (±6.9%).",Switching 46% of the motorbike fleet to CNG would reduce Scope 1 emissions by 1228 tCO2e annually at a cost of KSh 13580 per tonne avoided.,"Fleet combustion across 245 vehicles contributed 11215 tCO2e to Scope 1 in FY2024. All calculations apply DEFRA 2024 Tier 2 factors and the Kenya-specific +18% road condition adjustment from NTSA fleet data. Emission intensity was 0.321 tCO2e per KSh million revenue, compared to a sector median of 0.903. Uncertainty quantification via PyMC Monte Carlo (10,000 samples) yields a 95% CI of 17753–20368 tCO2e (±6.9%). Switching 46% of the motorbike fleet to CNG would reduce Scope 1 emissions by 1228 tCO2e annually at a cost of KSh 13580 per tonne avoided."
NAR-000337,Hunter Bailey and Turner,CKF,Energy & Petroleum,2024,18641.53,29264.88,0.4509,6.71,Fleet combustion across 236 vehicles contributed 18642 tCO2e to Scope 1 in FY2024. All calculations apply DEFRA 2024 Tier 2 factors and the Kenya-specific +18% road condition adjustment from NTSA fleet data.,"Emission intensity was 0.451 tCO2e per KSh million revenue, compared to a sector median of 0.903.","Uncertainty quantification via PyMC Monte Carlo (10,000 samples) yields a 95% CI of 27301–31229 tCO2e (±6.7%).","Route optimisation using AI-based traffic modelling could reduce fleet fuel consumption by approximately 20%, saving 819 tCO2e annually at KSh 10818/t avoided.","Fleet combustion across 236 vehicles contributed 18642 tCO2e to Scope 1 in FY2024. All calculations apply DEFRA 2024 Tier 2 factors and the Kenya-specific +18% road condition adjustment from NTSA fleet data. Emission intensity was 0.451 tCO2e per KSh million revenue, compared to a sector median of 0.903. Uncertainty quantification via PyMC Monte Carlo (10,000 samples) yields a 95% CI of 27301–31229 tCO2e (±6.7%). Route optimisation using AI-based traffic modelling could reduce fleet fuel consumption by approximately 20%, saving 819 tCO2e annually at KSh 10818/t avoided."
NAR-000198,Bell-Jackson,TAX,Technology,2024,21076.29,28604.63,0.2498,4.31,"Scope 1 emissions of 21076 tCO2e arise from direct combustion of petrol and diesel in the company's 185 vehicle fleet, calculated using DEFRA 2024 factors at Tier 2, adjusted for Kenyan road conditions (+18% per NTSA data).","Transport emission intensity stood at 0.250 tCO2e per KSh million revenue, placing the company in the second quartile of the NSE peer group.","Applying Bayesian uncertainty propagation (PyMC, 10,000 samples), the 95% confidence interval spans 27372 to 29837 tCO2e, representing ±4.3% of the central estimate.",A remote-work policy covering 19% of office-based staff is projected to reduce Scope 3 Cat 7 commute emissions by 761 tCO2e per year.,"Scope 1 emissions of 21076 tCO2e arise from direct combustion of petrol and diesel in the company's 185 vehicle fleet, calculated using DEFRA 2024 factors at Tier 2, adjusted for Kenyan road conditions (+18% per NTSA data). Transport emission intensity stood at 0.250 tCO2e per KSh million revenue, placing the company in the second quartile of the NSE peer group. Applying Bayesian uncertainty propagation (PyMC, 10,000 samples), the 95% confidence interval spans 27372 to 29837 tCO2e, representing ±4.3% of the central estimate. A remote-work policy covering 19% of office-based staff is projected to reduce Scope 3 Cat 7 commute emissions by 761 tCO2e per year."
